ia_geo_id	ia_vote_id	fips	county	vap	statefp10	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	logrecno	pop100	ia_agg	fraction	precinct	pres_tot	pres_d_08	pres_r_08	uss_d_08	uss_r_08	ush_d_08	ush_r_08	cong_other	ssen_dem	ssen_rep	ssen_other	sh_dem	sh_rep	gov_d_06	gov_r_06	gov_other	ush_d_06	ush_r_06	sh_other	precinct06	x_merge	t_08	p_08	us_08	uh_08	g_06	uh_06	av	ndv	nrv	precinct08
2383	"1674"	187	"Webster"	232	19	187040	19187187040	"P"	"HARCOURT"	"HARCOURT Voting District"	"V2"	"G5240"	"S"	2602622	0	42.260563	-94.17453	266711	303	"445"	"0.521348315"	"LOST GROVE PRECINCT"	119.91011	52.13483	67.77528	68.29663	53.698875	31.802248	90.19326					23.982023	95.92809	40.66517	49.52809	1.0426966	26.067415	60.476406		"LOST GROVE PRECINCT"	"3"	119.91011	0.4347826	0.55982906	0.26068377	0.45086706	0.30120483	0.4014735	48.14073	71.76939	"LOST GROVE PRECINCT"
2384	"1672"	187	"Webster"	113	19	187022	19187187022	"P"	"GOWRIE TWP W/O GOWRIE"	"GOWRIE TWP W/O GOWRIE Voting District"	"V2"	"G5240"	"S"	89698604	0	42.25193	-94.34107	264971	147	"887"	"0.127395716"	"GOWRIE PRECINCT"	59.748592	26.498308	33.250282	35.03382	23.822998	14.650507	44.33371					7.5163474	52.61443	21.912064	29.810598	0.12739572	14.013529	35.6708		"GOWRIE PRECINCT"	"3"	59.748592	0.4434968	0.5952381	0.24838012	0.42364532	0.2820513	0.3985623	23.81354	35.93505	"GOWRIE PRECINCT"
2385	"1653"	187	"Webster"	448	19	187021	19187187021	"P"	"ROLAND TWP"	"ROLAND TWP Voting District"	"V2"	"G5240"	"S"	93315909	0	42.33996	-94.33908	264823	589	"631"	"0.709984152"	"CLAY-ROLAND PRECINCT"	253.46434	83.068146	170.3962	128.50713	125.6672	57.508717	197.3756					46.858955	207.31537	89.458	115.01743	2.1299524	56.798733	144.12679		"CLAY-ROLAND PRECINCT"	"3"	253.46434	0.3277311	0.50558656	0.22562674	0.4375	0.28268552	0.355826	90.1892	163.2751	"CLAY-ROLAND PRECINCT"
2386	"1653"	187	"Webster"	183	19	187020	19187187020	"P"	"CLAY TWP"	"CLAY TWP Voting District"	"V2"	"G5240"	"S"	93070034	0	42.339947	-94.222565	264740	234	"631"	"0.290015848"	"CLAY-ROLAND PRECINCT"	103.53566	33.931854	69.603806	52.49287	51.332806	23.491283	80.624405					19.141047	84.68463	36.541996	46.982567	0.87004757	23.201267	58.87322		"CLAY-ROLAND PRECINCT"	"3"	103.53566	0.3277311	0.50558656	0.22562674	0.4375	0.28268552	0.355826	36.84068	66.69498	"CLAY-ROLAND PRECINCT"
2387	"1655"	187	"Webster"	234	19	187019	19187187019	"P"	"BURNSIDE TWP"	"BURNSIDE TWP Voting District"	"V2"	"G5240"	"S"	81646184	0	42.336277	-94.11196	264649	316	"1099"	"0.212920837"	"DAYTON-BURNSIDE PRECINCT"	121.79072	55.57234	66.21838	74.09645	48.758873	35.98362	86.02002					34.280254	85.168335	49.610554	48.33303	0.63876253	35.34486	59.617836		"DAYTON-BURNSIDE PRECINCT"	"3"	121.79072	0.4562937	0.6031196	0.29493892	0.50652176	0.3721973	0.4466143	54.39347	67.39725	"DAYTON-BURNSIDE PRECINCT"
2388	"1680"	187	"Webster"	346	19	187018	19187187018	"P"	"LEHIGH"	"LEHIGH Voting District"	"V2"	"G5240"	"S"	5415497	155121	42.358223	-94.05338	264562	416	"637"	"0.543171115"	"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"	194.45526	89.08006	105.3752	110.80691	83.64835	68.43956	125.47253					95.05495	96.14129	96.684456	60.835163	1.0863422	73.87127	79.84615		"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"	"3"	194.45526	0.45810056	0.5698324	0.3529412	0.6137931	0.48056537	0.4950465	96.2644	98.19086	"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"
2389	"1680"	187	"Webster"	14	19	187017	19187187017	"P"	"SUMNER TWP W/O LEHIGH"	"SUMNER TWP W/O LEHIGH Voting District"	"V2"	"G5240"	"S"	6361735	102152	42.365845	-94.07145	264539	17	"637"	"0.021978022"	"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"	7.8681316	3.6043956	4.2637362	4.4835167	3.3846154	2.7692308	5.076923					3.8461537	3.8901098	3.912088	2.4615386	0.043956045	2.989011	3.2307692		"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"	"3"	7.8681316	0.45810056	0.5698324	0.3529412	0.6137931	0.48056537	0.4950465	3.895091	3.97304	"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"
2390	"1680"	187	"Webster"	65	19	187016	19187187016	"P"	"YELL TWP W/O LEHIGH"	"YELL TWP W/O LEHIGH Voting District"	"V2"	"G5240"	"S"	45407710	999812	42.316998	-93.99571	264489	80	"637"	"0.102040816"	"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"	36.530613	16.734694	19.795918	20.816326	15.714286	12.857142	23.571428					17.857143	18.061224	18.163265	11.428572	0.20408164	13.877551	15.0		"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"	"3"	36.530613	0.45810056	0.5698324	0.3529412	0.6137931	0.48056537	0.4950465	18.08435	18.44626	"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"
2391	"1680"	187	"Webster"	101	19	187015	19187187015	"P"	"WEBSTER TWP W/O LEHIGH"	"WEBSTER TWP W/O LEHIGH Voting District"	"V2"	"G5240"	"S"	50871859	723120	42.35964	-93.978714	264445	122	"637"	"0.15855573"	"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"	56.76295	26.00314	30.759811	32.345367	24.417582	19.978022	36.626373					27.747253	28.064363	28.22292	17.758242	0.31711146	21.56358	23.307692		"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"	"3"	56.76295	0.45810056	0.5698324	0.3529412	0.6137931	0.48056537	0.4950465	28.1003	28.66265	"SUMNER-WEBSTER-YELL-HARDIN PRECINCT"
2392	"1690"	189	"Winnebago"	443	19	189016	19189189016	"P"	"MOUNT VALLEY TWP"	"MOUNT VALLEY TWP Voting District"	"V2"	"G5240"	"S"	93809515	9113	43.304874	-93.56726	267983	565	"1163"	"0.380911436"	"NEWTON FOREST D1 PRECINCTMT. VALLEY FOREST D2 PRECINCT"	265.8762	131.41444	134.46173	166.8392	100.17971	84.56234	182.8375		118.463455	121.89166	23.997421	103.227	161.88736	100.560616	101.32244	2.6663802	66.6595	137.50903		"Mt. Valley Forest D2 Precinct"	"3"	265.8762	0.49426934	0.62482166	0.31623933	0.49811321	0.32649255	0.4519872	120.1726	145.7036	"Mt. Valley Forest D2 Precinct"
2393	"1684"	189	"Winnebago"	3056	19	189015	19189189015	"P"	"FOREST CITY IN WINNEBAGO COUNTY W/FOREST TWP PART"	"FOREST CITY IN WINNEBAGO COUNTY W/FOREST TWP PART Voting District"	"V2"	"G5240"	"S"	7167374	0	43.266003	-93.63573	267811	3852	"3056"	"1"	"FC3 FOREST D3 PRECINCT, FOREST CITY WARD 1 PRECINCT, FOREST CITY WARD 2 PRECINCT, FOREST CITY WARD 4 PRECINCT"	1388.0	716.0	672.0	854.0	536.0	431.0	950.0		592.0	658.0	115.0	519.0	838.0	613.0	538.0	6.0	432.0	725.0		"FC3 Forest D3 Precinct"	"3"	1388.0	0.5158501	0.61438847	0.3120927	0.5325804	0.37337944	0.4696582	651.8856	736.1144	"FC3 Forest D3 Precinct"
2394	"1690"	189	"Winnebago"	215	19	189014	19189189014	"P"	"LELAND"	"LELAND Voting District"	"V2"	"G5240"	"S"	3440177	81554	43.33375	-93.6319	267773	289	"1163"	"0.184866724"	"NEWTON FOREST D1 PRECINCTMT. VALLEY FOREST D2 PRECINCT"	129.03697	63.77902	65.25795	80.97163	48.61995	41.040413	88.73603		57.49355	59.157352	11.646604	50.09888	78.56836	48.804813	49.17455	1.294067	32.351677	66.736885		"Mt. Valley Forest D2 Precinct"	"3"	129.03697	0.49426934	0.62482166	0.31623933	0.49811321	0.32649255	0.4519872	58.32306	70.71391	"Mt. Valley Forest D2 Precinct"
2395	"1690"	189	"Winnebago"	335	19	189013	19189189013	"P"	"FOREST TWP PART W/O FOREST CITY & LELAND"	"FOREST TWP PART W/O FOREST CITY & LELAND Voting District"	"V2"	"G5240"	"S"	80710949	201902	43.3056	-93.6851	267704	470	"1163"	"0.288048151"	"NEWTON FOREST D1 PRECINCTMT. VALLEY FOREST D2 PRECINCT"	201.05762	99.37661	101.681	126.16509	75.75666	63.94669	138.2631		89.58298	92.17541	18.147034	78.06105	122.42046	76.04471	76.62081	2.0163372	50.40843	103.98538		"Mt. Valley Forest D2 Precinct"	"3"	201.05762	0.49426934	0.62482166	0.31623933	0.49811321	0.32649255	0.4519872	90.87547	110.1821	"Mt. Valley Forest D2 Precinct"
2396	"1688"	189	"Winnebago"	119	19	189012	19189189012	"P"	"LINDEN TWP"	"LINDEN TWP Voting District"	"V2"	"G5240"	"S"	92649004	166368	43.29202	-93.78415	267630	133	"633"	"0.187993681"	"KING LINDEN PRECINCT"	68.61769	34.966824	33.650867	45.682465	23.311216	20.303318	48.878357		30.64297	31.394945	6.2037916	25.755135	43.23855	24.439178	22.935228	0.18799368	17.295418	29.515007		"King Linden Precinct"	"3"	68.61769	0.509589	0.66212535	0.29347825	0.515873	0.3694779	0.4701087	32.25777	36.35992	"KING LINDEN PRECINCT"
2397	"1681"	189	"Winnebago"	114	19	189011	19189189011	"P"	"GRANT TWP"	"GRANT TWP Voting District"	"V2"	"G5240"	"S"	92777648	0	43.29872	-93.91134	267560	148	"958"	"0.118997912"	"BUFFALO GRANT PRECINCT"	68.0668	31.891441	36.175365	43.791233	24.632568	18.920668	49.741127		28.797495	34.1524	4.164927	22.014614	45.5762	31.177452	25.346556	1.1899791	19.634655	36.294365		"Buffalo Grant Precinct"	"3"	68.0668	0.46853146	0.64	0.27556327	0.55157894	0.35106382	0.4573475	31.13018	36.93662	"BUFFALO GRANT PRECINCT"
2398	"1681"	189	"Winnebago"	844	19	189010	19189189010	"P"	"BUFFALO TWP"	"BUFFALO TWP Voting District"	"V2"	"G5240"	"S"	93148909	0	43.386	-93.91153	267415	1106	"958"	"0.881002088"	"BUFFALO GRANT PRECINCT"	503.9332	236.10857	267.82465	324.20877	182.36743	140.07933	368.25888		213.2025	252.8476	30.835073	162.98538	337.4238	230.82254	187.65344	8.81002	145.36534	268.70563		"Buffalo Grant Precinct"	"3"	503.9332	0.46853146	0.64	0.27556327	0.55157894	0.35106382	0.4573475	230.4726	273.4606	"BUFFALO GRANT PRECINCT"
2399	"1688"	189	"Winnebago"	514	19	189009	19189189009	"P"	"KING TWP"	"KING TWP Voting District"	"V2"	"G5240"	"S"	93081320	31736	43.39228	-93.78377	267313	652	"633"	"0.812006319"	"KING LINDEN PRECINCT"	296.3823	151.03317	145.34914	197.31754	100.68878	87.696686	211.12164		132.35703	135.60506	26.79621	111.244865	186.76146	105.56082	99.06477	0.8120063	74.70458	127.48499		"King Linden Precinct"	"3"	296.3823	0.509589	0.66212535	0.29347825	0.515873	0.3694779	0.4701087	139.3319	157.0504	"KING LINDEN PRECINCT"
2400	"1690"	189	"Winnebago"	170	19	189008	19189189008	"P"	"NEWTON TWP"	"NEWTON TWP Voting District"	"V2"	"G5240"	"S"	92006993	45502	43.38818	-93.67195	267235	211	"1163"	"0.146173689"	"NEWTON FOREST D1 PRECINCTMT. VALLEY FOREST D2 PRECINCT"	102.029236	50.429924	51.59931	64.02408	38.44368	32.450558	70.16337		45.46002	46.77558	9.208942	39.61307	62.123817	38.589855	38.882202	1.0232158	25.580395	52.768703		"Mt. Valley Forest D2 Precinct"	"3"	102.029236	0.49426934	0.62482166	0.31623933	0.49811321	0.32649255	0.4519872	46.11591	55.91333	"Mt. Valley Forest D2 Precinct"
2401	"1682"	189	"Winnebago"	1631	19	189007	19189189007	"P"	"LAKE MILLS"	"LAKE MILLS Voting District"	"V2"	"G5240"	"S"	6984445	67118	43.417084	-93.532196	267130	2100	"1918"	"0.850364964"	"CENTER PRECINCT"	935.4015	515.32117	420.0803	624.1679	302.72992	267.86496	662.4343		414.12775	431.13504	70.58029	403.92337	505.96716	383.5146	298.4781	9.354014	258.51096	423.48175		"Center Precinct"	"3"	935.4015	0.5509091	0.6733945	0.28793418	0.56234413	0.37905237	0.4907269	459.0266	476.3748	"Center Precinct"
2402	"1682"	189	"Winnebago"	287	19	189006	19189189006	"P"	"CENTER TWP W/O LAKE MILLS"	"CENTER TWP W/O LAKE MILLS Voting District"	"V2"	"G5240"	"S"	85081313	1978126	43.37906	-93.567245	267057	370	"1918"	"0.149635036"	"CENTER PRECINCT"	164.59854	90.67883	73.91971	109.832115	53.270073	47.135036	116.5657		72.87226	75.86496	12.419708	71.076645	89.032845	67.485405	52.521896	1.6459854	45.48905	74.51825		"Center Precinct"	"3"	164.59854	0.5509091	0.6733945	0.28793418	0.56234413	0.37905237	0.4907269	80.77293	83.82561	"Center Precinct"
2403	"1683"	189	"Winnebago"	55	19	189005	19189189005	"P"	"SCARVILLE"	"SCARVILLE Voting District"	"V2"	"G5240"	"S"	213986	0	43.470966	-93.61657	267030	72	"495"	"0.111111111"	"EDEN LOGAN NORWAY PRECINCT"	36.555557	20.444445	16.11111	24.777779	11.666667	12.333333	23.777779		16.333334	16.777779	2.7777777	15.555555	20.222221	14.888889	12.555555	0.22222222	10.222222	17.11111		"Eden Logan Norway Precinct"	"3"	36.555557	0.5592705	0.67987806	0.34153846	0.5425101	0.37398374	0.4994362	18.25717	18.29839	"Eden Logan Norway Precinct"
2404	"1683"	189	"Winnebago"	233	19	189004	19189189004	"P"	"NORWAY TWP W/O SCARVILLE"	"NORWAY TWP W/O SCARVILLE Voting District"	"V2"	"G5240"	"S"	74522511	0	43.464905	-93.5572	266971	283	"495"	"0.470707071"	"EDEN LOGAN NORWAY PRECINCT"	154.86263	86.6101	68.252525	104.967674	49.424244	52.248486	100.731316		69.19394	71.07677	11.767676	65.89899	85.668686	63.07475	53.1899	0.9414141	43.30505	72.48889		"Eden Logan Norway Precinct"	"3"	154.86263	0.5592705	0.67987806	0.34153846	0.5425101	0.37398374	0.4994362	77.34399	77.51863	"Eden Logan Norway Precinct"
2405	"1683"	189	"Winnebago"	124	19	189003	19189189003	"P"	"LOGAN TWP W/O SCARVILLE"	"LOGAN TWP W/O SCARVILLE Voting District"	"V2"	"G5240"	"S"	72735690	600633	43.465984	-93.66668	266903	156	"495"	"0.250505051"	"EDEN LOGAN NORWAY PRECINCT"	82.41616	46.09293	36.32323	55.862625	26.30303	27.80606	53.60808		36.82424	37.826263	6.262626	35.070705	45.59192	33.567677	28.30707	0.5010101	23.046465	38.577778		"Eden Logan Norway Precinct"	"3"	82.41616	0.5592705	0.67987806	0.34153846	0.5425101	0.37398374	0.4994362	41.16161	41.25455	"Eden Logan Norway Precinct"
2406	"1683"	189	"Winnebago"	83	19	189002	19189189002	"P"	"EDEN TWP"	"EDEN TWP Voting District"	"V2"	"G5240"	"S"	74389614	0	43.464745	-93.79313	266858	104	"495"	"0.167676768"	"EDEN LOGAN NORWAY PRECINCT"	55.165657	30.852526	24.313131	37.39192	17.60606	18.612122	35.882828		24.648485	25.319191	4.1919193	23.474747	30.517172	22.468687	18.947475	0.33535352	15.426263	25.822222		"Eden Logan Norway Precinct"	"3"	55.165657	0.5592705	0.67987806	0.34153846	0.5425101	0.37398374	0.4994362	27.55173	27.61393	"Eden Logan Norway Precinct"
2407	"1689"	189	"Winnebago"	289	19	189001	19189189001	"P"	"LINCOLN TWP"	"LINCOLN TWP Voting District"	"V2"	"G5240"	"S"	74542096	0	43.46479	-93.91152	266780	355	"289"	"1"	"LINCOLN PRECINCT"	153.0	85.0	68.0	114.0	37.0	63.0	86.0		68.0	63.0	13.0	72.0	75.0	77.0	40.0	1.0	49.0	66.0		"Lincoln Precinct"	"3"	153.0	0.5555556	0.7549669	0.42281878	0.6581197	0.42608696	0.5635096	86.21696	66.78304	"Lincoln Precinct"
2408	"1692"	191	"Winneshiek"	410	19	191023	19191191023	"P"	"BLOOMFIELD TWP"	"BLOOMFIELD TWP Voting District"	"V2"	"G5240"	"S"	93661762	19137	43.128662	-91.66682	270666	546	"1228"	"0.333876221"	"BLOOMFIELD (CS) FRANKVILLE GLENWOOD"	167.93974	87.14169	80.79804	111.18078	58.428337	47.410423	119.19381		70.114006	98.82736		74.12052	93.485344	0.0	0.0	0.0	0.0	0.0		"Bloomfield (CS) Frankville Glenwood"	"3"	167.93974	0.5188867	0.6555118	0.28456914			0.4863226	81.67288	86.26686	"Bloomfield (CS) Frankville Glenwood"
2409	"1705"	191	"Winneshiek"	982	19	191022	19191191022	"P"	"MILITARY TWP"	"MILITARY TWP Voting District"	"V2"	"G5240"	"S"	94416906	0	43.125435	-91.78451	270533	1308	"982"	"1"	"MILITARY (OS)"	489.0	259.0	230.0	329.0	164.0	126.0	356.0		207.0	286.0		267.0	150.0	0.0	0.0	0.0	0.0	0.0		"Military (OS)"	"3"	489.0	0.52965236	0.6673428	0.2614108			0.4861353	237.7202	251.2798	"Military (OS)"
2410	"1694"	191	"Winneshiek"	768	19	191021	19191191021	"P"	"CALMAR"	"CALMAR Voting District"	"V2"	"G5240"	"S"	2781941	0	43.180565	-91.86775	270413	978	"1461"	"0.525667351"	"CALMAR TWP (CA) (SP)"	352.1971	194.49692	157.70021	226.56262	118.80082	104.08214	239.70432		156.64886	190.29158		181.35524	137.72485	0.0	0.0	0.0	0.0	0.0		"Calmar Twp (CA) (SP)"	"3"	352.1971	0.5522388	0.6560122	0.3027523			0.5036678	177.3903	174.8068	"Calmar Twp (CA) (SP)"
2411	"1703"	191	"Winneshiek"	714	19	191020	19191191020	"P"	"WASHINGTON TWP W/O CALMAR"	"WASHINGTON TWP W/O CALMAR Voting District"	"V2"	"G5240"	"S"	92580157	0	43.12544	-91.90387	270235	954	"915"	"0.780327869"	"JACKSON WASHINGTON (JJ) (FA)"	380.8	202.10492	178.69508	245.02295	128.7541	110.80656	252.0459		170.8918	202.88524		170.8918	176.3541	0.0	0.0	0.0	0.0	0.0		"Jackson Washington (JJ) (FA)"	"3"	380.8	0.5307377	0.65553236	0.30537635			0.4972155	189.3396	191.4603	"Jackson Washington (JJ) (FA)"
2412	"1703"	191	"Winneshiek"	43	19	191019	19191191019	"P"	"JACKSON JUNCTION"	"JACKSON JUNCTION Voting District"	"V2"	"G5240"	"S"	15517099	0	43.101322	-92.04622	270197	58	"915"	"0.046994536"	"JACKSON WASHINGTON (JJ) (FA)"	22.933332	12.171585	10.761748	14.756284	7.7540984	6.673224	15.1792345		10.291803	12.218579		10.291803	10.620765	0.0	0.0	0.0	0.0	0.0		"Jackson Washington (JJ) (FA)"	"3"	22.933332	0.5307377	0.65553236	0.30537635			0.4972155	11.40281	11.53052	"Jackson Washington (JJ) (FA)"
2413	"1703"	191	"Winneshiek"	158	19	191018	19191191018	"P"	"JACKSON TWP W/O JACKSON JUNCTION"	"JACKSON TWP W/O JACKSON JUNCTION Voting District"	"V2"	"G5240"	"S"	76848913	0	43.13078	-92.01718	270133	207	"915"	"0.172677596"	"JACKSON WASHINGTON (JJ) (FA)"	84.26667	44.723495	39.54317	54.220764	28.491804	24.520218	55.774864		37.816395	44.896175		37.816395	39.025135	0.0	0.0	0.0	0.0	0.0		"Jackson Washington (JJ) (FA)"	"3"	84.26667	0.5307377	0.65553236	0.30537635			0.4972155	41.89869	42.36798	"Jackson Washington (JJ) (FA)"
2414	"1702"	191	"Winneshiek"	244	19	191017	19191191017	"P"	"SUMNER TWP"	"SUMNER TWP Voting District"	"V2"	"G5240"	"S"	92133487	0	43.21228	-92.02201	270036	311	"1144"	"0.213286713"	"FREMONT LINCOLN (RI) ORLEANS SUMNER"	115.81468	66.545456	49.26923	81.04895	35.192307	43.297203	70.171326		53.10839	62.91958		70.5979	31.13986	0.0	0.0	0.0	0.0	0.0		"Fremont Lincoln (RI) Orleans Sumner"	"3"	115.81468	0.5745856	0.6972477	0.38157895			0.5511374	63.82981	51.98487	"Fremont Lincoln (RI) Orleans Sumner"
2415	"1694"	191	"Winneshiek"	693	19	191016	19191191016	"P"	"CALMAR TWP W/O CALMAR"	"CALMAR TWP W/O CALMAR Voting District"	"V2"	"G5240"	"S"	89807705	142086	43.211155	-91.92815	269895	921	"1461"	"0.474332649"	"CALMAR TWP (CA) (SP)"	317.8029	175.50308	142.29979	204.43738	107.19918	93.91786	216.29568		141.35114	171.70842		163.64476	124.275154	0.0	0.0	0.0	0.0	0.0		"Calmar Twp (CA) (SP)"	"3"	317.8029	0.5522388	0.6560122	0.3027523			0.5036678	160.0671	157.7358	"Calmar Twp (CA) (SP)"
2416	"1695"	191	"Winneshiek"	313	19	191015	19191191015	"P"	"SPRINGFIELD TWP"	"SPRINGFIELD TWP Voting District"	"V2"	"G5240"	"S"	94411153	0	43.21201	-91.783844	269792	429	"8709"	"0.035939832"	"DECORAH 1, 2, 3a, 3b, 4, 5, twp, springfield"	87.44161	53.190952	34.25066	58.366287	26.918934	31.662992	52.651855		39.713516	44.170055		48.267197	36.26329	0.0	0.0	0.0	0.0	0.0		"Decorah 1st Ward"	"3"	87.44161	0.60830253	0.6843658	0.37553284			0.556067	48.6234	38.81821	"Decorah 1st Ward"
2417	"1692"	191	"Winneshiek"	350	19	191014	19191191014	"P"	"FRANKVILLE TWP"	"FRANKVILLE TWP Voting District"	"V2"	"G5240"	"S"	93512725	0	43.21203	-91.6639	269692	447	"1228"	"0.285016287"	"BLOOMFIELD (CS) FRANKVILLE GLENWOOD"	143.36319	74.38925	68.97394	94.91042	49.87785	40.472313	101.75082		59.85342	84.36482		63.273617	79.80456	0.0	0.0	0.0	0.0	0.0		"Bloomfield (CS) Frankville Glenwood"	"3"	143.36319	0.5188867	0.6555118	0.28456914			0.4863226	69.72075	73.64244	"Bloomfield (CS) Frankville Glenwood"
2418	"1695"	191	"Winneshiek"	6966	19	191013	19191191013	"P"	"DECORAH"	"DECORAH Voting District"	"V2"	"G5240"	"S"	18163350	64833	43.301617	-91.78475	269281	8127	"8709"	"0.799862212"	"DECORAH 1, 2, 3a, 3b, 4, 5, twp, springfield"	1946.0648	1183.796	762.2687	1298.9762	599.0968	704.6786	1171.7981		883.8477	983.03064		1074.215	807.061	0.0	0.0	0.0	0.0	0.0		"Decorah 1st Ward"	"3"	1946.0648	0.60830253	0.6843658	0.37553284			0.556067	1082.143	863.9223	"Decorah 1st Ward"
2419	"1692"	191	"Winneshiek"	468	19	191012	19191191012	"P"	"GLENWOOD TWP W/O DECORAH"	"GLENWOOD TWP W/O DECORAH Voting District"	"V2"	"G5240"	"S"	92433041	107815	43.300938	-91.65015	269193	632	"1228"	"0.381107492"	"BLOOMFIELD (CS) FRANKVILLE GLENWOOD"	191.69707	99.469055	92.22801	126.9088	66.69381	54.117264	136.05537		80.03257	112.807816		84.605865	106.7101	0.0	0.0	0.0	0.0	0.0		"Bloomfield (CS) Frankville Glenwood"	"3"	191.69707	0.5188867	0.6555118	0.28456914			0.4863226	93.22661	98.47046	"Bloomfield (CS) Frankville Glenwood"
2420	"1695"	191	"Winneshiek"	1430	19	191011	19191191011	"P"	"DECORAH TWP W/O DECORAH"	"DECORAH TWP W/O DECORAH Voting District"	"V2"	"G5240"	"S"	75954681	0	43.32046	-91.75343	269060	1913	"8709"	"0.164197956"	"DECORAH 1, 2, 3a, 3b, 4, 5, twp, springfield"	399.49362	243.01297	156.48065	266.65747	122.98427	144.6584	240.55		181.43874	201.79929		220.51785	165.67574	0.0	0.0	0.0	0.0	0.0		"Decorah 1st Ward"	"3"	399.49362	0.60830253	0.6843658	0.37553284			0.556067	222.1452	177.3484	"Decorah 1st Ward"
2421	"1704"	191	"Winneshiek"	327	19	191010	19191191010	"P"	"MADISON TWP"	"MADISON TWP Voting District"	"V2"	"G5240"	"S"	92927300	0	43.298573	-91.902985	268969	436	"327"	"1"	"MADISON"	130.0	64.0	66.0	81.0	51.0	37.0	95.0		59.0	69.0		74.0	34.0	0.0	0.0	0.0	0.0	0.0		"Madison"	"3"	130.0	0.4923077	0.6136364	0.28030303			0.4620824	60.07071	69.92929	"Madison"
2422	"1702"	191	"Winneshiek"	507	19	191009	19191191009	"P"	"LINCOLN TWP"	"LINCOLN TWP Voting District"	"V2"	"G5240"	"S"	91767247	260065	43.293106	-92.0179	268851	665	"1144"	"0.443181818"	"FREMONT LINCOLN (RI) ORLEANS SUMNER"	240.64772	138.27272	102.375	168.40909	73.125	89.96591	145.80682		110.35227	130.73863		146.69318	64.704544	0.0	0.0	0.0	0.0	0.0		"Fremont Lincoln (RI) Orleans Sumner"	"3"	240.64772	0.5745856	0.6972477	0.38157895			0.5511374	132.63	108.0178	"Fremont Lincoln (RI) Orleans Sumner"
2423	"1702"	191	"Winneshiek"	225	19	191008	19191191008	"P"	"ORLEANS TWP"	"ORLEANS TWP Voting District"	"V2"	"G5240"	"S"	86923946	0	43.385223	-92.02452	268779	289	"1144"	"0.196678322"	"FREMONT LINCOLN (RI) ORLEANS SUMNER"	106.796326	61.363636	45.432693	74.73776	32.451923	39.9257	64.70717		48.9729	58.020103		65.100525	28.715034	0.0	0.0	0.0	0.0	0.0		"Fremont Lincoln (RI) Orleans Sumner"	"3"	106.796326	0.5745856	0.6972477	0.38157895			0.5511374	58.85946	47.93687	"Fremont Lincoln (RI) Orleans Sumner"
2424	"1693"	191	"Winneshiek"	341	19	191007	19191191007	"P"	"BLUFFTON TWP"	"BLUFFTON TWP Voting District"	"V2"	"G5240"	"S"	93075418	0	43.385197	-91.90903	268672	445	"1993"	"0.171098846"	"BLUFFTON BURR OAK CANOE HESPER HIGHLAND PLEASANT"	125.586555	67.75514	57.83141	86.747116	38.497242	43.972404	81.443054		58.344707	66.728546		74.428	52.01405	0.0	0.0	0.0	0.0	0.0		"Bluffton Burr Oak Canoe Hesper Highland Pleasant"	"3"	125.586555	0.53950953	0.69262296	0.35061392			0.5275822	66.25723	59.32933	"Bluffton Burr Oak Canoe Hesper Highland Pleasant"
2425	"1693"	191	"Winneshiek"	393	19	191006	19191191006	"P"	"CANOE TWP"	"CANOE TWP Voting District"	"V2"	"G5240"	"S"	92701276	0	43.385265	-91.78979	268558	536	"1993"	"0.197190166"	"BLUFFTON BURR OAK CANOE HESPER HIGHLAND PLEASANT"	144.73758	78.0873	66.650276	99.97541	44.367786	50.67787	93.86252		67.241844	76.90417		85.777725	59.945812	0.0	0.0	0.0	0.0	0.0		"Bluffton Burr Oak Canoe Hesper Highland Pleasant"	"3"	144.73758	0.53950953	0.69262296	0.35061392			0.5275822	76.36097	68.37661	"Bluffton Burr Oak Canoe Hesper Highland Pleasant"
2426	"1693"	191	"Winneshiek"	348	19	191005	19191191005	"P"	"PLEASANT TWP"	"PLEASANT TWP Voting District"	"V2"	"G5240"	"S"	92617340	24126	43.383133	-91.67231	268456	438	"1993"	"0.174611139"	"BLUFFTON BURR OAK CANOE HESPER HIGHLAND PLEASANT"	128.16458	69.14601	59.018566	88.52785	39.287506	44.87506	83.1149		59.542397	68.09834		75.95585	53.081787	0.0	0.0	0.0	0.0	0.0		"Bluffton Burr Oak Canoe Hesper Highland Pleasant"	"3"	128.16458	0.53950953	0.69262296	0.35061392			0.5275822	67.61735	60.54723	"Bluffton Burr Oak Canoe Hesper Highland Pleasant"
