state	year	precinct	precinct_code	cd	ld_name	ld_code	sd	mcd	mcd_code	fips	county	g2008_BALL_tv	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	g2008_USS_rv	g2008_USS_dv	g2008_USS_tv	g2008_USH_rv	g2008_USH_dv	g2008_USH_tv	g2008_STH_rv	g2008_STH_dv	g2008_STH_tv
"MN"	2008	"SPRING HILL"	434	7	"13A"	25	13	"Spring Hill"	273	61888	73	39	29	9	39	19	6	39	7	32	39	25	14	39
"MN"	2008	"SPRING HILL TWP"	435	7	"13A"	25	13	"Spring Hill Twp"	275	61906	73	163	112	46	161	80	31	163	25	136	162	96	66	162
"MN"	2008	"WAITE PARK P1"	440	6	"15A"	29	15	"Waite Park"	280	67612	73	1061	488	522	1052	410	399	1048	389	533	1044	510	507	1019
"MN"	2008	"WAITE PARK P2"	441	6	"15A"	29	15	"Waite Park"	280	67612	73	1790	789	960	1786	694	745	1768	651	937	1748	825	871	1698
"MN"	2008	"WAITE PARK P3"	442	6	"15A"	29	15	"Waite Park"	280	67612	73	381	218	144	378	185	121	379	163	165	376	230	135	366
"MN"	2008	"WAITE PARK P4"	443	6	"14B"	28	14	"Waite Park"	280	67612	73	0	0	0	0	0	0	0	0	0	0	0	0	0
"MN"	2008	"WAKEFIELD TWP"	445	6	"14B"	28	14	"Wakefield Twp"	285	67630	73	1681	1017	635	1678	866	441	1674	835	704	1672	661	977	1640
"MN"	2008	"ZION TWP  P-1"	450	6	"14B"	28	14	"Zion Twp"	290	72256	73	50	68	34	107	53	28	107	56	36	106	30	74	104
"MN"	2008	"ZION TWP P-2"	455	7	"14B"	28	14	"Zion Twp"	290	72256	73	51	28	20	50	22	14	50	17	31	48	16	29	45
"MN"	2008	"AURORA TWP."	5	1	"26B"	52	26	"Aurora Twp"	5	2890	74	317	176	126	313	146	94	315	99	197	313	150	161	311
"MN"	2008	"BERLIN TWP."	10	1	"26B"	52	26	"Berlin Twp"	10	5374	74	280	136	132	278	114	96	275	82	171	271	110	157	269
"MN"	2008	"BLOOMING PRAIRIE"	15	1	"26B"	52	26	"Blooming Prairie"	14	6580	74	1068	426	607	1064	360	465	1051	267	722	1038	349	682	1034
"MN"	2008	"BLOOMING PRAIRIE TWP."	20	1	"26B"	52	26	"Blooming Prairie Twp"	15	6598	74	290	142	134	288	132	95	286	83	184	285	135	149	284
"MN"	2008	"CLINTON FALLS TWP."	25	1	"26A"	51	26	"Clinton Falls Twp"	25	12052	74	252	165	85	251	127	61	251	100	123	244	120	125	245
"MN"	2008	"DEERFIELD TWP."	30	1	"26A"	51	26	"Deerfield Twp"	30	15256	74	312	177	120	310	140	83	308	95	185	304	156	154	310
"MN"	2008	"ELLENDALE"	35	1	"26B"	52	26	"Ellendale"	35	18746	74	387	190	181	386	168	131	382	132	214	370	176	200	376
"MN"	2008	"HAVANA TWP."	40	1	"26B"	52	26	"Havana Twp"	40	27638	74	366	224	127	366	185	87	361	133	203	354	181	172	355
"MN"	2008	"LEMOND TWP."	45	1	"26A"	51	26	"Lemond Twp"	45	36386	74	294	168	119	294	147	78	291	103	172	288	126	163	290
"MN"	2008	"MEDFORD"	50	1	"26B"	52	26	"Medford"	49	41426	74	649	356	267	640	273	211	639	197	371	617	288	329	620
"MN"	2008	"MEDFORD TWP."	55	1	"26B"	52	26	"Medford Twp"	50	41444	74	346	173	161	342	147	108	342	110	200	330	162	167	330
"MN"	2008	"MERIDEN TWP."	60	1	"26A"	51	26	"Meriden Twp"	60	41750	74	351	204	133	349	155	101	343	111	204	338	138	206	346
"MN"	2008	"MERTON TWP."	65	1	"26B"	52	26	"Merton Twp"	65	41840	74	227	125	89	223	87	53	223	76	125	220	101	120	221
"MN"	2008	"OWATONNA W-1 P-1"	70	1	"26A"	51	26	"Owatonna"	70	49300	74	1236	587	612	1230	517	467	1222	375	749	1184	525	680	1206
"MN"	2008	"OWATONNA W-1 P-2"	75	1	"26A"	51	26	"Owatonna"	70	49300	74	1839	971	817	1829	849	590	1828	616	1101	1789	761	1065	1826
"MN"	2008	"OWATONNA W-2 P-1"	85	1	"26A"	51	26	"Owatonna"	70	49300	74	1034	498	491	1027	423	373	1024	292	670	1011	457	563	1021
"MN"	2008	"OWATONNA W-2 P-2"	90	1	"26A"	51	26	"Owatonna"	70	49300	74	1764	1005	729	1760	920	503	1751	681	968	1730	801	943	1745
"MN"	2008	"OWATONNA W-3 P-1"	100	1	"26A"	51	26	"Owatonna"	70	49300	74	799	333	434	796	259	357	789	209	526	783	289	489	780
"MN"	2008	"OWATONNA W-3 P-2"	105	1	"26A"	51	26	"Owatonna"	70	49300	74	963	462	460	959	404	333	953	272	615	936	397	548	946
"MN"	2008	"OWATONNA W-4 P-1"	115	1	"26A"	51	26	"Owatonna"	70	49300	74	1265	629	596	1263	550	425	1256	397	772	1242	546	699	1246
"MN"	2008	"OWATONNA W-4 P-2"	120	1	"26A"	51	26	"Owatonna"	70	49300	74	1587	777	753	1571	676	556	1561	459	988	1534	647	917	1564
"MN"	2008	"OWATONNA W-5 P-1"	130	1	"26A"	51	26	"Owatonna"	70	49300	74	1383	704	635	1374	654	433	1367	461	795	1314	621	726	1350
"MN"	2008	"OWATONNA W-5 P-2"	135	1	"26A"	51	26	"Owatonna"	70	49300	74	1629	830	743	1626	742	526	1623	481	1029	1590	624	987	1613
"MN"	2008	"OWATONNA TWP."	145	1	"26A"	51	26	"Owatonna Twp"	75	49318	74	396	244	136	395	183	99	391	126	232	385	178	213	391
"MN"	2008	"SOMERSET TWP."	150	1	"26B"	52	26	"Somerset Twp"	80	61150	74	463	237	211	461	184	145	459	126	302	456	179	273	454
"MN"	2008	"SUMMIT TWP."	155	1	"26B"	52	26	"Summit Twp"	85	63364	74	263	129	118	261	105	82	261	63	176	258	103	151	255
"MN"	2008	"ALBERTA"	5	7	"11A"	21	11	"Alberta"	5	676	75	61	39	21	61	30	22	61	13	48	61	47	11	61
"MN"	2008	"BAKER TWP."	10	7	"11A"	21	11	"Baker Twp"	10	3232	75	80	45	31	80	49	23	80	19	60	79	69	8	80
"MN"	2008	"CHOKIO"	15	7	"11A"	21	11	"Chokio"	15	11440	75	251	117	128	248	117	90	246	38	207	245	198	33	248
"MN"	2008	"DARNEN TWP."	20	7	"11A"	21	11	"Darnen Twp"	20	14824	75	149	103	41	149	89	32	149	52	94	146	122	21	148
"MN"	2008	"DONNELLY"	25	7	"11A"	21	11	"Donnelly"	24	16084	75	158	90	62	157	73	49	157	30	122	153	119	29	155
"MN"	2008	"DONNELLY TWP."	30	7	"11A"	21	11	"Donnelly Twp"	25	16102	75	68	38	27	67	33	25	67	21	45	66	41	25	68
"MN"	2008	"ELDORADO TWP."	35	7	"11A"	21	11	"Eldorado Twp"	35	18494	75	60	30	27	59	27	18	59	8	51	59	48	9	58
"MN"	2008	"EVERGLADE TWP."	40	7	"11A"	21	11	"Everglade Twp"	40	19970	75	62	30	31	62	27	21	62	6	56	62	52	6	62
"MN"	2008	"FRAMNAS TWP."	45	7	"11A"	21	11	"Framnas Twp"	45	22274	75	190	106	78	188	94	63	188	45	140	186	150	28	186
"MN"	2008	"HANCOCK"	50	7	"11A"	21	11	"Hancock"	50	26936	75	363	199	143	359	171	134	360	95	259	354	257	82	358
"MN"	2008	"HODGES TWP."	55	7	"11A"	21	11	"Hodges Twp"	55	29438	75	160	130	26	160	117	26	160	53	101	154	130	21	159
"MN"	2008	"HORTON TWP."	60	7	"11A"	21	11	"Horton Twp"	60	30212	75	110	103	7	110	97	3	110	41	67	108	106	4	110
"MN"	2008	"MOORE TWP."	65	7	"11A"	21	11	"Moore Twp"	65	43846	75	132	112	18	132	107	11	131	42	82	124	121	4	129
"MN"	2008	"MORRIS W-1 P-A"	72	7	"11A"	21	11	"Morris"	70	44242	75	418	153	254	414	129	208	413	65	333	398	220	152	402
"MN"	2008	"MORRIS W-1 P-B"	73	7	"11A"	21	11	"Morris"	70	44242	75	534	238	280	534	225	237	527	106	402	511	336	146	522
"MN"	2008	"MORRIS W-2 P-A"	75	7	"11A"	21	11	"Morris"	70	44242	75	596	195	392	595	193	320	592	107	466	575	260	274	576
"MN"	2008	"MORRIS W-2 P-B"	76	7	"11A"	21	11	"Morris"	70	44242	75	502	95	378	500	133	295	496	86	342	430	101	269	419
"MN"	2008	"MORRIS W-3 P-A"	80	7	"11A"	21	11	"Morris"	70	44242	75	618	215	381	615	214	316	614	89	485	575	316	219	586
"MN"	2008	"MORRIS W-3 P-B"	81	7	"11A"	21	11	"Morris"	70	44242	75	432	227	192	428	214	158	428	89	333	422	290	104	424
"MN"	2008	"MORRIS TWP."	85	7	"11A"	21	11	"Morris Twp"	75	44260	75	225	151	73	225	140	49	225	68	154	222	178	34	222
"MN"	2008	"PEPPERTON TWP."	90	7	"11A"	21	11	"Pepperton Twp"	80	50380	75	87	56	30	87	42	23	86	18	66	84	66	16	87
"MN"	2008	"RENDSVILLE TWP."	95	7	"11A"	21	11	"Rendsville Twp"	85	53818	75	92	48	43	92	50	29	92	25	64	89	68	20	91
"MN"	2008	"SCOTT TOWNSHIP"	100	7	"11A"	21	11	"Scott Twp"	90	59044	75	71	41	30	71	24	32	71	8	62	70	55	12	70
"MN"	2008	"STEVENS TWP."	105	7	"11A"	21	11	"Stevens Twp"	95	62752	75	43	25	18	43	17	14	43	13	30	43	38	5	43
"MN"	2008	"SWAN LAKE TWP."	110	7	"11A"	21	11	"Swan Lake Twp"	100	63724	75	149	100	46	150	95	37	150	45	102	147	119	19	146
"MN"	2008	"SYNNES TWP."	115	7	"11A"	21	11	"Synnes Twp"	105	63976	75	48	24	24	48	19	15	46	8	40	48	42	5	48
"MN"	2008	"APPLETON P-1"	5	7	"20A"	39	20	"Appleton"	4	1864	76	461	149	297	456	133	228	456	91	350	443	176	275	453
"MN"	2008	"APPLETON P-2"	7	7	"20A"	39	20	"Appleton"	4	1864	76	304	102	190	304	81	159	303	64	229	293	125	174	299
"MN"	2008	"APPLETON TWP."	10	7	"20A"	39	20	"Appleton Twp"	5	1882	76	118	53	59	116	44	46	116	28	83	112	55	63	118
"MN"	2008	"BENSON W-1"	15	7	"20A"	39	20	"Benson"	15	5212	76	837	333	474	830	310	357	831	179	644	824	319	508	827
"MN"	2008	"BENSON W-2"	20	7	"20A"	39	20	"Benson"	15	5212	76	834	354	457	832	305	356	824	203	606	810	345	477	823
"MN"	2008	"BENSON TWP."	25	7	"20A"	39	20	"Benson Twp"	20	5230	76	170	71	96	169	69	74	168	35	134	169	67	101	168
"MN"	2008	"CAMP LAKE TWP."	30	7	"20A"	39	20	"Camp Lake Twp"	25	9532	76	145	34	108	145	25	77	144	17	125	143	49	95	144
"MN"	2008	"CASHEL TWP."	35	7	"20A"	39	20	"Cashel Twp"	30	10216	76	70	37	31	70	33	29	70	27	42	69	36	34	70
"MN"	2008	"CLONTARF"	40	7	"20A"	39	20	"Clontarf"	34	12124	76	84	36	45	84	28	39	83	11	73	84	31	53	84
"MN"	2008	"CLONTARF TWP."	45	7	"20A"	39	20	"Clontarf Twp"	35	12142	76	49	15	31	49	17	21	49	10	39	49	17	32	49
"MN"	2008	"DANVERS"	50	7	"20A"	39	20	"Danvers"	45	14734	76	62	29	31	62	18	31	62	8	54	62	14	47	61
"MN"	2008	"DEGRAFF"	55	7	"20A"	39	20	"DeGraff"	50	15418	76	64	20	39	63	17	32	64	11	52	63	19	44	64
"MN"	2008	"DUBLIN TWP."	60	7	"20A"	39	20	"Dublin Twp"	55	16444	76	82	43	39	82	41	31	82	20	60	80	38	43	81
"MN"	2008	"EDISON TWP."	65	7	"20A"	39	20	"Edison Twp"	60	18206	76	63	22	39	63	14	32	63	9	54	63	24	39	63
"MN"	2008	"FAIRFIELD TWP."	70	7	"20A"	39	20	"Fairfield Twp"	65	20258	76	71	39	29	71	27	20	70	9	60	69	30	39	69
"MN"	2008	"HAYES TWP."	75	7	"20A"	39	20	"Hayes Twp"	70	27854	76	109	36	68	106	41	40	108	18	90	108	48	58	106
"MN"	2008	"HEGBERT TWP."	80	7	"20A"	39	20	"Hegbert Twp"	75	28160	76	58	22	33	58	21	24	58	7	51	58	21	37	58
"MN"	2008	"HOLLOWAY"	85	7	"20A"	39	20	"Holloway"	77	29672	76	51	9	40	51	13	29	50	7	44	51	18	32	50
"MN"	2008	"KERKHOVEN"	90	7	"20A"	39	20	"Kerkhoven"	79	32876	76	410	238	159	409	205	139	408	143	258	401	213	194	407
"MN"	2008	"KERKHOVEN TWP."	95	7	"20A"	39	20	"Kerkhoven Twp"	80	32894	76	149	63	78	148	50	59	145	29	113	144	65	81	146
"MN"	2008	"KILDARE TWP."	100	7	"20A"	39	20	"Kildare Twp"	90	33092	76	75	28	44	74	28	37	75	14	58	73	29	46	75
"MN"	2008	"MARYSLAND TWP."	105	7	"20A"	39	20	"Marysland Twp"	95	40904	76	43	10	33	43	11	16	43	2	41	43	19	24	43
"MN"	2008	"MOYER TWP."	110	7	"20A"	39	20	"Moyer Twp"	100	44674	76	52	16	31	52	8	33	53	4	48	52	16	34	50
"MN"	2008	"MURDOCK"	115	7	"20A"	39	20	"Murdock"	105	44818	76	155	55	97	154	42	82	153	24	119	143	36	117	153
"MN"	2008	"PILLSBURY TWP."	120	7	"20A"	39	20	"Pillsbury Twp"	110	50920	76	152	97	52	152	90	39	150	61	86	147	85	65	150
"MN"	2008	"SHIBLE TWP."	125	7	"20A"	39	20	"Shible Twp"	115	59818	76	66	32	32	65	27	23	66	13	52	65	35	30	66
"MN"	2008	"SIX MILE GROVE TWP."	130	7	"20A"	39	20	"Six Mile Grove Twp"	120	60592	76	93	38	51	91	26	49	92	16	76	92	37	54	91
"MN"	2008	"SWENODA TWP."	135	7	"20A"	39	20	"Swenoda Twp"	125	63904	76	72	38	33	72	25	25	72	18	53	72	35	37	72
"MN"	2008	"TARA TWP."	140	7	"20A"	39	20	"Tara Twp"	130	64228	76	54	17	36	54	13	27	52	10	42	52	15	37	52
"MN"	2008	"TORNING TWP."	145	7	"20A"	39	20	"Torning Twp"	135	65236	76	228	113	105	226	90	85	226	52	169	222	109	116	225
"MN"	2008	"WEST BANK TWP."	150	7	"20A"	39	20	"West Bank Twp"	140	69214	76	93	35	50	93	27	55	93	16	75	92	37	55	93
"MN"	2008	"BARTLETT TWP"	5	7	"11B"	22	11	"Bartlett Twp"	5	3790	77	205	130	68	204	107	60	203	62	131	193	98	98	196
"MN"	2008	"BERTHA"	10	7	"11B"	22	11	"Bertha"	9	5482	77	236	128	103	234	114	80	232	57	168	225	109	120	229
"MN"	2008	"BERTHA TWP"	15	7	"11B"	22	11	"Bertha Twp"	10	5500	77	205	107	81	203	92	65	204	63	134	198	96	102	200
"MN"	2008	"BIRCHDALE TWP"	20	7	"11B"	22	11	"Birchdale Twp"	20	6022	77	491	271	205	488	231	158	483	133	339	472	270	203	475
"MN"	2008	"BROWERVILLE"	25	7	"11B"	22	11	"Browerville"	25	8110	77	356	163	181	355	134	149	348	56	283	339	111	243	354
"MN"	2008	"BRUCE TWP"	30	7	"11B"	22	11	"Bruce Twp"	30	8272	77	293	156	130	291	119	117	292	81	194	275	164	126	290
"MN"	2008	"BURLEENE TWP"	35	7	"11B"	22	11	"Burleene Twp"	35	8668	77	198	87	107	198	69	86	197	36	154	190	79	115	194
"MN"	2008	"BURNHAMVILLE TWP"	40	7	"11B"	22	11	"Burnhamville Twp"	40	8722	77	410	210	185	407	173	128	404	112	277	389	279	125	404
"MN"	2008	"BURTRUM"	45	7	"11B"	22	11	"Burtrum"	45	8902	77	69	22	46	69	22	24	68	14	53	67	36	33	69
"MN"	2008	"CLARISSA"	50	7	"11B"	22	11	"Clarissa"	50	11602	77	360	156	189	356	133	156	351	72	271	343	121	234	356
"MN"	2008	"EAGLE BEND"	55	7	"11B"	22	11	"Eagle Bend"	55	17342	77	289	118	162	287	112	131	284	64	212	276	94	192	286
"MN"	2008	"EAGLE VALLEY TWP"	60	7	"11B"	22	11	"Eagle Valley Twp"	60	17450	77	250	126	119	250	98	88	249	58	182	241	78	167	248
"MN"	2008	"FAWN LAKE TWP"	65	7	"11B"	22	11	"Fawn Lake Twp"	65	20708	77	274	162	105	273	134	88	273	94	167	262	114	154	268
"MN"	2008	"GERMANIA TWP"	70	7	"11B"	22	11	"Germania Twp"	70	23552	77	192	120	65	192	100	54	192	52	131	183	78	113	191
"MN"	2008	"GORDON TWP"	75	7	"11B"	22	11	"Gordon Twp"	75	24578	77	363	240	115	361	202	102	361	140	211	351	179	174	353
"MN"	2008	"GREY EAGLE"	80	7	"11B"	22	11	"Grey Eagle"	79	26000	77	177	92	79	177	81	60	175	51	122	173	116	60	176
"MN"	2008	"GREY EAGLE TWP"	85	7	"11B"	22	11	"Grey Eagle Twp"	80	26018	77	399	213	171	397	190	127	392	112	271	383	205	189	394
"MN"	2008	"HARTFORD TWP"	90	7	"11B"	22	11	"Hartford Twp"	90	27368	77	332	158	163	330	135	138	328	70	251	322	125	203	330
"MN"	2008	"HEWITT"	95	7	"11B"	22	11	"Hewitt"	95	28754	77	144	72	68	144	56	60	142	43	94	137	65	70	136
"MN"	2008	"IONA TWP"	100	7	"11B"	22	11	"Iona Twp"	100	31130	77	172	85	85	172	57	67	168	27	138	165	45	125	171
"MN"	2008	"KANDOTA TWP"	105	7	"11B"	22	11	"Kandota Twp"	105	32408	77	398	238	153	397	197	115	394	117	264	383	213	176	391
"MN"	2008	"LESLIE TWP"	110	7	"11B"	22	11	"Leslie Twp"	110	36674	77	392	208	175	391	177	139	391	117	260	377	193	191	384
"MN"	2008	"LITTLE ELK TWP"	115	7	"11B"	22	11	"Little Elk Twp"	115	37538	77	163	87	69	163	72	57	163	44	114	158	73	85	160
"MN"	2008	"LITTLE SAUK TWP"	120	7	"11B"	22	11	"Little Sauk Twp"	120	37718	77	434	252	169	432	206	133	431	124	290	414	223	203	427
"MN"	2008	"LONG PRAIRIE"	126	7	"11B"	22	11	"Long Prairie"	124	38060	77	1283	654	584	1279	554	457	1263	350	874	1226	612	648	1264
"MN"	2008	"LONG PRAIRIE TWP"	135	7	"11B"	22	11	"Long Prairie Twp"	125	38078	77	503	293	201	502	273	120	501	158	328	487	309	193	503
"MN"	2008	"MORAN TWP"	140	7	"11B"	22	11	"Moran Twp"	135	44062	77	276	179	88	275	142	71	275	99	169	268	120	149	271
"MN"	2008	"OSAKIS"	145	7	"11B"	22	11	"Osakis"	140	48796	77	93	41	46	92	35	40	93	29	61	90	35	57	92
"MN"	2008	"REYNOLDS TWP"	150	7	"11B"	22	11	"Reynolds Twp"	145	53926	77	312	160	134	309	128	92	308	80	219	300	154	153	308
"MN"	2008	"ROUND PRAIRIE TWP"	155	7	"11B"	22	11	"Round Prairie Twp"	150	56122	77	340	199	128	338	165	99	340	96	230	326	198	139	337
"MN"	2008	"STAPLES"	160	7	"11B"	22	11	"Staples"	155	62446	77	935	494	415	932	405	350	925	275	614	893	367	542	912
"MN"	2008	"STAPLES TWP"	165	7	"11B"	22	11	"Staples Twp"	160	62464	77	319	208	99	317	158	85	310	97	194	291	127	173	301
"MN"	2008	"STOWE PRAIRIE TWP"	170	7	"11B"	22	11	"Stowe Prairie Twp"	165	63058	77	252	158	88	251	129	79	250	106	140	246	139	110	249
"MN"	2008	"TURTLE CREEK TWP"	175	7	"11B"	22	11	"Turtle Creek Twp"	170	65740	77	171	79	86	169	69	76	170	39	126	165	50	118	168
"MN"	2008	"VILLARD TWP"	180	7	"11B"	22	11	"Villard Twp"	175	67162	77	339	208	109	336	168	105	336	112	207	319	152	175	327
"MN"	2008	"WARD TWP"	185	7	"11B"	22	11	"Ward Twp"	180	68098	77	300	156	135	299	123	105	298	77	216	293	93	203	299
"MN"	2008	"WEST UNION"	188	7	"11B"	22	11	"West Union"	184	69736	77	48	21	24	48	20	19	48	8	40	48	14	34	48
"MN"	2008	"WEST UNION TWP"	190	7	"11B"	22	11	"West Union Twp"	185	69754	77	147	91	51	147	72	26	144	34	107	141	58	84	142
"MN"	2008	"WYKEHAM TWP"	195	7	"11B"	22	11	"Wykeham Twp"	195	71932	77	193	95	96	192	84	71	189	45	143	188	81	109	191
"MN"	2008	"ARTHUR TWP."	5	7	"09B"	18	9	"Arthur Twp"	5	2314	78	50	25	23	49	21	25	50	13	36	49	14	31	45
"MN"	2008	"BROWNS VALLEY"	10	7	"09B"	18	9	"Browns Valley"	10	8200	78	272	102	156	270	103	124	266	63	200	263	72	191	263
"MN"	2008	"CLIFTON TWP."	15	7	"09B"	18	9	"Clifton Twp"	15	11944	78	52	16	32	52	16	27	52	12	38	50	14	36	50
"MN"	2008	"CROKE TWP"	20	7	"09B"	18	9	"Croke Twp"	20	13762	78	41	22	18	41	21	13	40	7	34	41	8	33	41
"MN"	2008	"DOLLYMOUNT TWP."	25	7	"09B"	18	9	"Dollymount Twp"	25	16012	78	46	22	21	46	27	15	45	10	33	43	14	30	44
"MN"	2008	"DUMONT"	27	7	"09B"	18	9	"Dumont"	30	17090	78	74	35	35	73	20	38	73	13	59	72	13	59	72
"MN"	2008	"FOLSOM TWP."	30	7	"09B"	18	9	"Folsom Twp"	35	21554	78	70	27	38	68	31	27	67	14	51	65	18	48	67
"MN"	2008	"LAKE VALLEY TWP."	35	7	"09B"	18	9	"Lake Valley Twp"	40	35126	78	155	69	82	153	63	54	155	28	122	151	40	111	151
"MN"	2008	"LEONARDSVILLE TWP."	40	7	"09B"	18	9	"Leonardsville Twp"	45	36512	78	79	51	28	79	47	17	77	22	51	73	38	37	75
"MN"	2008	"MONSON TWP."	45	7	"09B"	18	9	"Monson Twp"	50	43684	78	74	38	36	74	36	25	71	16	55	71	23	47	70
"MN"	2008	"PARNELL TWP."	50	7	"09B"	18	9	"Parnell Twp"	55	49858	78	40	19	19	40	17	15	40	12	28	40	14	25	39
"MN"	2008	"REDPATH TWP."	55	7	"09B"	18	9	"Redpath Twp"	60	53548	78	19	3	16	19	4	13	19	1	17	18	2	14	16
"MN"	2008	"TARA TWP."	60	7	"09B"	18	9	"Tara Twp"	65	64246	78	67	31	32	65	22	24	67	13	52	67	21	45	66
"MN"	2008	"TAYLOR TWP."	65	7	"09B"	18	9	"Taylor Twp"	70	64300	78	60	38	18	60	39	7	60	14	46	60	15	42	57
"MN"	2008	"TINTAH"	70	7	"09B"	18	9	"Tintah"	74	64948	78	40	28	11	40	30	6	40	18	21	39	16	20	36
"MN"	2008	"TINTAH TWP."	75	7	"09B"	18	9	"Tintah Twp"	75	64966	78	24	14	10	24	14	6	24	6	18	24	8	16	24
"MN"	2008	"WALLS TWP."	80	7	"09B"	18	9	"Walls Twp"	85	67828	78	49	19	29	48	15	24	49	8	40	48	12	37	49
"MN"	2008	"WHEATON P-1"	85	7	"09B"	18	9	"Wheaton"	90	69844	78	402	171	213	397	141	160	393	80	303	383	101	285	386
"MN"	2008	"WHEATON P-2"	90	7	"09B"	18	9	"Wheaton"	90	69844	78	407	180	214	402	151	166	404	73	320	393	91	305	396
"MN"	2008	"WINDSOR TWP."	95	7	"09B"	18	9	"Windsor Twp"	95	70834	78	35	23	12	35	19	8	35	13	21	34	15	20	35
"MN"	2008	"BELLECHESTER"	5	1	"28B"	56	28	"Bellechester"	5	4798	79	25	18	7	25	13	7	25	10	12	24	17	7	24
"MN"	2008	"CHESTER TWP"	10	1	"28B"	56	28	"Chester Twp"	10	11242	79	225	148	73	224	109	64	225	91	118	221	141	80	221
"MN"	2008	"ELGIN CITY"	15	1	"30B"	60	30	"Elgin"	14	18530	79	525	290	218	523	222	186	522	172	313	509	172	347	519
"MN"	2008	"ELGIN TWP."	20	1	"30B"	60	30	"Elgin Twp"	15	18548	79	424	262	154	423	199	129	418	163	230	411	159	259	418
"MN"	2008	"GILLFORD TWP."	25	1	"28B"	56	28	"Gillford Twp"	25	23786	79	318	177	132	318	147	79	312	119	171	306	181	128	309
"MN"	2008	"GLASGOW TWP."	30	1	"28B"	56	28	"Glasgow Twp"	30	23894	79	144	65	75	144	51	51	143	47	91	144	70	73	143
"MN"	2008	"GREENFIELD TWP."	35	1	"28B"	56	28	"Greenfield Twp"	35	25640	79	827	382	417	821	324	344	818	257	511	808	327	486	813
"MN"	2008	"HAMMOND"	40	1	"28B"	56	28	"Hammond"	40	26828	79	90	23	61	89	16	53	90	9	68	85	30	55	85
"MN"	2008	"HIGHLAND TWP."	45	1	"28B"	56	28	"Highland Twp"	45	28952	79	242	119	116	240	94	85	241	66	163	239	106	132	238
"MN"	2008	"HYDE PARK TWP."	50	1	"28B"	56	28	"Hyde Park Twp"	50	30680	79	147	87	52	146	68	49	144	58	82	143	83	58	141
"MN"	2008	"KELLOGG"	55	1	"28B"	56	28	"Kellogg"	55	32642	79	253	101	142	250	84	124	253	66	161	249	100	151	251
"MN"	2008	"LAKE TWP."	60	1	"28A"	55	28	"Lake Twp"	65	34028	79	274	129	136	273	93	104	274	96	165	272	130	143	273
"MN"	2008	"LAKE CITY P-1"	65	1	"28A"	55	28	"Lake City"	67	34172	79	786	344	417	782	312	314	779	248	476	757	385	379	765
"MN"	2008	"LAKE CITY P-2"	70	1	"28A"	55	28	"Lake City"	67	34172	79	721	298	401	719	269	313	715	202	456	693	316	383	699
"MN"	2008	"LAKE CITY P-3"	75	1	"28A"	55	28	"Lake City"	67	34172	79	888	392	472	883	333	388	882	259	567	862	395	477	873
"MN"	2008	"MAZEPPA CITY"	80	1	"28B"	56	28	"Mazeppa"	69	41282	79	413	196	203	411	164	165	407	112	274	408	199	209	408
"MN"	2008	"MAZEPPA TWP."	85	1	"28B"	56	28	"Mazeppa Twp"	70	41300	79	421	252	162	420	220	119	418	183	210	412	265	144	410
"MN"	2008	"MILLVILLE"	90	1	"28B"	56	28	"Millville"	80	42290	79	94	59	30	93	34	28	93	27	58	90	52	41	93
"MN"	2008	"MINNEISKA  CITY"	95	1	"28B"	56	28	"Minneiska"	84	43036	79	41	22	17	41	20	14	41	16	20	39	26	15	41
"MN"	2008	"MINNEISKA TWP."	100	1	"28B"	56	28	"Minneiska Twp"	85	43054	79	101	45	46	100	41	44	100	32	60	98	45	54	100
"MN"	2008	"MOUNT PLEASANT TWP."	105	1	"28A"	55	28	"Mount Pleasant Twp"	95	44620	79	235	140	92	234	107	69	231	104	114	230	130	99	229
"MN"	2008	"OAKWOOD TWP."	110	1	"28B"	56	28	"Oakwood Twp"	100	48022	79	216	120	86	214	90	73	214	79	123	211	108	100	208
"MN"	2008	"PEPIN TWP."	115	1	"28A"	55	28	"Pepin Twp"	105	50362	79	245	84	149	243	69	124	243	59	172	241	92	147	239
"MN"	2008	"PLAINVIEW P-1"	120	1	"30B"	60	30	"Plainview"	109	51424	79	879	488	364	873	418	291	862	293	520	854	279	590	869
"MN"	2008	"PLAINVIEW P-2"	125	1	"30B"	60	30	"Plainview"	109	51424	79	767	424	323	763	377	251	757	279	432	744	254	501	758
"MN"	2008	"PLAINVIEW TWP."	130	1	"30B"	60	30	"Plainview Twp"	110	51442	79	273	168	97	272	133	69	271	110	152	271	114	156	270
"MN"	2008	"WABASHA W-1"	140	1	"28A"	55	28	"Wabasha"	120	67378	79	477	173	285	472	166	211	463	117	319	454	170	284	454
"MN"	2008	"WABASHA W-2"	145	1	"28A"	55	28	"Wabasha"	120	67378	79	565	239	308	565	215	249	564	175	363	558	221	330	552
"MN"	2008	"WABASHA W-3"	150	1	"28A"	55	28	"Wabasha"	120	67378	79	447	149	274	438	138	209	434	89	325	430	148	275	423
"MN"	2008	"WATOPA TWP."	155	1	"28B"	56	28	"Watopa Twp"	125	68638	79	160	73	82	159	65	65	157	40	108	150	71	85	156
"MN"	2008	"WEST ALBANY TWP."	160	1	"28B"	56	28	"West Albany Twp"	130	69178	79	200	145	55	200	116	43	198	93	98	197	130	66	196
