state	year	county	precinct	cd	cd2	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USH_dv2	g2008_USH_rv2	g2008_USH_tv2
"AL"	2008	"MONTGOMERY"	"Ramer Public Library2"	3		50	90	140	46	88	134	48	82	130			
"AL"	2008	"MONTGOMERY"	"Seth Johnson Ele Sch 1"	3		1106	89	1195	1045	125	1170	1065	97	1163			
"AL"	2008	"MONTGOMERY"	"Seth Johnson Ele Sch 2"	3		1171	112	1284	1099	146	1246	1124	114	1238			
"AL"	2008	"MONTGOMERY"	"Sheridan Heights 1"	2		738	70	809	696	94	791	737	61	799			
"AL"	2008	"MONTGOMERY"	"Sheridan Heights 2"	2		1440	97	1539	1364	144	1509	1440	79	1521			
"AL"	2008	"MONTGOMERY"	"Snowdoun Womens Club1"	3		88	156	245	88	152	241	97	145	242			
"AL"	2008	"MONTGOMERY"	"Snowdoun Womens Club2"	3		41	145	187	43	144	187	49	133	182			
"AL"	2008	"MONTGOMERY"	"Southlawn Elem Sch 1"	3		903	31	936	867	54	921	884	35	920			
"AL"	2008	"MONTGOMERY"	"Southlawn Elem Sch 2"	3		1313	38	1353	1249	83	1333	1269	56	1325			
"AL"	2008	"MONTGOMERY"	"St James Methodist 1"	3		174	627	805	141	653	794	179	604	786			
"AL"	2008	"MONTGOMERY"	"St James Methodist 2"	3		312	1038	1354	235	1101	1339	326	1004	1332			
"AL"	2008	"MONTGOMERY"	"St James Methodist 3"	3		379	1201	1585	278	1286	1565	372	1184	1557			
"AL"	2008	"MONTGOMERY"	"St Paul AME Church 1"	2		1188	150	1343	1118	197	1315	1188	134	1324			
"AL"	2008	"MONTGOMERY"	"St Paul AME Church 2"	2		1175	136	1312	1099	184	1284	1177	112	1292			
"AL"	2008	"MONTGOMERY"	"Strata Church Christ1"	3		29	76	106	24	81	105	27	76	103			
"AL"	2008	"MONTGOMERY"	"Strata Church Christ2"	3		50	56	106	45	58	103	48	55	103			
"AL"	2008	"MONTGOMERY"	"Union Academy Bapt 1"	2		69	65	134	68	65	133	79	52	131			
"AL"	2008	"MONTGOMERY"	"Union Academy Bapt 2"	2		8	6	14	7	7	14	7	6	13			
"AL"	2008	"MONTGOMERY"	"Union Chapel AME Ch 1"	2		256	62	318	230	77	307	259	54	313			
"AL"	2008	"MONTGOMERY"	"Union Chapel AME Ch 2"	2		231	84	315	212	98	310	247	66	314			
"AL"	2008	"MONTGOMERY"	"Vaughn Park Church 1"	2		628	745	1381	541	824	1367	778	588	1370			
"AL"	2008	"MONTGOMERY"	"Vaughn Park Church 2"	2		729	926	1668	637	1008	1646	910	731	1644			
"AL"	2008	"MONTGOMERY"	"Vaughn Park Church 3"	2		632	759	1399	567	813	1381	771	620	1394			
"AL"	2008	"MONTGOMERY"	"Wares Ferry Rd Elem 1"	2	3	777	285	1066	727	328	1056	600	146	746	211	99	312
"AL"	2008	"MONTGOMERY"	"Wares Ferry Rd Elem 2"	2	3	861	413	1278	782	479	1262	640	230	871	237	156	394
"AL"	2008	"MONTGOMERY"	"Whitfield Methodist 1"	2		536	556	1097	468	616	1085	627	462	1089			
"AL"	2008	"MONTGOMERY"	"Whitfield Methodist 2"	2		939	905	1863	856	990	1847	1092	751	1846			
"AL"	2008	"MORGAN"	"Absentee"	4	5	643	1531	2202	546	1600	2150	186	622	809	601	714	1319
"AL"	2008	"MORGAN"	"American Legion- Decatur"	4	5	90	144	235	75	152	228	42	133	175	46	6	53
"AL"	2008	"MORGAN"	"American Legion- Hartselle #1"	4	5	284	1019	1327	221	1083	1305	1	0	1	552	749	1304
"AL"	2008	"MORGAN"	"American Legion- Hartselle #2"	4	5	268	980	1269	234	1007	1243	0	1	1	509	725	1239
"AL"	2008	"MORGAN"	"Aquadome Rec. Center"	5		441	284	727	404	302	706	482	229	712			
"AL"	2008	"MORGAN"	"Austinville Elem #1"	5		327	604	946	276	639	918	479	431	913			
"AL"	2008	"MORGAN"	"Austinville Elem #2"	5		396	702	1108	343	743	1086	566	516	1084			
"AL"	2008	"MORGAN"	"Benjamin Davis Elem 1"	5		827	39	867	792	56	848	815	36	851			
"AL"	2008	"MORGAN"	"Benjamin Davis Elem 2"	5		517	20	538	489	30	519	498	26	525			
"AL"	2008	"MORGAN"	"Brewer High School"	4		88	254	346	72	268	340	81	253	334			
"AL"	2008	"MORGAN"	"Cedar Ridge Middle Sch"	5		324	1324	1662	230	1394	1628	578	1019	1602			
"AL"	2008	"MORGAN"	"Center Springs Meth."	4		113	391	516	87	423	512	117	387	505			
"AL"	2008	"MORGAN"	"Chestnut Grove Elem"	5		245	1003	1263	183	1064	1247	424	800	1229			
"AL"	2008	"MORGAN"	"Cotaco School"	4		228	654	893	187	691	881	234	626	863			
"AL"	2008	"MORGAN"	"Danville Vol Fire"	4		78	371	458	60	395	455	85	358	443			
"AL"	2008	"MORGAN"	"Decatur Fire & Rescue"	4	5	172	513	690	143	527	672	23	116	139	242	279	521
"AL"	2008	"MORGAN"	"Decatur Fire and Rescue #8"	4		257	1096	1359	181	1163	1344	204	1105	1314			
"AL"	2008	"MORGAN"	"Decatur High School"	5		315	582	910	247	642	891	446	437	887			
"AL"	2008	"MORGAN"	"Decatur Utilities"	5		190	377	572	151	404	558	293	258	555			
"AL"	2008	"MORGAN"	"Dist. No. 3 Shop Bldg."	4		67	349	419	56	353	409	74	325	400			
"AL"	2008	"MORGAN"	"Eastwood Elementary #1"	4		80	403	489	58	421	480	72	402	477			
"AL"	2008	"MORGAN"	"Eastwood Elementary #2"	4		277	1129	1420	158	1243	1404	206	1181	1389			
"AL"	2008	"MORGAN"	"Ebenezer Vol Fire"	4		93	483	588	88	481	571	128	421	551			
"AL"	2008	"MORGAN"	"Eva V.F.D"	4		132	504	654	117	532	650	142	494	637			
"AL"	2008	"MORGAN"	"Falkville Municipal Bldg."	4		155	564	736	134	595	732	179	530	713			
"AL"	2008	"MORGAN"	"Gum Pond Fire Station"	4		56	153	212	50	160	210	57	150	207			
"AL"	2008	"MORGAN"	"Julian Harris Elem #1"	5		305	723	1035	250	760	1012	457	548	1009			
"AL"	2008	"MORGAN"	"Julian Harris Elem #2"	5		350	928	1291	302	957	1260	539	720	1265			
"AL"	2008	"MORGAN"	"Julian Harris Elem #3"	5		309	784	1098	248	826	1076	475	587	1067			
"AL"	2008	"MORGAN"	"Laceys Spring School Gym"	4		177	760	952	143	791	937	195	717	915			
"AL"	2008	"MORGAN"	"Lebanon Baptist Church"	4	5	95	449	558	74	487	561	108	445	554	1	0	1
"AL"	2008	"MORGAN"	"Macadonia Cumberland Church"	5		99	74	174	87	83	171	121	50	171			
"AL"	2008	"MORGAN"	"Massey Fire Station #1"	4		88	377	472	83	384	468	101	352	453			
"AL"	2008	"MORGAN"	"Morgan Co Courthouse"	5		145	283	434	102	330	432	196	232	429			
"AL"	2008	"MORGAN"	"Morgan County D.H.R."	4	5	107	370	484	75	405	480	93	379	472	1	0	1
"AL"	2008	"MORGAN"	"Neel Vol Fire"	4		230	1215	1467	179	1258	1439	256	1151	1409			
"AL"	2008	"MORGAN"	"Nungester Elementary #1"	5		311	376	694	278	403	682	402	270	676			
"AL"	2008	"MORGAN"	"Nungester Elementary #2"	5		367	595	977	332	625	957	495	448	947			
"AL"	2008	"MORGAN"	"Oden Ridge Vol. Fire"	4		70	367	445	62	380	442	92	335	428			
"AL"	2008	"MORGAN"	"Priceville Municipal Bldg. #1"	4		245	1218	1481	192	1268	1460	240	1192	1435			
"AL"	2008	"MORGAN"	"Priceville Municipal Bldg. #2"	4	5	251	1116	1382	201	1159	1361	242	1089	1334	1	0	1
"AL"	2008	"MORGAN"	"Provisional"	4	5	13	28	42	12	30	42	1	14	15	12	13	25
"AL"	2008	"MORGAN"	"Ryan School"	4		85	397	490	71	409	480	78	398	476			
"AL"	2008	"MORGAN"	"S.A.V.E.S Fire Dept. Stat. #1"	4		205	926	1145	195	932	1127	240	867	1108			
"AL"	2008	"MORGAN"	"Somerville Rd Elem #1"	4	5	398	490	903	330	565	896	36	109	145	476	265	746
"AL"	2008	"MORGAN"	"Somerville Rd Elem #2"	4	5	135	164	304	108	189	298	16	26	42	146	105	252
"AL"	2008	"MORGAN"	"Sparkman Civic Ctr #1"	5		235	1006	1257	191	1046	1239	493	728	1226			
"AL"	2008	"MORGAN"	"Sparkman Civic Ctr #2"	5		251	958	1226	189	1015	1207	454	740	1202			
"AL"	2008	"MORGAN"	"Sparkman Civic Ctr #3"	5		297	1275	1587	213	1353	1569	612	930	1547			
"AL"	2008	"MORGAN"	"Sparkman Elementary"	4		200	1167	1395	186	1183	1371	265	1077	1342			
"AL"	2008	"MORGAN"	"Trinity Municipal Bldg"	4	5	320	986	1323	290	1020	1310	13	61	74	522	692	1215
"AL"	2008	"MORGAN"	"Turner Surles Comm. Ctr."	5		312	6	320	292	19	312	303	11	314			
"AL"	2008	"MORGAN"	"Union Hill Jr High #1"	4		152	662	827	120	688	810	147	644	793			
"AL"	2008	"MORGAN"	"Union Hill Jr High #2"	4		154	748	922	123	782	907	158	733	893			
"AL"	2008	"MORGAN"	"W Decatur Elem School"	5		441	131	573	394	167	561	448	118	567			
"AL"	2008	"MORGAN"	"W Morgan E- Lawrence Water Auth"	4		114	608	726	99	618	717	132	575	709			
"AL"	2008	"MORGAN"	"Walter Jackson Elem"	4		225	518	753	173	570	744	212	514	728			
"AL"	2008	"MORGAN"	"Woodmeade Elem #1"	5		324	474	805	270	518	791	427	355	785			
"AL"	2008	"MORGAN"	"Woodmeade Elem #2"	5		222	362	594	184	399	585	316	264	583			
"AL"	2008	"PERRY"	"Absentee"	7		458	99	559	447	105	552	489	0	491			
"AL"	2008	"PERRY"	"Airport"	7		153	81	234	141	91	232	190	0	192			
"AL"	2008	"PERRY"	"Community Life Building #1"	7		661	38	699	617	59	677	660	0	661			
"AL"	2008	"PERRY"	"Community Life Building #2"	7		350	24	374	328	35	363	342	0	342			
"AL"	2008	"PERRY"	"East Perry Volunteer Fire Dept"	7		40	86	126	42	83	125	63	0	64			
"AL"	2008	"PERRY"	"Fire Station Hwy 219"	7		130	109	239	119	116	235	186	0	187			
"AL"	2008	"PERRY"	"Hinton Hall"	7		107	0	107	101	1	102	103	0	103			
"AL"	2008	"PERRY"	"Metal Bldg - Heiberger Grocery"	7		76	220	299	80	216	296	171	0	174			
"AL"	2008	"PERRY"	"National Guard Armory #1"	7		601	367	975	561	392	955	764	0	772			
"AL"	2008	"PERRY"	"National Guard Armory #2"	7		582	111	697	554	129	684	615	0	620			
"AL"	2008	"PERRY"	"National Guard Armory #3"	7		262	137	400	249	146	395	320	0	322			
"AL"	2008	"PERRY"	"North Perry Fire Station"	7		63	147	212	64	143	207	105	0	106			
"AL"	2008	"PERRY"	"Provisional"	7		34	3	37	31	6	37	34	0	34			
"AL"	2008	"PERRY"	"Radfordville"	7		61	70	131	58	72	130	94	0	94			
"AL"	2008	"PERRY"	"Severe"	7		20	59	82	22	58	80	41	0	41			
"AL"	2008	"PERRY"	"Uniontown City Hall #1"	7		303	40	343	279	53	332	306	0	308			
"AL"	2008	"PERRY"	"Uniontown City Hall #2"	7		230	34	264	215	41	256	240	0	240			
"AL"	2008	"PERRY"	"Westside School"	7		326	54	381	315	62	377	339	0	339			
"AL"	2008	"PICKENS"	"Absentee"	4	7	173	167	344	166	168	334	44	79	123	163	0	163
"AL"	2008	"PICKENS"	"Aliceville 2"	7		1219	318	1537	1170	345	1515	1326	0	1337			
"AL"	2008	"PICKENS"	"Aliceville 5"			204	261	465	195	259	454						
"AL"	2008	"PICKENS"	"Benvola"	4		14	44	58	12	46	58	11	45	56			
"AL"	2008	"PICKENS"	"Bethlehem"	4		8	113	123	10	108	118	11	106	117			
"AL"	2008	"PICKENS"	"Carrollton 1"	4		2	36	38	2	35	37	0	37	37			
"AL"	2008	"PICKENS"	"Carrolton 4"	7		418	371	792	387	372	759	564	0	575			
"AL"	2008	"PICKENS"	"Cochrane/Dancy"	7		149	66	215	146	62	208	177	0	179			
"AL"	2008	"PICKENS"	"Ethelsville"	4		37	114	152	37	108	145	35	107	142			
"AL"	2008	"PICKENS"	"Fairview/Zion"	4		58	690	750	68	670	738	67	657	725			
"AL"	2008	"PICKENS"	"Forest"	4		33	189	222	28	183	211	31	178	209			
"AL"	2008	"PICKENS"	"Gordo 3"	4		83	413	498	84	406	490	108	371	480			
"AL"	2008	"PICKENS"	"Gordo 5"	4		353	638	998	337	632	969	351	607	958			
"AL"	2008	"PICKENS"	"Kirk"	4	7	10	174	188	19	163	182	18	158	176	313	0	326
"AL"	2008	"PICKENS"	"Liberty"	4		113	215	331	105	217	323	114	209	323			
"AL"	2008	"PICKENS"	"Macedonia"	7		188	38	226	182	37	219	202	0	202			
"AL"	2008	"PICKENS"	"McShan"	4	7	36	107	143	36	103	139	18	76	94	34	0	35
"AL"	2008	"PICKENS"	"Palmetto"	4		50	188	239	49	183	233	48	180	228			
"AL"	2008	"PICKENS"	"Pickensville"	7		267	112	382	247	124	371	312	0	313			
"AL"	2008	"PICKENS"	"Pine Grove 1"	7		8	28	36	5	26	31	17	0	17			
"AL"	2008	"PICKENS"	"Pine Grove 4"	7		24	87	113	25	85	110	64	0	64			
"AL"	2008	"PICKENS"	"Provisional"	4	7	10	8	19	10	9	19	2	4	6	9	0	9
"AL"	2008	"PICKENS"	"Reform 1"	4	7	493	399	895	474	401	876	73	31	104	566	0	574
"AL"	2008	"PICKENS"	"Reform 3"	4		188	420	609	188	405	594	196	382	578			
"AL"	2008	"PICKENS"	"Sapps"	7		375	47	422	355	54	409	392	0	393			
"AL"	2008	"PICKENS"	"Speeds Mill"	4	7	46	170	216	45	164	209	11	100	111	66	0	69
"AL"	2008	"PICKENS"	"Spring Hill"	7		35	21	56	33	22	55	48	0	48			
"AL"	2008	"PIKE"	"Absentee"	2		567	459	1034	529	488	1018	653	359	1012			
"AL"	2008	"PIKE"	"Academy St School"	2		1113	265	1381	1032	321	1355	1133	237	1371			
"AL"	2008	"PIKE"	"Antioch Church of Christ"	2		62	207	269	49	214	264	120	147	267			
"AL"	2008	"PIKE"	"Banks- City Hall"	2		94	282	378	80	290	370	162	211	373			
"AL"	2008	"PIKE"	"Brundidge- Galloway Rd."	2		672	104	777	623	133	756	684	79	764			
"AL"	2008	"PIKE"	"Brundidge- Haisten Bldg."	2		232	430	670	208	448	656	344	314	659			
"AL"	2008	"PIKE"	"China Grove- Co. Voting Bldg."	2		69	74	143	60	80	140	85	55	140			
"AL"	2008	"PIKE"	"Dunns Voting Center"	2		6	42	48	3	43	46	18	28	47			
"AL"	2008	"PIKE"	"Dunns Voting Center"	2		1	31	32	0	32	32	5	27	32			
"AL"	2008	"PIKE"	"Ebenezer- Co. Voting Bldg."	2		45	131	176	44	125	170	72	103	175			
"AL"	2008	"PIKE"	"Enon- Co. Voting Bldg."	2		13	151	166	16	143	159	58	103	161			
"AL"	2008	"PIKE"	"Goshen City Hall"	2		72	291	367	73	287	360	147	215	363			
"AL"	2008	"PIKE"	"Hamilton Crossroads Church"	2		24	165	189	22	166	188	77	109	186			
"AL"	2008	"PIKE"	"Henderson- Volunteer Fire"	2		41	187	229	37	189	226	101	127	228			
"AL"	2008	"PIKE"	"Josie- Co. Voting Bldg."	2		46	120	167	38	127	165	72	92	164			
"AL"	2008	"PIKE"	"Little Oak- Co. Voting Bldg."	2		22	175	198	23	171	194	72	117	189			
"AL"	2008	"PIKE"	"M.P. Church"	2		93	63	156	90	63	153	112	43	155			
"AL"	2008	"PIKE"	"Meeksville- Volunteer Fire"	2		212	168	380	196	177	373	247	127	374			
"AL"	2008	"PIKE"	"Oak Bowery- Church of Christ"	2		57	72	129	50	71	121	74	51	125			
"AL"	2008	"PIKE"	"Park Memorial Church"	2		401	983	1394	369	1001	1372	601	780	1382			
"AL"	2008	"PIKE"	"Pike County Courthouse"	2		656	381	1041	615	404	1019	706	317	1023			
"AL"	2008	"PIKE"	"Provisional"	2		18	21	39	17	23	40	20	20	40			
"AL"	2008	"PIKE"	"Rural Home- Co. Voting Bldg."	2		137	236	374	126	239	365	200	167	368			
"AL"	2008	"PIKE"	"Saco-Volunteer Fire"	2		40	15	55	32	22	54	44	11	55			
"AL"	2008	"PIKE"	"Springhill- Housing Authority"	2		134	69	203	108	76	184	134	55	189			
"AL"	2008	"PIKE"	"Springhill- Volunteer Fire"	2		40	231	271	41	222	263	117	150	267			
"AL"	2008	"PIKE"	"Tarentum- Community Clubhouse"	2		64	264	330	62	263	326	141	184	325			
"AL"	2008	"PIKE"	"Tennille"	2		16	63	79	15	62	77	33	43	77			
"AL"	2008	"PIKE"	"Troy- First Baptist Church"	2		286	911	1202	254	931	1186	467	721	1189			
"AL"	2008	"PIKE"	"Troy-Adams Armory"	2		646	1413	2078	551	1487	2038	924	1120	2045			
"AL"	2008	"RANDOLPH"	"Absentee"	3		210	520	735	204	493	697	247	468	715			
"AL"	2008	"RANDOLPH"	"Bacon Level"	3		69	196	268	67	187	254	86	172	258			
"AL"	2008	"RANDOLPH"	"Bethel"	3		19	160	180	23	144	167	34	138	172			
"AL"	2008	"RANDOLPH"	"Cavers Grove"	3		30	236	273	33	220	253	59	210	269			
"AL"	2008	"RANDOLPH"	"Cedron"	3		107	145	256	100	140	240	123	125	248			
"AL"	2008	"RANDOLPH"	"Corinth"	3		29	200	233	34	186	220	62	167	229			
"AL"	2008	"RANDOLPH"	"Graham"	3		40	176	221	48	163	211	64	154	218			
"AL"	2008	"RANDOLPH"	"Level Road"	3		84	234	325	89	219	308	101	208	309			
"AL"	2008	"RANDOLPH"	"Midway"	3		141	203	348	145	179	324	166	165	331			
"AL"	2008	"RANDOLPH"	"Moores Store"	3		38	243	283	61	202	263	74	195	269			
"AL"	2008	"RANDOLPH"	"National Guard Armory #1"	3		159	469	641	171	436	607	215	408	623			
"AL"	2008	"RANDOLPH"	"National Guard Armory #2"	3		768	802	1584	767	768	1535	834	703	1537			
"AL"	2008	"RANDOLPH"	"National Guard Armory #3"	3		404	336	745	395	334	729	434	297	731			
"AL"	2008	"RANDOLPH"	"New Hope"	3		34	117	151	40	103	143	49	96	145			
"AL"	2008	"RANDOLPH"	"Omaha"	3		23	166	197	36	137	173	61	123	184			
"AL"	2008	"RANDOLPH"	"Ophelia"	3		45	129	176	40	124	164	46	123	169			
"AL"	2008	"RANDOLPH"	"Pine Hill"	3		54	240	301	50	224	274	80	204	284			
"AL"	2008	"RANDOLPH"	"Potash"	3		49	380	435	46	339	385	70	336	406			
"AL"	2008	"RANDOLPH"	"Provisional"	3		2	6	8	2	6	8	2	6	8			
"AL"	2008	"RANDOLPH"	"Rock Mills"	3		27	184	212	38	157	195	53	150	203			
"AL"	2008	"RANDOLPH"	"Swagg"	3		56	226	284	58	210	268	80	192	272			
"AL"	2008	"RANDOLPH"	"Wadley"	3		118	281	405	97	289	386	137	251	388			
"AL"	2008	"RANDOLPH"	"Wedowee City Hall #1"	3		252	492	750	252	467	719	290	436	726			
"AL"	2008	"RANDOLPH"	"Wedowee City Hall #2"	3		120	274	400	122	257	379	147	240	387			
"AL"	2008	"RANDOLPH"	"Wehadkee"	3		26	57	85	31	48	79	37	44	81			
"AL"	2008	"RANDOLPH"	"Wesley Chapel"	3		27	130	160	26	134	160	47	111	158			
"AL"	2008	"RANDOLPH"	"Wilson Store"	3		39	141	180	39	135	174	53	122	175			
"AL"	2008	"RANDOLPH"	"Woodland Fire Department"	3		94	432	533	102	383	485	126	374	500			
"AL"	2008	"RUSSELL"	"Absentee"	3		610	579	1194	577	561	1140	582	562	1145			
"AL"	2008	"RUSSELL"	"Austin Sumbry Park"	3		171	93	265	170	89	260	170	92	262			
"AL"	2008	"RUSSELL"	"Central Activities Center #1"	3		421	484	912	417	467	887	433	460	895			
"AL"	2008	"RUSSELL"	"Central Activities Center #2"	3		575	589	1173	559	579	1141	578	567	1149			
"AL"	2008	"RUSSELL"	"Chattahoochee Valley"	3		748	273	1024	732	259	991	735	261	1000			
"AL"	2008	"RUSSELL"	"Claude Parkman Bldg."	3		826	116	944	783	121	904	793	119	912			
"AL"	2008	"RUSSELL"	"Cottonton Fire Station"	3		104	106	210	101	101	204	101	101	202			
"AL"	2008	"RUSSELL"	"Crawford Vo. Fire Dept."	3		496	947	1453	505	872	1380	539	858	1400			
"AL"	2008	"RUSSELL"	"Dixie Volunteer Fire Dept."	3		107	233	341	108	217	325	116	213	329			
"AL"	2008	"RUSSELL"	"Ft. Mitchell Community Center"	3		570	542	1120	560	505	1067	581	498	1080			
"AL"	2008	"RUSSELL"	"Hatchechubbee Fire Station"	3		134	86	220	131	86	217	139	79	218			
"AL"	2008	"RUSSELL"	"Hurtsboro Fire Dept."	3		661	172	836	628	169	798	625	177	802			
"AL"	2008	"RUSSELL"	"Ladonia Fire Station #1"	3		333	672	1016	359	611	973	383	607	992			
"AL"	2008	"RUSSELL"	"Ladonia Fire Station #2"	3		384	790	1186	417	713	1140	444	696	1146			
"AL"	2008	"RUSSELL"	"National Guard Armory"	3		144	435	586	136	422	559	160	407	568			
"AL"	2008	"RUSSELL"	"Pittsview Fire Station"	3		295	89	387	281	88	369	280	95	375			
"AL"	2008	"RUSSELL"	"Provisional"	3		7	5	12	6	6	12	7	5	12			
"AL"	2008	"RUSSELL"	"Roy Martin Center #1"	3		335	946	1293	348	898	1248	389	865	1255			
"AL"	2008	"RUSSELL"	"Roy Martin Center #2"	3		300	939	1251	319	888	1212	370	847	1220			
"AL"	2008	"RUSSELL"	"Russell County Courthouse"	3		612	97	713	594	93	689	598	92	692			
"AL"	2008	"RUSSELL"	"Seale- Old Russell Courthouse"	3		443	395	850	450	374	826	466	361	830			
"AL"	2008	"RUSSELL"	"Spencer Recreation Center"	3		1809	117	1929	1720	144	1866	1730	149	1881			
"AL"	2008	"SHELBY"	"Absentee"	6		903	2947	3902	755	3068	3830	0	3185	3242			
"AL"	2008	"SHELBY"	"Alabaster Liberty Bapt."	6		577	215	800	529	248	778	0	314	336			
"AL"	2008	"SHELBY"	"Asbury United Meth. Ch. #1"	6		266	1032	1307	208	1088	1296	0	1126	1153			
"AL"	2008	"SHELBY"	"Asbury United Meth. Ch. #2"	6		224	1052	1289	175	1101	1278	0	1130	1148			
"AL"	2008	"SHELBY"	"Bay Springs Bapt. Ch."	6		81	555	643	75	562	638	0	568	577			
"AL"	2008	"SHELBY"	"Calera Comm. Center #1"	6		515	993	1527	494	1005	1500	0	1115	1137			
"AL"	2008	"SHELBY"	"Calera Comm. Center #2"	6		292	886	1193	260	921	1182	0	969	982			
"AL"	2008	"SHELBY"	"Camp Branch Civic Center"	6		145	908	1060	146	903	1049	0	920	937			
"AL"	2008	"SHELBY"	"Chelsea City Hall"	6		279	1792	2099	265	1804	2075	0	1838	1875			
"AL"	2008	"SHELBY"	"Chelsea Liberty Bapt."	6		163	1179	1355	128	1209	1340	0	1225	1242			
"AL"	2008	"SHELBY"	"Christ United Meth. #1"	6		165	741	916	121	777	904	0	782	811			
"AL"	2008	"SHELBY"	"Christ United Meth. #2"	6		201	821	1036	159	866	1028	0	888	904			
"AL"	2008	"SHELBY"	"Columbiana Rec. Bld. #1"	6		318	822	1153	289	844	1136	0	887	899			
"AL"	2008	"SHELBY"	"Columbiana Rec. Bld. #2"	6		215	824	1050	196	841	1040	0	878	889			
"AL"	2008	"SHELBY"	"Concord Bapt. Ch. #1"	6		544	1191	1747	462	1249	1712	0	1359	1389			
"AL"	2008	"SHELBY"	"Concord Bapt. Ch. #2"	6		329	798	1139	322	807	1131	0	868	894			
"AL"	2008	"SHELBY"	"Covenant Life Ch. #1"	6		413	999	1430	350	1048	1402	0	1127	1171			
"AL"	2008	"SHELBY"	"Covenant Life Ch. #2"	6		300	999	1320	232	1067	1301	0	1112	1131			
"AL"	2008	"SHELBY"	"Dunnavant Comm Center"	6		46	340	395	43	350	393	0	348	358			
"AL"	2008	"SHELBY"	"Evangel Presbyterian #1"	6		366	1097	1475	308	1146	1456	0	1185	1214			
"AL"	2008	"SHELBY"	"Evangel Presbyterian #2"	6		477	1407	1898	417	1455	1875	0	1546	1584			
"AL"	2008	"SHELBY"	"Faith Presbyterian #1"	6		294	1685	2005	223	1759	1984	0	1790	1826			
"AL"	2008	"SHELBY"	"Faith Presbyterian #2"	6		30	123	157	23	136	159	0	135	144			
"AL"	2008	"SHELBY"	"First Christian Ch. #1"	6		265	777	1056	196	840	1039	0	866	886			
"AL"	2008	"SHELBY"	"First Christian Ch. #2"	6		271	810	1092	228	842	1071	0	902	922			
"AL"	2008	"SHELBY"	"First Presbyterian Ch. #1"	6		311	908	1226	270	938	1214	0	971	986			
"AL"	2008	"SHELBY"	"First Presbyterian Ch. #2"	6		189	947	1148	167	968	1137	0	988	1004			
"AL"	2008	"SHELBY"	"Fourmile Vol. Fire & Rescur"	6		53	509	567	55	503	560	0	508	517			
"AL"	2008	"SHELBY"	"Greystone Farms Clubhouse"	6		183	978	1168	136	1014	1153	0	1038	1052			
"AL"	2008	"SHELBY"	"Harpersville City Hall"	6		329	562	896	323	563	888	0	591	601			
"AL"	2008	"SHELBY"	"Helena United Meth. Ch. #1"	6		373	1256	1648	314	1309	1626	0	1364	1389			
"AL"	2008	"SHELBY"	"Helena United Meth. Ch. #2"	6		331	1132	1487	269	1195	1467	0	1234	1267			
"AL"	2008	"SHELBY"	"Helena United Meth. Ch. #3"	6		406	1357	1781	334	1426	1760	0	1488	1522			
"AL"	2008	"SHELBY"	"Helena United Meth. Ch. #4"	6		290	1023	1334	237	1082	1321	0	1106	1130			
"AL"	2008	"SHELBY"	"Hoover Fire Sta. #8-#1"	6		209	832	1048	175	858	1035	0	879	899			
"AL"	2008	"SHELBY"	"Hoover Fire Sta. #8-#2"	6		128	542	675	104	558	664	0	564	580			
"AL"	2008	"SHELBY"	"Maylene pentecostal Ch"	6		119	435	565	99	458	558	0	473	481			
"AL"	2008	"SHELBY"	"Meadowbrook Bapt. Ch. #1"	6		365	1007	1382	288	1080	1371	0	1148	1172			
"AL"	2008	"SHELBY"	"Meadowbrook Bapt. Ch. #2"	6		419	954	1383	346	1016	1363	0	1082	1108			
"AL"	2008	"SHELBY"	"Montevallo Parks & Rec. Bldg."	6		970	651	1637	886	710	1599	0	871	913			
"AL"	2008	"SHELBY"	"New Hope Presbyterian Ch 1"	6		107	698	808	94	703	798	0	714	727			
"AL"	2008	"SHELBY"	"New Hope Presbyterian Ch 2"	6		239	1107	1360	183	1152	1339	0	1165	1206			
"AL"	2008	"SHELBY"	"New Life Assembly of God"	6		238	1422	1671	187	1461	1651	0	1477	1511			
"AL"	2008	"SHELBY"	"North Shelby Bapt. Church"	6		135	520	661	104	546	652	0	581	588			
"AL"	2008	"SHELBY"	"Old Shelby Elem. Sch."	6		127	646	775	123	638	765	0	665	677			
"AL"	2008	"SHELBY"	"Pea Ridge Comm. Ctr."	6		66	296	368	56	302	358	0	314	320			
"AL"	2008	"SHELBY"	"Pelham Civic Comples #3"	6		401	1671	2094	336	1728	2066	0	1779	1815			
"AL"	2008	"SHELBY"	"Pelham Civic Complex #1"	6		317	1161	1505	282	1201	1485	0	1257	1295			
"AL"	2008	"SHELBY"	"Pelham Civic Complex #2"	6		356	1149	1519	292	1205	1500	0	1270	1296			
"AL"	2008	"SHELBY"	"Provisional"	6		31	65	96	26	70	96	0	71	72			
"AL"	2008	"SHELBY"	"Riverchase Ch. Of Christ #1"	6		247	1002	1266	198	1049	1253	0	1101	1122			
"AL"	2008	"SHELBY"	"Riverchase Ch. Of Christ #2"	6		191	857	1062	167	882	1053	0	912	946			
"AL"	2008	"SHELBY"	"Riverchase United Meth. #1"	6		429	858	1298	352	935	1287	0	1028	1049			
