state	year	cd	county	precinct	vtd	g2002_ATG_dv	g2002_ATG_rv	g2002_TRE_dv	g2002_TRE_rv	g2002_GOV_dv	g2002_GOV_rv	g2002_USS_rv	g2002_SOS_dv	g2002_SOS_rv	g2002_USH_dv	g2002_USH_rv
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 612"	"002990"	355	203	302	239	363	191	376	246	269	312	242
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 613"	"003000"	235	132	214	148	243	125	203	185	168	218	147
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 614"	"003010"	298	237	236	288	285	254	411	164	345	228	300
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 615"	"003020"	311	223	262	254	317	223	393	199	294	239	293
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 616"	"003030"	195	155	199	152	220	139	252	160	172	180	176
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 617"	"003040"	275	161	256	174	279	160	283	205	204	235	200
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 618"	"003050"	218	93	216	93	223	90	165	179	115	198	113
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 619"	"003060"	142	68	137	65	143	61	110	107	80	129	75
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 620"	"003070"	309	172	252	229	304	182	363	195	265	223	257
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 621"	"003080"	240	131	243	117	236	133	204	203	146	215	154
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 622"	"003090"	234	83	238	76	251	83	145	207	86	228	102
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 623"	"003100"	284	259	242	288	280	265	408	187	328	222	316
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 624"	"003110"	256	237	226	258	230	264	351	168	296	189	293
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 625"	"003120"	221	118	204	125	220	119	203	180	135	187	151
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 626 H90"	"200660"	200	201	136	261	191	214	346	84	298	117	293
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 627"	"003140"	332	341	281	379	313	360	536	197	452	258	414
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 628"	"003150"	217	181	193	198	192	198	280	142	225	169	213
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 629 H103"	"200680"	141	143	154	121	143	132	186	115	151	118	154
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 630 B"	"00317C"	238	250	202	278	237	256	387	142	318	166	325
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 630"	"00317A"	239	194	201	221	209	215	309	140	264	166	255
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 631"	"003180"	193	206	160	229	182	212	304	128	245	136	246
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 633"	"003200"	305	220	205	315	260	274	420	136	359	203	330
"KS"	2002	4	"SEDGWICK"	"Wichita Precinct 634"	"003210"	254	209	225	233	262	209	354	150	287	189	268
"KS"	2002	4	"SEDGWICK"	"Witchita Precinct 417 Part A"	"002180"	229	251	231	233	226	247	357	173	273	185	285
"KS"	2002	1	"SEWARD"	"00008A"	"00008A"	0	0	0	0	0	0	0	0	0		0
"KS"	2002	1	"SEWARD"	"ADVANCE"	"999998"	286	363	281	368	376	283	559	194	455		553
"KS"	2002	1	"SEWARD"	"Fargo Township 1"	"000010"	18	23	19	22	22	19	33	9	31		35
"KS"	2002	1	"SEWARD"	"Fargo Township 2"	"000020"	36	70	31	75	49	55	98	18	88		95
"KS"	2002	1	"SEWARD"	"Fargo Township 3"	"000030"	1	10	0	11	2	9	11	1	10		10
"KS"	2002	1	"SEWARD"	"Fargo Township 4"	"000040"	8	42	9	41	13	36	48	3	47		45
"KS"	2002	1	"SEWARD"	"Liberal Township 1 Exclave"	"00005B"	0	0	0	0	0	0	0	0	0		0
"KS"	2002	1	"SEWARD"	"Liberal Township 1"	"00005A"	10	37	9	37	15	36	44	3	41		43
"KS"	2002	1	"SEWARD"	"Liberal Township 2"	"000060"	6	18	5	20	10	15	23	2	22		24
"KS"	2002	1	"SEWARD"	"Liberal Township 3"	"000070"	13	34	9	38	15	32	36	6	34		42
"KS"	2002	1	"SEWARD"	"Liberal Township 4 Exclave"	"00008B"	12	23	13	22	16	20	32	5	28		31
"KS"	2002	1	"SEWARD"	"Liberal Township 5"	"000090"	8	22	8	23	12	19	27	3	26		28
"KS"	2002	1	"SEWARD"	"Liberal Ward 1 Precinct 1"	"000100"	57	169	60	167	81	145	203	29	182		200
"KS"	2002	1	"SEWARD"	"Liberal Ward 1 Precinct 2"	"000110"	77	156	85	145	107	119	198	50	173		185
"KS"	2002	1	"SEWARD"	"Liberal Ward 1 Precinct 3"	"000120"	62	164	63	162	86	145	214	37	183		202
"KS"	2002	1	"SEWARD"	"Liberal Ward 2"	"000130"	71	179	72	174	103	148	222	36	203		220
"KS"	2002	1	"SEWARD"	"Liberal Ward 3"	"000140"	63	138	60	139	85	110	165	45	153		161
"KS"	2002	1	"SEWARD"	"Liberal Ward 4"	"000150"	65	207	77	196	101	169	249	42	228		245
"KS"	2002	1	"SEWARD"	"Liberal Ward 5"	"000160"	67	135	59	144	88	112	186	39	160		178
"KS"	2002	1	"SEWARD"	"Liberal Ward 6 Precinct 1"	"000170"	135	326	110	352	204	256	428	55	394		429
"KS"	2002	1	"SEWARD"	"Liberal Ward 6 Precinct 2"	"000180"	78	248	72	253	139	187	304	42	276		295
"KS"	2002	1	"SEWARD"	"PROVISIONAL"	"999999"	24	44	21	46	31	34	57	18	48		56
"KS"	2002	1	"SEWARD"	"Seward Township 1"	"000190"	13	16	8	21	13	16	29	5	23		28
"KS"	2002	1	"SEWARD"	"Seward Township 2"	"000200"	4	27	3	28	6	26	30	0	30		32
"KS"	2002	1	"SEWARD"	"Seward Township 3"	"000210"	6	9	10	5	6	9	15	3	11		13
"KS"	2002	2	"SHAWNEE"	"ADVANCE"	"999998"	5456	3031	4423	4141	6047	2376	6073	3308	5010	4473	3968
"KS"	2002	2	"SHAWNEE"	"Apache"	"000010"	265	225	195	296	270	213	403	115	368	183	305
"KS"	2002	2	"SHAWNEE"	"Central Mission"	"000020"	243	220	110	349	245	209	391	79	372	130	324
"KS"	2002	2	"SHAWNEE"	"Cheyenne"	"000030"	274	186	178	282	269	188	361	114	332	173	285
"KS"	2002	2	"SHAWNEE"	"Cullen H53"	"200010"	157	159	129	181	179	126	224	90	209	119	190
"KS"	2002	2	"SHAWNEE"	"Deer Creek"	"000050"	14	9	9	14	15	8	20	7	15	12	10
"KS"	2002	2	"SHAWNEE"	"Dover"	"000060"	194	122	110	204	185	124	249	75	229	120	189
"KS"	2002	2	"SHAWNEE"	"East Auburn"	"000070"	314	244	191	370	308	244	470	129	414	203	354
"KS"	2002	2	"SHAWNEE"	"East Peck"	"000080"	178	124	115	186	179	118	246	74	221	127	174
"KS"	2002	2	"SHAWNEE"	"East Rossville"	"000090"	209	133	147	199	209	125	266	81	246	127	209
"KS"	2002	2	"SHAWNEE"	"East Silver Lake"	"000100"	327	203	222	312	345	178	442	139	376	230	295
"KS"	2002	2	"SHAWNEE"	"East Soldier"	"000110"	324	239	236	324	345	201	433	157	395	227	328
"KS"	2002	2	"SHAWNEE"	"East Wichita"	"000120"	218	153	115	253	242	129	309	63	298	138	233
"KS"	2002	2	"SHAWNEE"	"Elmont"	"000130"	301	183	222	266	317	164	356	141	325	216	264
"KS"	2002	2	"SHAWNEE"	"Fox"	"000140"	374	261	248	389	364	247	493	169	452	246	384
"KS"	2002	2	"SHAWNEE"	"Grove Township"	"000150"	111	74	75	109	114	63	155	39	139	70	111
"KS"	2002	2	"SHAWNEE"	"Indian Hills"	"000160"	338	238	164	424	377	205	502	107	472	199	389
"KS"	2002	2	"SHAWNEE"	"Indianola H50"	"200030"	167	106	136	142	179	98	225	70	198	108	170
"KS"	2002	2	"SHAWNEE"	"Kaw"	"000180"	230	122	159	190	233	109	265	105	227	143	206
"KS"	2002	2	"SHAWNEE"	"Kiowa"	"000190"	298	209	194	313	318	186	414	125	375	198	306
"KS"	2002	2	"SHAWNEE"	"Menoken Township"	"000200"	329	251	211	367	334	226	485	129	439	200	377
"KS"	2002	2	"SHAWNEE"	"Montara"	"000210"	125	110	91	143	137	93	185	64	159	83	149
"KS"	2002	2	"SHAWNEE"	"Muddy"	"000220"	329	219	224	323	308	222	449	120	411	208	329
"KS"	2002	2	"SHAWNEE"	"North Mission"	"000230"	222	153	129	244	220	154	328	77	282	129	243
"KS"	2002	2	"SHAWNEE"	"North Tecumseh"	"000260"	230	135	201	168	230	123	275	106	254	167	197
"KS"	2002	2	"SHAWNEE"	"Northeast Monmouth"	"000270"	228	146	143	229	221	135	307	81	283	154	215
"KS"	2002	2	"SHAWNEE"	"Northwest Monmouth"	"000280"	238	163	148	255	235	164	334	77	322	146	258
"KS"	2002	2	"SHAWNEE"	"PROVISIONAL"	"999999"	329	196	286	231	354	159	344	213	295	260	249
"KS"	2002	2	"SHAWNEE"	"Pauline - South Potter H53"	"200050"	122	63	68	119	126	58	150	38	145	68	114
"KS"	2002	2	"SHAWNEE"	"Pawnee"	"000290"	272	196	153	308	258	209	397	97	360	152	315
"KS"	2002	2	"SHAWNEE"	"Peck"	"000300"	173	108	105	179	187	93	232	69	213	115	168
"KS"	2002	2	"SHAWNEE"	"Ponca"	"000310"	172	108	108	173	176	102	224	80	196	111	168
"KS"	2002	2	"SHAWNEE"	"Pottawatomie"	"000320"	303	211	215	299	310	186	414	125	369	201	307
"KS"	2002	2	"SHAWNEE"	"Rochester"	"000330"	230	140	184	192	238	122	282	105	252	160	207
"KS"	2002	2	"SHAWNEE"	"Sherwood"	"000340"	220	127	109	233	214	127	281	80	263	137	206
"KS"	2002	2	"SHAWNEE"	"Sioux"	"000350"	186	120	136	169	181	116	243	83	212	126	176
"KS"	2002	2	"SHAWNEE"	"South Mission"	"000360"	290	184	165	311	269	189	375	95	366	176	283
"KS"	2002	2	"SHAWNEE"	"South Monmouth"	"000370"	280	208	181	310	272	200	404	112	362	177	304
"KS"	2002	2	"SHAWNEE"	"South Sherwood"	"000390"	343	287	157	476	334	292	548	102	520	191	432
"KS"	2002	2	"SHAWNEE"	"South Tecumseh"	"000400"	191	112	119	184	196	104	230	88	210	131	164
"KS"	2002	2	"SHAWNEE"	"Topeka City Ward 13 Precinct 02"	"200130"	31	37	22	45	46	23	49	18	47	28	41
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 01 Precinct 01"	"000410"	128	52	118	60	134	40	119	82	90	109	71
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 01 Precinct 02"	"000420"	142	72	135	82	150	59	131	93	115	110	95
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 01 Precinct 03"	"000430"	146	66	131	80	155	55	151	89	115	114	96
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 01 Precinct 04"	"000440"	163	62	133	92	166	52	167	87	131	123	104
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 01 Precinct 05"	"000450"	258	146	205	196	267	124	293	133	250	183	217
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 01 Precinct 06"	"000460"	141	103	109	135	145	88	192	72	171	95	145
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 01 Precinct 96 (Exclave)"	"000470"	54	41	33	62	44	46	81	21	70	36	59
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 01"	"000480"	168	94	141	117	180	75	181	87	157	128	124
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 02"	"000490"	139	62	112	89	140	56	129	90	108	112	89
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 03"	"000500"	138	50	113	76	135	46	130	77	102	103	82
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 04"	"000510"	132	55	129	58	145	38	120	87	96	104	84
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 05"	"000520"	136	56	127	65	138	51	123	73	110	111	78
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 06"	"000530"	124	54	120	57	128	47	111	85	84	109	67
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 07"	"000540"	113	42	110	42	122	29	86	88	53	101	51
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 08"	"000550"	91	28	99	19	105	14	61	80	31	80	38
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 09"	"000560"	182	66	165	81	188	59	148	123	112	158	90
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 10"	"000570"	214	46	208	51	211	46	142	157	85	183	75
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 02 Precinct 11"	"000580"	54	37	50	38	64	26	61	36	52	38	50
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 01"	"000590"	176	70	138	106	182	55	167	99	133	127	112
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 02"	"000600"	187	66	150	104	180	65	159	96	145	148	102
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 03"	"000610"	96	33	85	43	91	34	87	62	59	66	58
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 04"	"000620"	77	45	69	51	82	31	86	38	76	56	64
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 05"	"000630"	91	31	87	35	94	30	67	71	47	75	45
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 06"	"000640"	102	34	82	52	98	36	78	65	68	82	49
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 07"	"000650"	102	57	93	67	110	41	109	66	83	83	70
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 08"	"000660"	131	44	102	68	125	46	108	81	88	100	73
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 09"	"000670"	81	26	76	32	87	18	73	58	50	60	42
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 03 Precinct 10"	"000680"	93	53	81	62	95	45	89	57	75	71	67
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 01"	"000690"	175	63	168	73	187	48	161	127	106	135	100
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 02"	"000700"	96	27	98	25	100	18	63	82	36	89	31
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 03"	"000710"	91	23	88	25	96	16	62	72	27	84	28
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 04"	"000720"	125	39	125	41	139	24	92	107	56	111	52
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 05"	"000730"	57	19	50	25	60	15	41	48	27	54	22
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 06"	"000740"	142	58	123	74	155	40	114	105	82	127	65
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 07"	"000750"	98	33	82	49	103	21	84	65	60	84	43
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 08"	"000760"	131	55	123	65	147	34	122	76	95	104	80
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 09"	"000770"	144	68	132	82	148	58	136	100	107	125	90
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 10"	"000780"	179	69	151	97	188	56	173	121	121	136	104
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 04 Precinct 11"	"000790"	157	91	123	128	156	82	180	93	150	112	133
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 01"	"000810"	196	108	136	171	208	92	239	85	207	137	161
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 02"	"000820"	125	68	122	71	144	47	136	79	113	102	91
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 03"	"000830"	132	74	119	88	147	58	139	82	114	107	100
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 04"	"000840"	153	64	124	92	155	62	160	92	118	119	94
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 05"	"000850"	134	62	117	79	133	55	130	94	100	119	78
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 06"	"000860"	105	77	107	75	122	58	133	73	105	100	85
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 07"	"000870"	146	66	132	85	166	48	148	107	103	128	84
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 08 Part A"	"00088A"	131	51	107	71	123	55	118	79	97	103	79
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 09"	"000890"	170	127	144	153	184	113	223	99	194	125	170
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 10"	"000900"	253	155	194	215	282	124	320	125	274	185	219
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 11"	"000910"	396	307	272	427	450	243	567	186	492	279	418
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 14"	"200100"	56	40	37	58	52	43	85	20	76	31	65
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 05 Precinct 91 (Exclave)"	"000930"	38	23	37	23	48	12	49	18	42	27	33
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 06 Precinct 01"	"000940"	104	43	102	46	122	21	85	90	52	91	53
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 06 Precinct 02"	"000950"	118	45	117	47	124	35	106	69	82	89	70
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 06 Precinct 03"	"000960"	186	99	98	191	186	93	235	84	196	122	161
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 06 Precinct 04"	"000970"	153	100	108	141	166	79	209	68	180	102	146
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 06 Precinct 05"	"000980"	139	106	116	128	157	93	193	84	161	108	141
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 06 Precinct 06"	"000990"	118	61	93	84	132	44	120	68	103	93	79
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 06 Precinct 07"	"001000"	89	60	64	85	94	51	112	59	90	74	75
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 06 Precinct 08"	"001010"	174	69	144	98	179	55	166	105	133	123	114
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 06 Precinct 09"	"001020"	245	140	167	214	254	122	300	111	261	172	209
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 01"	"001040"	235	55	133	156	231	61	205	80	206	173	110
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 02"	"001050"	163	100	129	136	176	86	196	81	168	129	129
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 03"	"001060"	174	89	122	142	193	71	186	93	162	136	127
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 04"	"001070"	205	118	166	150	220	95	232	113	190	150	163
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 05"	"001080"	136	105	109	137	147	93	179	69	166	105	141
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 06"	"001090"	136	92	94	136	148	75	181	59	164	95	131
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 07"	"001100"	154	76	122	106	168	60	164	81	143	117	109
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 08"	"001110"	52	23	50	21	54	19	42	48	23	42	30
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 09"	"001120"	130	88	95	122	140	74	177	60	148	101	110
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 10"	"001130"	166	78	125	118	162	76	166	88	152	115	125
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 07 Precinct 11"	"001140"	222	104	176	147	233	88	221	131	188	188	135
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 01"	"001150"	144	61	128	81	146	53	122	95	101	105	98
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 02"	"001160"	151	85	121	113	153	82	161	92	136	122	113
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 03"	"001170"	214	100	184	127	229	75	207	120	184	172	137
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 04"	"001180"	213	112	146	174	213	103	237	84	239	154	162
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 05"	"001190"	289	133	186	230	288	127	308	141	268	209	191
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 06"	"001200"	161	70	62	167	150	80	189	42	184	93	133
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 07"	"001210"	164	58	103	119	163	54	147	77	138	112	106
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 08"	"001220"	184	81	137	128	189	77	185	91	174	138	127
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 09"	"001230"	221	99	118	200	215	98	248	93	224	153	163
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 10"	"001240"	156	77	71	163	149	82	184	59	175	92	136
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 08 Precinct 11"	"001250"	225	106	149	178	231	100	245	104	220	155	174
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 01"	"001260"	125	87	97	116	130	77	148	70	138	93	116
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 02"	"001270"	130	72	97	104	136	62	137	65	136	102	97
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 03"	"001280"	237	114	130	218	228	125	269	97	246	160	189
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 04"	"001290"	229	102	146	188	224	102	244	106	228	164	164
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 05"	"001300"	143	96	101	138	154	80	186	67	164	99	134
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 06"	"001310"	206	111	126	187	216	95	223	75	231	138	173
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 08"	"001320"	243	120	167	196	253	98	267	122	230	180	177
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 09"	"001330"	162	100	91	168	164	98	204	69	190	119	141
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 10"	"001340"	325	163	182	302	336	142	355	141	338	240	239
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 09 Precinct 11"	"001350"	171	76	76	173	137	111	205	60	185	102	145
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 01"	"001360"	218	88	148	157	220	84	222	99	203	143	166
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 02"	"001370"	191	87	99	182	179	95	231	70	208	113	164
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 03"	"001380"	179	100	121	156	194	88	221	81	193	120	155
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 04"	"001390"	351	143	197	293	348	137	368	151	333	231	261
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 05"	"001400"	187	86	99	179	182	85	212	78	187	121	151
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 06"	"001410"	171	101	110	161	171	100	213	76	188	112	158
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 07"	"001420"	216	114	116	217	220	109	251	91	229	149	180
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 08"	"001430"	175	107	126	157	179	102	208	80	193	123	156
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 09"	"001440"	132	67	79	120	138	62	155	66	127	92	105
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 10"	"001450"	190	112	110	191	198	105	239	74	219	120	173
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 10 Precinct 11"	"001460"	243	144	164	223	267	112	290	114	259	164	205
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 01"	"001470"	135	82	83	136	142	75	175	57	160	96	120
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 02"	"001480"	193	96	117	170	189	90	223	91	193	121	161
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 03"	"001490"	148	83	82	150	143	85	184	62	166	98	131
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 04"	"001500"	281	102	149	230	255	119	304	91	284	157	221
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 05"	"001510"	204	124	122	202	213	100	246	91	233	136	184
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 06"	"001520"	183	97	118	162	203	74	205	90	179	128	148
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 07"	"001530"	187	115	119	183	193	102	226	102	193	140	159
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 08"	"001540"	162	95	96	161	172	89	203	72	183	109	149
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 09"	"001550"	199	104	116	190	198	106	242	96	209	134	172
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 11 Precinct 10"	"001560"	131	79	88	124	140	69	157	69	142	89	124
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 01"	"001570"	133	75	97	111	145	60	150	70	128	92	105
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 02"	"001580"	298	246	197	353	314	227	436	131	410	201	338
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 03"	"001590"	204	114	103	217	197	114	264	73	235	106	195
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 04"	"001600"	245	169	114	304	251	158	339	94	314	141	263
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 05"	"001610"	215	122	89	247	198	140	299	67	273	126	207
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 06"	"001620"	268	127	169	230	265	125	299	113	275	177	215
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 07"	"001630"	199	118	110	210	207	108	236	87	223	133	181
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 08"	"001640"	240	99	139	206	241	99	264	103	235	155	182
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 09"	"001650"	306	184	185	307	306	175	392	115	359	207	277
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 10"	"001660"	354	269	214	412	354	259	495	147	469	249	368
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 11"	"001670"	271	219	115	379	282	195	414	81	409	153	327
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 13"	"001690"	359	254	166	439	324	280	530	100	506	190	414
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 14"	"00170A"	205	114	114	200	205	107	261	65	244	125	190
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 15"	"001710"	275	179	143	305	272	169	370	106	341	164	285
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 16"	"001720"	262	142	134	270	252	146	324	96	304	162	241
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 17"	"001730"	245	184	68	363	237	187	375	67	362	124	299
"KS"	2002	2	"SHAWNEE"	"Topeka Ward 12 Precinct 60"	"001740"	16	13	3	27	13	12	26	2	28	6	22
