state	year	county	precinct	g2002_GOV_tv	g2002_GOV_rv	g2002_GOV_dv	g2002_USS_tv	g2002_USS_rv	g2002_USS_dv
"GA"	2002	"Madison County"	"POCA"	319	216	88	321	198	116
"GA"	2002	"Marion County"	"BRANTLEY"	158	118	39	157	105	48
"GA"	2002	"Marion County"	"BUENA VISTA"	574	198	364	572	183	381
"GA"	2002	"Marion County"	"DOYLE"	116	63	51	114	58	54
"GA"	2002	"Marion County"	"DRANEVILLE"	146	67	75	145	63	80
"GA"	2002	"Marion County"	"FORT PERRY"	227	92	123	228	97	126
"GA"	2002	"Marion County"	"PINEKNOT"	269	162	103	265	149	112
"GA"	2002	"Marion County"	"TAZEWELL"	172	113	57	165	94	69
"GA"	2002	"McDuffie County"	"DEARING"	690	468	214	690	467	211
"GA"	2002	"McDuffie County"	"DEPOT"	578	167	400	579	155	419
"GA"	2002	"McDuffie County"	"HAPPY VALLEY"	159	65	94	158	63	94
"GA"	2002	"McDuffie County"	"MARSHALL"	574	418	145	573	419	148
"GA"	2002	"McDuffie County"	"NATIONAL GUARD ARMORY"	542	228	304	542	216	318
"GA"	2002	"McDuffie County"	"PINE GROVE"	505	391	106	504	387	112
"GA"	2002	"McDuffie County"	"QUEEN OF ANGELS"	323	69	248	317	64	251
"GA"	2002	"McDuffie County"	"SHRINE"	196	115	78	197	101	91
"GA"	2002	"McDuffie County"	"THOMSON MIDDLE SCHOOL"	691	511	175	688	504	180
"GA"	2002	"McDuffie County"	"WHITE OAK"	300	154	141	300	153	141
"GA"	2002	"McIntosh County"	"1312TH - SAPELO ISLAND"						
"GA"	2002	"McIntosh County"	"1480TH - TOWNSEND"	143	51	90	141	51	85
"GA"	2002	"McIntosh County"	"1515TH - CRESCENT"	590	162	421	589	163	419
"GA"	2002	"McIntosh County"	"1771ST - DARIEN"	741	353	373	747	321	413
"GA"	2002	"McIntosh County"	"22ND - SOUTH NEWPORT"	645	362	271	645	334	297
"GA"	2002	"McIntosh County"	"271ST - NORTH DARIEN"	610	312	281	609	284	313
"GA"	2002	"Meriwether County"	"ALVATON"	398	178	216	393	163	224
"GA"	2002	"Meriwether County"	"CHALYBEATE"	174	120	48	172	92	77
"GA"	2002	"Meriwether County"	"COVE"	122	84	36	120	69	50
"GA"	2002	"Meriwether County"	"DURAND"	224	121	99	224	101	118
"GA"	2002	"Meriwether County"	"GAY"	153	85	65	155	82	73
"GA"	2002	"Meriwether County"	"GREENVILLE"	610	229	367	602	229	361
"GA"	2002	"Meriwether County"	"LONE OAK"	333	140	188	333	125	203
"GA"	2002	"Meriwether County"	"LUTHERSVILLE"	697	279	400	688	253	423
"GA"	2002	"Meriwether County"	"MANCHESTER GILL I"	706	443	248	714	386	317
"GA"	2002	"Meriwether County"	"MANCHESTER GILL II"	376	64	307	378	62	314
"GA"	2002	"Meriwether County"	"ODESSADALE"	98	41	56	99	42	57
"GA"	2002	"Meriwether County"	"RALEIGH"	201	132	62	204	124	78
"GA"	2002	"Meriwether County"	"WARM SPRINGS"	490	255	224	486	231	241
"GA"	2002	"Meriwether County"	"WOODBURY"	589	250	332	579	225	350
"GA"	2002	"Miller County"	"COLQUITT-MILLER"	1288	691	576	1292	689	581
"GA"	2002	"Mitchell County"	"BACONTON"	388	160	216	386	169	211
"GA"	2002	"Mitchell County"	"BRANCHVILLE"	229	123	102	228	123	102
"GA"	2002	"Mitchell County"	"CAMILLA NORTH"	658	113	533	668	115	547
"GA"	2002	"Mitchell County"	"CAMILLA SOUTH"	1187	554	622	1191	557	626
"GA"	2002	"Mitchell County"	"COTTON"	161	86	74	161	90	70
"GA"	2002	"Mitchell County"	"HINSONTON"	77	46	31	78	54	24
"GA"	2002	"Mitchell County"	"HOPEFUL"	169	89	79	170	85	85
"GA"	2002	"Mitchell County"	"LESTER"	362	233	123	366	229	134
"GA"	2002	"Mitchell County"	"PEBBLE CITY"	71	41	30	73	42	31
"GA"	2002	"Mitchell County"	"PELHAM"	973	381	584	978	375	594
"GA"	2002	"Mitchell County"	"SALE CITY"	193	91	99	194	90	103
"GA"	2002	"Monroe County"	"BENTONS #1"	872	644	216	873	651	217
"GA"	2002	"Monroe County"	"BRANTLEYS #2"	342	237	101	341	233	105
"GA"	2002	"Monroe County"	"BURGAYS #3"	784	623	150	785	622	155
"GA"	2002	"Monroe County"	"CABANISS #4"	221	120	95	220	112	105
"GA"	2002	"Monroe County"	"COX #5"	260	178	78	263	170	92
"GA"	2002	"Monroe County"	"CULLODEN #6"	192	94	97	193	91	101
"GA"	2002	"Monroe County"	"DILLARDS #7"	305	209	93	305	203	100
"GA"	2002	"Monroe County"	"EVERS #8"	359	230	117	356	225	124
"GA"	2002	"Monroe County"	"FORSYTH #9"	1498	641	830	1512	630	867
"GA"	2002	"Monroe County"	"HIGH FALLS #10"	427	265	147	429	269	148
"GA"	2002	"Monroe County"	"KELSEYS #11"	293	113	174	293	119	172
"GA"	2002	"Monroe County"	"MIDDLEBROOKS #12"	387	273	104	386	258	123
"GA"	2002	"Monroe County"	"PROCTORS #13"	209	128	72	210	119	86
"GA"	2002	"Monroe County"	"RUSSELLVILLE #14"	169	129	39	170	128	41
"GA"	2002	"Montgomery County"	"AILEY"	197	100	95	199	104	94
"GA"	2002	"Montgomery County"	"ALSTON"	163	138	24	165	113	49
"GA"	2002	"Montgomery County"	"HIGGSTON"	373	274	88	372	255	115
"GA"	2002	"Montgomery County"	"KIBBEE"	216	181	34	211	155	55
"GA"	2002	"Montgomery County"	"MOUNT VERNON"	541	318	214	540	282	254
"GA"	2002	"Montgomery County"	"TARRYTOWN"	126	96	29	126	85	38
"GA"	2002	"Montgomery County"	"UVALDA"	382	241	132	380	210	165
"GA"	2002	"Morgan County"	"APALACHEE"	236	143	87	233	129	98
"GA"	2002	"Morgan County"	"BOSTWICK"	573	359	196	575	348	215
"GA"	2002	"Morgan County"	"BUCKHEAD"	725	482	229	726	486	226
"GA"	2002	"Morgan County"	"MADISON CITY 1"	614	270	330	619	259	351
"GA"	2002	"Morgan County"	"MADISON CITY 2"	652	418	220	656	403	250
"GA"	2002	"Morgan County"	"MADISON CITY 3"	234	45	181	232	44	185
"GA"	2002	"Morgan County"	"PENNINGTON"	227	165	55	230	168	59
"GA"	2002	"Morgan County"	"RUTLEDGE"	730	462	254	728	476	246
"GA"	2002	"Morgan County"	"SPRINGFIELD"	289	175	109	289	176	113
"GA"	2002	"Morgan County"	"WEST MORGAN"	287	211	70	287	204	79
"GA"	2002	"Murray County"	"CRTRS-DOOLITTLE #872"	529	326	182	527	310	208
"GA"	2002	"Murray County"	"McDONALD #1013"	593	335	231	595	332	247
"GA"	2002	"Murray County"	"NORTH #874"	602	390	190	602	374	218
"GA"	2002	"Murray County"	"SHUCK PEN #1039"	634	397	212	628	377	230
"GA"	2002	"Murray County"	"SOUTHWEST #1291"	716	475	228	715	434	272
"GA"	2002	"Murray County"	"SPRING PLACE #1895"	1053	668	342	1054	660	369
"GA"	2002	"Murray County"	"TOWN #824"	1837	1148	645	1845	1046	762
"GA"	2002	"Muscogee County"	"ARNOLD"	715	399	311	719	427	287
"GA"	2002	"Muscogee County"	"BEALLWOOD"	684	290	384	680	312	356
"GA"	2002	"Muscogee County"	"BLACKMON RD"	807	426	376	812	460	348
"GA"	2002	"Muscogee County"	"BLANCHARD"	1244	748	482	1250	780	460
"GA"	2002	"Muscogee County"	"BREWER"	630	68	556	630	69	555
"GA"	2002	"Muscogee County"	"BRITT DAVID"	878	481	384	885	494	381
"GA"	2002	"Muscogee County"	"BRITT@WYNNTON"	876	33	829	863	37	811
"GA"	2002	"Muscogee County"	"CARVER"	531	40	480	529	36	484
"GA"	2002	"Muscogee County"	"CLUBVIEW"	1152	701	433	1156	792	353
"GA"	2002	"Muscogee County"	"COLUMBUS HIGH"	588	296	280	590	325	256
"GA"	2002	"Muscogee County"	"COMER"	294	109	176	297	114	175
"GA"	2002	"Muscogee County"	"DAWSON"	1024	65	944	1032	61	960
"GA"	2002	"Muscogee County"	"DBL CHURCHES"	1162	681	468	1164	742	411
"GA"	2002	"Muscogee County"	"DIMON"	849	90	742	855	98	751
"GA"	2002	"Muscogee County"	"EDDY"	278	57	216	278	61	215
"GA"	2002	"Muscogee County"	"EDGEWOOD BAPTIST"	428	174	241	429	184	239
"GA"	2002	"Muscogee County"	"EDGEWOOD ELEM"	612	231	376	618	226	386
"GA"	2002	"Muscogee County"	"FIRST AFRICAN"	330	68	252	329	70	254
"GA"	2002	"Muscogee County"	"FORREST RD"	788	47	733	789	37	749
"GA"	2002	"Muscogee County"	"FORT"	874	30	836	880	30	842
"GA"	2002	"Muscogee County"	"GALLOPS"	346	154	187	348	175	167
"GA"	2002	"Muscogee County"	"GENTIAN"	832	418	403	832	432	387
"GA"	2002	"Muscogee County"	"GEORGETOWN"	734	113	612	736	122	604
"GA"	2002	"Muscogee County"	"HANNAN"	282	31	243	279	30	247
"GA"	2002	"Muscogee County"	"HARDAWAY"	583	356	220	583	403	177
"GA"	2002	"Muscogee County"	"HEIFERHORN"	575	341	230	576	371	201
"GA"	2002	"Muscogee County"	"JOHNSON"	680	333	328	680	346	324
"GA"	2002	"Muscogee County"	"KEY"	717	190	515	719	205	501
"GA"	2002	"Muscogee County"	"LIBERTY"	569	33	530	567	33	528
"GA"	2002	"Muscogee County"	"MATHEWS"	1020	589	422	1016	637	371
"GA"	2002	"Muscogee County"	"MIDLAND ACADEMY"	180	79	100	181	81	99
"GA"	2002	"Muscogee County"	"MOON"	773	436	327	772	469	298
"GA"	2002	"Muscogee County"	"MORNINGSIDE"	914	497	399	914	543	359
"GA"	2002	"Muscogee County"	"MUSCOGEE"	524	30	481	521	29	481
"GA"	2002	"Muscogee County"	"N LUMPKIN"	624	49	563	617	45	561
"GA"	2002	"Muscogee County"	"PSALMOND RD"	542	292	243	545	332	210
"GA"	2002	"Muscogee County"	"REESE RD"	1126	630	483	1135	665	462
"GA"	2002	"Muscogee County"	"RIGDON"	782	25	749	782	23	756
"GA"	2002	"Muscogee County"	"ROTHSCHILD"	825	179	636	825	195	616
"GA"	2002	"Muscogee County"	"SHAW"	1489	844	626	1488	916	559
"GA"	2002	"Muscogee County"	"SPENCER"	548	73	464	545	78	460
"GA"	2002	"Muscogee County"	"ST MARYS ELEM"	676	39	631	675	28	644
"GA"	2002	"Muscogee County"	"ST MARYS UMC"	172	26	143	168	26	142
"GA"	2002	"Muscogee County"	"ST STEPHENS"	1080	631	433	1081	685	383
"GA"	2002	"Muscogee County"	"WADDELL"	729	274	436	727	298	423
"GA"	2002	"Muscogee County"	"WESLEY HGTS"	563	126	432	566	134	426
"GA"	2002	"Muscogee County"	"WYNNBROOK"	1450	876	565	1457	1072	383
"GA"	2002	"Muscogee County"	"WYNNTON METHODIST"	861	454	393	859	489	364
"GA"	2002	"Newton County"	"ALCOVY"	933	584	318	937	580	348
"GA"	2002	"Newton County"	"ALMON"	880	472	390	876	478	390
"GA"	2002	"Newton County"	"BEAVERDAM"	717	385	316	717	378	332
"GA"	2002	"Newton County"	"BREWERS"	639	409	203	641	402	217
"GA"	2002	"Newton County"	"BRICK STORE"	1479	1018	411	1479	1037	417
"GA"	2002	"Newton County"	"BUCK CREEK"	917	527	358	918	558	346
"GA"	2002	"Newton County"	"CEDAR SHOALS"	500	254	221	504	246	244
"GA"	2002	"Newton County"	"CITY POND"	424	64	354	420	71	347
"GA"	2002	"Newton County"	"COVINGTON MILLS"	571	309	245	569	318	246
"GA"	2002	"Newton County"	"DOWNS"	1101	693	366	1102	734	351
"GA"	2002	"Newton County"	"FAIRVIEW"	772	374	379	777	374	395
"GA"	2002	"Newton County"	"GUM CREEK"	1132	796	307	1135	810	312
"GA"	2002	"Newton County"	"LEGUINN"	479	325	137	480	325	148
"GA"	2002	"Newton County"	"LIVINGSTON"	614	255	349	614	265	339
"GA"	2002	"Newton County"	"MANSFIELD"	495	333	146	497	339	149
"GA"	2002	"Newton County"	"NEWBORN"	255	170	80	257	176	79
"GA"	2002	"Newton County"	"OXFORD"	767	449	298	771	445	314
"GA"	2002	"Newton County"	"ROCKY PLAINS"	372	220	142	372	213	154
"GA"	2002	"Newton County"	"STANSELLS"	873	502	333	876	522	340
"GA"	2002	"Newton County"	"TOWN"	823	159	638	818	151	649
"GA"	2002	"Oconee County"	"ANTIOCH"	501	324	158	500	305	187
"GA"	2002	"Oconee County"	"BISHOP"	395	262	119	395	273	114
"GA"	2002	"Oconee County"	"BOGART"	695	471	200	699	478	209
"GA"	2002	"Oconee County"	"BRIARWOOD"	949	626	304	953	606	334
"GA"	2002	"Oconee County"	"CIVIC CENTER"	656	422	211	658	422	222
"GA"	2002	"Oconee County"	"DARK CORNER"	662	478	164	662	472	178
"GA"	2002	"Oconee County"	"EASTVILLE"	980	672	289	986	683	290
"GA"	2002	"Oconee County"	"FARMINGTON"	247	156	80	247	143	101
"GA"	2002	"Oconee County"	"FLAT ROCK"	678	457	195	680	449	221
"GA"	2002	"Oconee County"	"FRIENDSHIP"	890	576	298	888	598	278
"GA"	2002	"Oconee County"	"HIGH SHOALS"	418	266	136	422	267	148
"GA"	2002	"Oconee County"	"MARS HILL"	801	537	252	801	570	226
"GA"	2002	"Oconee County"	"WATKINSVILLE EAST"	1079	687	358	1081	683	387
"GA"	2002	"Oconee County"	"WATKINSVILLE WEST"	562	332	213	564	329	225
"GA"	2002	"Oglethorpe County"	"BEAVERDAM"	574	386	166	577	359	205
"GA"	2002	"Oglethorpe County"	"CRAWFORD"	563	321	221	561	322	229
"GA"	2002	"Oglethorpe County"	"FALLING CREEK"	258	146	103	259	139	114
"GA"	2002	"Oglethorpe County"	"GLADE"	137	77	53	138	73	64
"GA"	2002	"Oglethorpe County"	"GOOSEPOND"	146	86	58	147	80	64
"GA"	2002	"Oglethorpe County"	"GROVE CREEK"	166	110	52	163	101	57
"GA"	2002	"Oglethorpe County"	"LEXINGTON"	675	375	279	678	374	297
"GA"	2002	"Oglethorpe County"	"PLEASANT HILL"	266	161	94	267	161	98
"GA"	2002	"Oglethorpe County"	"WOLFSKIN"	285	162	109	285	168	113
"GA"	2002	"Oglethorpe County"	"WOODSTOCK"	107	51	55	107	48	58
"GA"	2002	"Paulding County"	"ALLGOOD"	802	569	213	797	558	226
"GA"	2002	"Paulding County"	"BURNT HICKORY"	752	537	191	755	522	218
"GA"	2002	"Paulding County"	"DOBBINS"	1251	621	597	1247	673	558
"GA"	2002	"Paulding County"	"EAST PAULDING HIGH"	1390	992	358	1391	1022	354
"GA"	2002	"Paulding County"	"HERSHEL JONES"	904	532	340	906	524	367
"GA"	2002	"Paulding County"	"HIRAM ELEM"	965	601	332	965	604	346
"GA"	2002	"Paulding County"	"HIRAM HIGH"	980	679	267	982	673	300
"GA"	2002	"Paulding County"	"MCGARITY"	1131	789	310	1135	792	326
"GA"	2002	"Paulding County"	"NEBO"	1167	772	362	1172	785	367
"GA"	2002	"Paulding County"	"NEW GA"	641	453	169	641	444	190
"GA"	2002	"Paulding County"	"NORTHSIDE"	578	422	142	581	401	175
"GA"	2002	"Paulding County"	"PANTER"	770	545	212	769	563	200
"GA"	2002	"Paulding County"	"PAULDING CO HIGH"	1091	722	332	1092	734	338
"GA"	2002	"Paulding County"	"PB RITCH"	1327	916	381	1324	912	392
"GA"	2002	"Paulding County"	"ROBERTS"	949	641	282	950	614	317
"GA"	2002	"Paulding County"	"SENATORS RIDGE"	218	163	46	219	180	38
"GA"	2002	"Paulding County"	"SHELTON"	1605	1165	385	1608	1225	352
"GA"	2002	"Paulding County"	"SOUTH PAULDING"	571	402	159	570	389	170
"GA"	2002	"Paulding County"	"UNION"	728	501	204	731	461	257
"GA"	2002	"Paulding County"	"WC ABNEY"	938	651	260	941	655	270
"GA"	2002	"Paulding County"	"YORKVILLE TALLATOONA"	740	495	226	743	477	245
"GA"	2002	"Peach County"	"BYRON #1"	778	541	227	776	533	234
"GA"	2002	"Peach County"	"BYRON #2"	1096	818	262	1101	790	299
"GA"	2002	"Peach County"	"CLAUDE"	266	207	53	266	199	63
"GA"	2002	"Peach County"	"FORT VALLEY #1"	1074	621	439	1084	591	480
"GA"	2002	"Peach County"	"FORT VALLEY #2"	796	258	531	805	222	577
"GA"	2002	"Peach County"	"FORT VALLEY #3"	873	99	758	890	78	807
"GA"	2002	"Peach County"	"POWERSVILLE"	361	266	89	361	258	100
"GA"	2002	"Pickens County"	"APPALACHIAN"	622	424	175	624	425	188
"GA"	2002	"Pickens County"	"DUG ROAD"	917	636	258	919	655	249
"GA"	2002	"Pickens County"	"HILL"	280	188	77	280	170	100
"GA"	2002	"Pickens County"	"HINTON"	231	152	76	234	143	91
"GA"	2002	"Pickens County"	"JASPER"	701	433	245	702	388	306
"GA"	2002	"Pickens County"	"JERUSALEM"	209	154	46	210	149	58
"GA"	2002	"Pickens County"	"LUDVILLE"	182	139	37	182	137	43
"GA"	2002	"Pickens County"	"NELSON"	373	269	94	374	274	98
"GA"	2002	"Pickens County"	"SHARP MOUNTAIN"	961	641	296	970	675	281
"GA"	2002	"Pickens County"	"TALKING ROCK"	355	224	115	354	204	144
"GA"	2002	"Pickens County"	"TOWN"	533	334	181	532	316	208
"GA"	2002	"Pickens County"	"TOWNSEND"	549	371	162	547	365	176
"GA"	2002	"Pierce County"	"1"	858	588	259	852	573	272
"GA"	2002	"Pierce County"	"2"	897	698	192	897	665	227
"GA"	2002	"Pierce County"	"3A"	499	403	92	497	397	96
"GA"	2002	"Pierce County"	"3B"	471	373	89	473	356	115
"GA"	2002	"Pierce County"	"4A"	383	243	137	381	213	160
"GA"	2002	"Pierce County"	"4B"	178	146	32	181	141	38
"GA"	2002	"Pierce County"	"4C"	190	164	25	191	158	30
"GA"	2002	"Pierce County"	"4D"	130	107	20	127	100	27
"GA"	2002	"Pike County"	"CONCORD"	506	295	206	508	264	237
"GA"	2002	"Pike County"	"HOLLONVILLE"	419	312	102	419	307	111
"GA"	2002	"Pike County"	"LIFSEY SPRINGS"	359	249	100	359	235	119
"GA"	2002	"Pike County"	"MEANSVILLE"	414	302	101	416	283	129
"GA"	2002	"Pike County"	"MOLENA"	439	275	153	440	271	167
"GA"	2002	"Pike County"	"SECOND DISTRICT"	715	556	146	717	532	180
"GA"	2002	"Pike County"	"WILLIAMSON"	409	315	88	408	303	101
"GA"	2002	"Pike County"	"ZEBULON"	635	362	251	634	335	288
"GA"	2002	"Polk County"	"ANTIOCH"	498	306	180	499	291	203
"GA"	2002	"Polk County"	"ARAGON"	641	386	235	644	343	288
"GA"	2002	"Polk County"	"BLOOMING GROVE"	378	234	125	381	213	161
"GA"	2002	"Polk County"	"BROWNING"	201	146	50	203	139	60
"GA"	2002	"Polk County"	"CEDARTOWN"	1456	703	719	1467	616	831
"GA"	2002	"Polk County"	"ESOM HILL"	164	111	51	161	92	67
"GA"	2002	"Polk County"	"FISH CREEK"	1072	670	368	1061	575	466
"GA"	2002	"Polk County"	"LAKE CREEK"	1122	758	350	1122	707	401
"GA"	2002	"Polk County"	"PRIOR STATION"	517	319	185	520	303	204
"GA"	2002	"Polk County"	"ROCKMART"	1579	879	665	1577	760	793
"GA"	2002	"Polk County"	"YOUNGS"	502	281	188	508	254	234
"GA"	2002	"Pulaski County"	"BLUE SPRINGS"	81	67	14	82	58	23
"GA"	2002	"Pulaski County"	"DUPREE"	193	140	51	194	129	65
"GA"	2002	"Pulaski County"	"FINLEYSON"	92	58	34	90	54	36
"GA"	2002	"Pulaski County"	"HARTFORD"	274	185	87	273	151	119
"GA"	2002	"Pulaski County"	"HAWKINSVILLE"	1452	938	496	1457	844	599
"GA"	2002	"Pulaski County"	"MITCHELL"	96	68	28	96	63	33
"GA"	2002	"Putnam County"	"1"	934	485	433	930	443	475
"GA"	2002	"Putnam County"	"2"	752	279	462	744	267	470
"GA"	2002	"Putnam County"	"3A"	1054	755	285	1056	790	257
"GA"	2002	"Putnam County"	"3B"	588	399	172	589	360	220
"GA"	2002	"Putnam County"	"4A"	594	417	168	592	398	190
"GA"	2002	"Putnam County"	"4B"	721	423	283	723	403	307
"GA"	2002	"Quitman County"	"GEORGETOWN"	493	134	348	484	159	316
"GA"	2002	"Quitman County"	"MORRIS"	53	5	38	52	15	37
"GA"	2002	"Rabun County"	"CHECHERO"	348	206	137	345	193	146
"GA"	2002	"Rabun County"	"CLAYTON"	1028	529	471	1040	500	522
"GA"	2002	"Rabun County"	"LAKEMONT-STONEP"	593	350	224	593	356	219
"GA"	2002	"Rabun County"	"MOCCASIN"	67	46	19	67	46	20
"GA"	2002	"Rabun County"	"PERSIMMON"	200	119	76	199	104	93
"GA"	2002	"Rabun County"	"TALLULAH"	311	208	98	314	205	105
"GA"	2002	"Rabun County"	"TIGER"	457	275	177	457	257	191
"GA"	2002	"Rabun County"	"VALLEY"	782	442	317	783	441	328
"GA"	2002	"Rabun County"	"WARWOMAN"	157	46	109	156	49	103
"GA"	2002	"Randolph County"	"4TH DISTRICT"	52	40	10	52	35	16
"GA"	2002	"Randolph County"	"BENEVOLENCE"	110	60	46	108	51	56
"GA"	2002	"Randolph County"	"CARNEGIE"	137	80	55	137	84	49
"GA"	2002	"Randolph County"	"COLEMAN"	95	41	52	96	43	53
"GA"	2002	"Randolph County"	"CUTHBERT"	713	246	459	709	243	455
"GA"	2002	"Randolph County"	"FOUNTAIN BRIDGE"	78	53	25	79	42	37
"GA"	2002	"Randolph County"	"MIDDLE SCHL"	158	7	148	149	4	142
"GA"	2002	"Randolph County"	"SHELLMAN"	356	103	252	357	105	249
"GA"	2002	"Randolph County"	"SPRINGVALE"	67	25	42	65	27	36
"GA"	2002	"Richmond County"	"101"	579	320	245	578	344	217
"GA"	2002	"Richmond County"	"102"	357	102	238	356	114	228
"GA"	2002	"Richmond County"	"103"	545	14	520	538	19	510
"GA"	2002	"Richmond County"	"104"	984	59	913	992	64	912
"GA"	2002	"Richmond County"	"105"	275	8	266	271	6	264
"GA"	2002	"Richmond County"	"106"	272	104	161	268	108	155
"GA"	2002	"Richmond County"	"107"	844	402	426	849	423	415
"GA"	2002	"Richmond County"	"108"	216	5	208	207	8	196
"GA"	2002	"Richmond County"	"109"	420	76	339	418	79	335
"GA"	2002	"Richmond County"	"110"	97	27	67	99	28	70
"GA"	2002	"Richmond County"	"111"	318	101	211	315	118	191
"GA"	2002	"Richmond County"	"112"	302	103	197	298	122	171
"GA"	2002	"Richmond County"	"201"	517	35	478	509	32	470
"GA"	2002	"Richmond County"	"202"	1180	352	810	1179	392	765
"GA"	2002	"Richmond County"	"203"	514	11	498	504	10	488
"GA"	2002	"Richmond County"	"204"	364	211	145	366	239	120
"GA"	2002	"Richmond County"	"205"	222	11	207	227	12	214
"GA"	2002	"Richmond County"	"206"	278	145	123	273	160	108
"GA"	2002	"Richmond County"	"207"	694	15	669	677	17	647
"GA"	2002	"Richmond County"	"208"	470	91	372	473	87	383
"GA"	2002	"Richmond County"	"209"	360	102	251	363	107	246
"GA"	2002	"Richmond County"	"210"	254	6	243	257	4	251
"GA"	2002	"Richmond County"	"301"	1224	765	445	1221	876	338
"GA"	2002	"Richmond County"	"302"	441	244	193	439	261	173
"GA"	2002	"Richmond County"	"303"	608	408	192	607	465	139
"GA"	2002	"Richmond County"	"304"	13	4	9	13	4	9
"GA"	2002	"Richmond County"	"305"	273	172	100	274	210	63
"GA"	2002	"Richmond County"	"306"	766	359	391	768	381	378
"GA"	2002	"Richmond County"	"307"	816	464	339	815	554	245
"GA"	2002	"Richmond County"	"308"	277	115	159	278	119	153
"GA"	2002	"Richmond County"	"309"	271	106	161	273	109	159
"GA"	2002	"Richmond County"	"310"	1145	313	817	1142	325	805
"GA"	2002	"Richmond County"	"401"	912	80	816	913	77	824
"GA"	2002	"Richmond County"	"402"	749	43	694	748	53	686
"GA"	2002	"Richmond County"	"403"	735	102	620	737	97	637
"GA"	2002	"Richmond County"	"404"	727	114	607	730	119	602
"GA"	2002	"Richmond County"	"405"	1202	114	1075	1199	127	1060
"GA"	2002	"Richmond County"	"406"	318	60	253	314	69	240
"GA"	2002	"Richmond County"	"407"	41	18	23	41	20	21
"GA"	2002	"Richmond County"	"408"	132	19	110	132	21	110
"GA"	2002	"Richmond County"	"501"	584	100	477	593	105	485
"GA"	2002	"Richmond County"	"502"	356	44	308	353	43	305
"GA"	2002	"Richmond County"	"503"	691	65	617	682	71	600
"GA"	2002	"Richmond County"	"504"	545	83	448	540	90	441
"GA"	2002	"Richmond County"	"505"	560	49	503	559	51	500
"GA"	2002	"Richmond County"	"506"	937	103	825	939	116	816
"GA"	2002	"Richmond County"	"507"	343	96	243	339	105	228
"GA"	2002	"Richmond County"	"508"	289	123	159	286	127	155
"GA"	2002	"Richmond County"	"509"	755	186	561	765	221	538
"GA"	2002	"Richmond County"	"601"	985	293	675	978	297	670
"GA"	2002	"Richmond County"	"602"	1029	579	440	1033	601	418
"GA"	2002	"Richmond County"	"603"	799	453	329	795	463	321
"GA"	2002	"Richmond County"	"604"	473	172	292	474	184	287
"GA"	2002	"Richmond County"	"605"	719	261	453	723	284	431
"GA"	2002	"Richmond County"	"606"	799	385	404	800	394	396
"GA"	2002	"Richmond County"	"701"	1360	814	530	1363	871	484
"GA"	2002	"Richmond County"	"702"	1031	590	423	1038	621	402
"GA"	2002	"Richmond County"	"703"	1033	591	431	1034	632	392
"GA"	2002	"Richmond County"	"704"	151	78	68	151	81	68
"GA"	2002	"Richmond County"	"705"	979	581	388	980	663	313
"GA"	2002	"Richmond County"	"706"	1782	1150	615	1784	1220	553
"GA"	2002	"Richmond County"	"707"	819	424	386	820	459	353
"GA"	2002	"Richmond County"	"708"	384	209	173	385	227	156
"GA"	2002	"Richmond County"	"801"	326	181	134	325	184	136
"GA"	2002	"Richmond County"	"802"	924	520	390	918	509	398
"GA"	2002	"Richmond County"	"803"	7	1	6	7	1	6
"GA"	2002	"Richmond County"	"804"	1426	718	684	1413	744	651
"GA"	2002	"Richmond County"	"805"	282	130	147	283	141	139
"GA"	2002	"Richmond County"	"806"	893	527	360	890	569	315
"GA"	2002	"Richmond County"	"807"	380	97	275	376	96	276
"GA"	2002	"Richmond County"	"808"	774	420	345	771	472	291
"GA"	2002	"Rockdale County"	"0MI--MILSTEAD"	932	395	503	936	418	497
"GA"	2002	"Rockdale County"	"1OT--OLDE TOWNE"	696	281	399	693	287	396
"GA"	2002	"Rockdale County"	"2RO--ROCKDALE"	1358	677	653	1359	681	662
"GA"	2002	"Rockdale County"	"3SH--SHEFFIELD"	821	505	284	827	524	288
"GA"	2002	"Rockdale County"	"4SM--SMYRNA"	1353	752	560	1356	766	577
"GA"	2002	"Rockdale County"	"5ST--STANTON"	1106	727	350	1120	729	373
"GA"	2002	"Rockdale County"	"BA--BARKSDALE"	1535	974	498	1533	1031	480
"GA"	2002	"Rockdale County"	"CO--CONYERS"	702	262	410	702	272	411
"GA"	2002	"Rockdale County"	"FI--FIELDSTONE"	1601	789	756	1604	825	762
"GA"	2002	"Rockdale County"	"FS--FLAT SHOALS"	1028	590	410	1033	597	421
"GA"	2002	"Rockdale County"	"HC--HONEY CREEK"	1142	743	352	1146	787	335
"GA"	2002	"Rockdale County"	"HI--HIGHTOWER"	1179	765	370	1187	789	372
"GA"	2002	"Rockdale County"	"LA--THE LAKES"	657	310	325	663	309	336
"GA"	2002	"Rockdale County"	"LO--LORRAINE"	1329	829	458	1325	842	461
"GA"	2002	"Rockdale County"	"MA--MAGNET"	1350	893	399	1349	936	390
"GA"	2002	"Rockdale County"	"SP--ST. PIUS"	1362	773	546	1369	821	526
"GA"	2002	"Schley County"	"PRECINCT ONE"	836	509	308	841	519	313
"GA"	2002	"Screven County"	"ACADEMY SCH GYM"	437	288	144	440	254	183
"GA"	2002	"Screven County"	"BAY BRANCH"	255	176	73	254	157	93
