state	year	county	precinct	cd	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"AR"	2000	"Jefferson County"	"New Town Challenged Ballots"	4	1	0	1	0	1	1
"AR"	2000	"Johnson County"	"Early & Absentee"	3	663	651	1345			
"AR"	2000	"Johnson County"	"01 Batson"	3	22	30	57			
"AR"	2000	"Johnson County"	"05 Hickey"	3	61	68	133			
"AR"	2000	"Johnson County"	"07 Horsehead"	3	71	86	169			
"AR"	2000	"Johnson County"	"12 Lee"	3	22	28	51			
"AR"	2000	"Johnson County"	"14 McKennon"	3	110	138	258			
"AR"	2000	"Johnson County"	"21 Prairie"	3	89	72	164			
"AR"	2000	"Johnson County"	"40 Stonewall"	3	61	53	124			
"AR"	2000	"Johnson County"	"43 Spadra Ward 1"	3	358	342	722			
"AR"	2000	"Johnson County"	"44 Spadra Ward 2"	3	166	189	366			
"AR"	2000	"Johnson County"	"45 Spadra Ward 3"	3	261	266	545			
"AR"	2000	"Johnson County"	"46 Spadra Ward 4"	3	175	227	410			
"AR"	2000	"Johnson County"	"48 Grant"	3	236	180	431			
"AR"	2000	"Johnson County"	"49 Howell"	3	144	225	383			
"AR"	2000	"Johnson County"	"50 King"	3	129	150	294			
"AR"	2000	"Johnson County"	"51 Perry"	3	92	189	290			
"AR"	2000	"Johnson County"	"52 Pitt. 3"	3	178	210	405			
"AR"	2000	"Johnson County"	"54 Redlick"	3	119	175	298			
"AR"	2000	"Johnson County"	"55 Ward"	3	151	142	309			
"AR"	2000	"Johnson County"	"56 Pitt. 7"	3	67	63	130			
"AR"	2000	"Johnson County"	"Lowgap/Sherman"	3	51	96	153			
"AR"	2000	"Johnson County"	"58 Dickerson/Hill Mulberry"	3	44	77	124			
"AR"	2000	"Johnson County"	"Overseas Absentees"	3	0	0	0			
"AR"	2000	"Lafayette County"	"Early"	4	107	114	224	111	110	221
"AR"	2000	"Lafayette County"	"Absentee"	4	101	85	187	103	85	188
"AR"	2000	"Lafayette County"	"5 Lewisville Ward-1"	4	116	98	219	114	103	217
"AR"	2000	"Lafayette County"	"10 Lewisville Ward-2"	4	48	35	83	44	37	81
"AR"	2000	"Lafayette County"	"15 Lewisville Ward-3"	4	209	43	255	222	37	259
"AR"	2000	"Lafayette County"	"20 Stamps Ward-1, Precinct 1"	4	23	44	67	32	36	68
"AR"	2000	"Lafayette County"	"30 Stamps Ward-2"	4	99	125	224	102	123	225
"AR"	2000	"Lafayette County"	"35 Stamps Ward-3"	4	148	40	189	156	42	198
"AR"	2000	"Lafayette County"	"25 Stamps Ward-1, Precinct 2"	4	143	71	215	154	70	224
"AR"	2000	"Lafayette County"	"40 Boyd Hill"	4	57	21	79	57	23	80
"AR"	2000	"Lafayette County"	"45 Bradley City"	4	144	86	237	152	85	237
"AR"	2000	"Lafayette County"	"50 Buckner City"	4	121	81	206	139	66	205
"AR"	2000	"Lafayette County"	"55 Canfield"	4	49	17	67	45	19	64
"AR"	2000	"Lafayette County"	"60 Center"	4	57	146	205	68	138	206
"AR"	2000	"Lafayette County"	"65 Gin City"	4	100	58	159	117	49	166
"AR"	2000	"Lafayette County"	"70 Mars Hill"	4	18	26	45	24	25	49
"AR"	2000	"Lafayette County"	"75 Oak Grove"	4	5	25	30	8	23	31
"AR"	2000	"Lafayette County"	"80 Piney Grove"	4	42	114	159	47	124	171
"AR"	2000	"Lafayette County"	"85 Red River"	4	36	28	64	36	27	63
"AR"	2000	"Lafayette County"	"90 Sardis"	4	24	72	97	34	61	95
"AR"	2000	"Lafayette County"	"95 State Line"	4	38	44	84	54	32	86
"AR"	2000	"Lafayette County"	"100 Walker Creek"	4	121	165	288	141	150	291
"AR"	2000	"Lafayette County"	"Overseas Absentees"	4	0	0	0	0	0	0
"AR"	2000	"Lawrence County"	"Spring River and Thacker"	1	131	82	228	144	84	229
"AR"	2000	"Lawrence County"	"Dent and Annieville"	1	222	180	407	243	169	412
"AR"	2000	"Lawrence County"	"Strawberry and Flat Creek"	1	68	88	157	91	71	162
"AR"	2000	"Lawrence County"	"Morgan & Eaton"	1	139	167	315	182	135	317
"AR"	2000	"Lawrence County"	"RC Strawberry and Jesup"	1	129	111	243	155	91	246
"AR"	2000	"Lawrence County"	"Black River"	1	87	80	168	96	71	167
"AR"	2000	"Lawrence County"	"Black Rock"	1	172	181	366	208	158	366
"AR"	2000	"Lawrence County"	"Campbell 1"	1	212	151	374	225	152	377
"AR"	2000	"Lawrence County"	"Campbell 2"	1	173	111	290	195	99	294
"AR"	2000	"Lawrence County"	"Campbell 3"	1	178	130	317	190	128	318
"AR"	2000	"Lawrence County"	"Campbell 4 Rural, College City, Cache and Richwoods"	1	91	104	199	110	87	197
"AR"	2000	"Lawrence County"	"Boas 1"	1	133	129	272	152	122	274
"AR"	2000	"Lawrence County"	"Boas 2"	1	190	120	316	191	125	316
"AR"	2000	"Lawrence County"	"Boas 3"	1	131	105	242	155	89	244
"AR"	2000	"Lawrence County"	"Ashland"	1	47	37	84	54	30	84
"AR"	2000	"Lawrence County"	"Promised Land"	1	74	66	146	81	65	146
"AR"	2000	"Lawrence County"	"Duty"	1	129	75	216	140	77	217
"AR"	2000	"Lawrence County"	"Marion"	1	47	35	82	45	36	81
"AR"	2000	"Lawrence County"	"Lawrence"	1	31	43	75	36	40	76
"AR"	2000	"Lawrence County"	"Dowell"	1	75	21	98	69	30	99
"AR"	2000	"Lawrence County"	"Absentee/Early"	1	598	426	1056	730	339	1069
"AR"	2000	"Lawrence County"	"Overseas Absentees"	1	0	0	0	0	0	0
"AR"	2000	"Lawrence County"	"Campbell 4 city"	1	157	111	273	174	102	276
"AR"	2000	"Lawrence County"	"RC Saffell"	1	41	73	116	64	48	112
"AR"	2000	"Lee County"	"Big Creek/Spring Creek"	1	151	127	279	211	65	276
"AR"	2000	"Lee County"	"St. Francis/Council"	1	55	23	79	63	14	77
"AR"	2000	"Lee County"	"Fleener"	1	31	87	119	68	50	118
"AR"	2000	"Lee County"	"Independence/Hardy"	1	224	117	343	255	91	346
"AR"	2000	"Lee County"	"Hampton"	1	161	101	267	207	80	287
"AR"	2000	"Lee County"	"Oak Forest"	1	101	38	141	120	25	145
"AR"	2000	"Lee County"	"Richland"	1	179	79	262	212	53	265
"AR"	2000	"Lee County"	"Texas"	1	81	61	145	112	36	148
"AR"	2000	"Lee County"	"Union"	1	116	23	139	108	26	134
"AR"	2000	"Lee County"	"Ward I"	1	185	74	264	212	57	269
"AR"	2000	"Lee County"	"Ward II"	1	213	117	333	257	81	338
"AR"	2000	"Lee County"	"Ward III"	1	216	63	281	242	48	290
"AR"	2000	"Lee County"	"Ward IV"	1	249	25	279	261	30	291
"AR"	2000	"Lee County"	"Absentee"	1	465	130	598	514	79	593
"AR"	2000	"Lee County"	"Early Voting"	1	300	286	592	411	183	594
"AR"	2000	"Lincoln County"	"Early & Absentee"	4	294	153	453	243	210	453
"AR"	2000	"Lincoln County"	"001 Auburn Township"	4	22	37	59	19	40	59
"AR"	2000	"Lincoln County"	"002 Bartholomew/Tarry"	4	49	12	63	48	15	63
"AR"	2000	"Lincoln County"	"003 Bartholomew/Yorktown"	4	137	49	190	140	54	194
"AR"	2000	"Lincoln County"	"004 Cane Creek 1"	4	174	286	469	180	291	471
"AR"	2000	"Lincoln County"	"005 Cane Creek 2"	4	40	27	67	44	25	69
"AR"	2000	"Lincoln County"	"006 Choctaw Township"	4	47	33	81	42	44	86
"AR"	2000	"Lincoln County"	"007 Kimbrough Township"	4	29	11	40	29	14	43
"AR"	2000	"Lincoln County"	"008 Lone Pine/Garnett"	4	34	33	67	33	39	72
"AR"	2000	"Lincoln County"	"009 Lone Pine/Mt. Home"	4	34	41	77	37	43	80
"AR"	2000	"Lincoln County"	"010 Mill Creek Township"	4	41	45	88	38	51	89
"AR"	2000	"Lincoln County"	"011 Owen/Glendale"	4	87	98	191	93	100	193
"AR"	2000	"Lincoln County"	"012 Owen/Palmyra"	4	54	78	138	59	79	138
"AR"	2000	"Lincoln County"	"013 Smith Township"	4	31	43	74	25	49	74
"AR"	2000	"Lincoln County"	"014 Spring 1"	4	58	75	139	60	78	138
"AR"	2000	"Lincoln County"	"015 Spring 2"	4	63	19	83	63	33	96
"AR"	2000	"Lincoln County"	"016 Wells Bayou/Garrett Bridge"	4	21	55	76	23	53	76
"AR"	2000	"Lincoln County"	"017Wells Bayou Fire Station"	4	18	43	62	14	46	60
"AR"	2000	"Lincoln County"	"018 Gould Township"	4	17	19	39	17	24	41
"AR"	2000	"Lincoln County"	"019 Gould City Ward 1"	4	103	31	134	97	45	142
"AR"	2000	"Lincoln County"	"020 Gould City Ward 2"	4	97	3	100	86	21	107
"AR"	2000	"Lincoln County"	"021 Gould City Ward 3"	4	106	27	134	80	54	134
"AR"	2000	"Lincoln County"	"022 Grady City Ward 1 & 2"	4	127	29	161	121	52	173
"AR"	2000	"Lincoln County"	"023 Star City Ward 1"	4	111	132	245	120	135	255
"AR"	2000	"Lincoln County"	"024 Star City Ward 2"	4	52	39	91	56	40	96
"AR"	2000	"Lincoln County"	"025 Star City Ward 3"	4	111	108	225	105	122	227
"AR"	2000	"Lincoln County"	"Overseas Absentees"	4	0	0	0	0	0	0
"AR"	2000	"Little River County"	"Early Voting"	4	158	132	292	155	132	287
"AR"	2000	"Little River County"	"ARD - Arden Township"	4	63	69	137	86	55	141
"AR"	2000	"Little River County"	"ARK - Arkinda Township"	4	22	5	29	27	3	30
"AR"	2000	"Little River County"	"Ashdown Ward 1 - Box A"	4	177	160	343	210	140	350
"AR"	2000	"Little River County"	"Ashdown Ward 1 - Box B"	4	66	176	244	197	147	344
"AR"	2000	"Little River County"	"Ashdown Ward 2 - Box A"	4	176	70	247	198	58	256
"AR"	2000	"Little River County"	"Ashdown Ward 2 - Box B"	4	185	60	245	199	55	254
"AR"	2000	"Little River County"	"Ashdown Ward 3 - Box A"	4	142	68	210	153	64	217
"AR"	2000	"Little River County"	"Ashdown Ward 3 - Box B"	4	122	83	211	130	85	215
"AR"	2000	"Little River County"	"BUR - Burke Township"	4	67	52	119	70	48	118
"AR"	2000	"Little River County"	"CNY - Caney Township"	4	42	49	94	46	45	91
"AR"	2000	"Little River County"	"Cleveland Township - Box A"	4	92	90	186	117	70	187
"AR"	2000	"Little River County"	"Cleveland Township - Box B"	4	108	68	181	117	72	189
"AR"	2000	"Little River County"	"FRK - Franklin Township"	4	181	189	374	204	171	375
"AR"	2000	"Little River County"	"FW1 - Foreman Ward 1"	4	58	21	80	69	19	88
"AR"	2000	"Little River County"	"FW2 - Foreman Ward 2"	4	119	85	211	138	71	209
"AR"	2000	"Little River County"	"FW3 - Foreman Ward 3"	4	114	51	170	116	51	167
"AR"	2000	"Little River County"	"JKS - Jackson Township"	4	137	98	240	149	93	242
"AR"	2000	"Little River County"	"J/D - Jeff Davis Township"	4	31	52	86	42	41	83
"AR"	2000	"Little River County"	"JEF - Jefferson Township"	4	115	105	228	136	90	226
"AR"	2000	"Little River County"	"JEW - Jewell Township"	4	48	51	102	49	54	103
"AR"	2000	"Little River County"	"Johnson Township - Box A"	4	80	42	123	98	34	132
"AR"	2000	"Little River County"	"Johnson Township - Box B"	4	85	32	120	94	35	129
"AR"	2000	"Little River County"	"L/C - Lick Creek Township"	4	60	112	175	82	95	177
"AR"	2000	"Little River County"	"L/R - Little River Township"	4	62	85	151	74	74	148
"AR"	2000	"Little River County"	"R/R - Red River Township"	4	108	102	214	118	94	212
"AR"	2000	"Little River County"	"W/R - Wallace/Richland Townships"	4	132	83	221	153	69	222
"AR"	2000	"Little River County"	"Absentee"	4	133	93	230	145	82	227
"AR"	2000	"Logan County"	"Early"	3	553	646	1233			
"AR"	2000	"Logan County"	"100 Cane Creek"	3	65	86	155			
"AR"	2000	"Logan County"	"101 Clark Crossroads"	3	55	94	159			
"AR"	2000	"Logan County"	"102 Clark Subiaco City & Rural"	3	108	173	299			
"AR"	2000	"Logan County"	"104 Delaware"	3	84	134	229			
"AR"	2000	"Logan County"	"105 Driggs"	3	53	81	147			
"AR"	2000	"Logan County"	"106 Ellsworth"	3	62	184	258			
"AR"	2000	"Logan County"	"107 Johnson"	3	35	43	80			
"AR"	2000	"Logan County"	"108 Logan"	3	50	105	159			
"AR"	2000	"Logan County"	"109 Mountain"	3	26	40	68			
"AR"	2000	"Logan County"	"110 River City & Rural"	3	120	137	269			
"AR"	2000	"Logan County"	"112 Roseville"	3	15	34	53			
"AR"	2000	"Logan County"	"113 Shoal Creek"	3	95	153	253			
"AR"	2000	"Logan County"	"114 Sht Mtn Wd 1"	3	224	273	518			
"AR"	2000	"Logan County"	"115 Sht Mtn Wd 2"	3	142	137	290			
"AR"	2000	"Logan County"	"116 Sht Mtn Wd 3"	3	148	201	364			
"AR"	2000	"Logan County"	"117 Sht Mtn Wd 4"	3	157	186	349			
"AR"	2000	"Logan County"	"118 Caulksville City & Rural"	3	87	140	235			
"AR"	2000	"Logan County"	"120 Ratcliff City & Rural"	3	61	63	128			
"AR"	2000	"Logan County"	"132 Blue Mountain City & Rural"	3	23	40	66			
"AR"	2000	"Logan County"	"134 Boone Ward 1"	3	154	164	347			
"AR"	2000	"Logan County"	"135 Boone Ward 2"	3	133	158	301			
"AR"	2000	"Logan County"	"136 Boone Ward 3"	3	145	175	329			
"AR"	2000	"Logan County"	"137 Boone Ward 4"	3	177	288	479			
"AR"	2000	"Logan County"	"138 Cauthron"	3	35	62	100			
"AR"	2000	"Logan County"	"139 Petit Jean"	3	50	54	107			
"AR"	2000	"Logan County"	"140 Reveille City & Rural"	3	214	284	522			
"AR"	2000	"Logan County"	"144 Sugar Creek"	3	52	66	129			
"AR"	2000	"Logan County"	"145 Washburn"	3	80	174	263			
"AR"	2000	"Logan County"	"146 Barber"	3	34	48	90			
"AR"	2000	"Logan County"	"147 Tomlinson"	3	46	64	117			
"AR"	2000	"Logan County"	"Overseas Absentees"	3	0	0	0			
"AR"	2000	"Lonoke County"	"CAROLINE TOWNSHIP / AUSTIN CITY"	1	271	503	799	331	436	767
"AR"	2000	"Lonoke County"	"BUTLER TOWNSHIP"	1	145	333	492	235	248	483
"AR"	2000	"Lonoke County"	"CABOT CITY -  WARD 1"	1	267	564	848	329	485	814
"AR"	2000	"Lonoke County"	"CABOT CITY -  WARD 2"	1	489	974	1505	584	879	1463
"AR"	2000	"Lonoke County"	"CABOT CITY -  WARD 3"	1	356	765	1145	460	661	1121
"AR"	2000	"Lonoke County"	"CABOT CITY - WARD 4"	1	323	754	1093	457	615	1072
"AR"	2000	"Lonoke County"	"YORK TOWNSHIP"	1	249	396	664	276	372	648
"AR"	2000	"Lonoke County"	"CARLISLE CITY - WARDS 1, 2 & 3"	1	352	391	773	508	250	758
"AR"	2000	"Lonoke County"	"CARLISLE TOWNSHIP"	1	36	79	116	77	40	117
"AR"	2000	"Lonoke County"	"CLEVELAND / PRAIRIE / TOTTEN TOWNSHIPS"	1	120	199	331	194	138	332
"AR"	2000	"Lonoke County"	"LAFAYETTE TOWNSHIP / KEO CITY"	1	44	71	119	74	40	114
"AR"	2000	"Lonoke County"	"EAGLE TOWNSHIP"	1	123	216	357	174	184	358
"AR"	2000	"Lonoke County"	"ENGLAND CITY - WARD 1/ 2 GUMWOOD TOWNSHIP"	1	274	319	612	431	173	604
"AR"	2000	"Lonoke County"	"ENGLAND CITY - WARD 3/4"	1	278	86	372	303	62	365
"AR"	2000	"Lonoke County"	"FLETCHER/CROOKED CREEK TOWNSHIPS/HUMNOKE CITY/ALLPORT CITY"	1	128	186	318	169	142	311
"AR"	2000	"Lonoke County"	"FURLOW TOWNSHIP"	1	161	145	317	188	122	310
"AR"	2000	"Lonoke County"	"GOODRUM TOWNSHIP"	1	249	475	746	325	410	735
"AR"	2000	"Lonoke County"	"GRAY TOWNSHIP"	1	333	466	818	423	382	805
"AR"	2000	"Lonoke County"	"HAMILTON / ISBELL TOWNSHIPS"	1	27	66	97	55	40	95
"AR"	2000	"Lonoke County"	"INDIAN BAYOU / COY CITY"	1	42	58	102	69	31	100
"AR"	2000	"Lonoke County"	"LONOKE CITY - DISTRICTS 1, 2, 3 & 5"	1	305	231	550	373	174	547
"AR"	2000	"Lonoke County"	"LONOKE CITY - DISTRICTS 4 & 8"	1	194	267	479	299	173	472
"AR"	2000	"Lonoke County"	"LONOKE CITY - DISTRICTS 6 & 7"	1	223	91	316	244	76	320
"AR"	2000	"Lonoke County"	"LONOKE TOWNSHIP"	1	118	162	290	190	98	288
"AR"	2000	"Lonoke County"	"MAGNESS TOWNSHIP"	1	181	368	565	270	292	562
"AR"	2000	"Lonoke County"	"OAK GROVE TOWNSHIP"	1	340	654	1033	454	553	1007
"AR"	2000	"Lonoke County"	"PETTUS / RICHWOOD TOWNSHIPS"	1	52	44	99	68	27	95
"AR"	2000	"Lonoke County"	"PULASKI TOWNSHIP"	1	108	17	125	117	9	126
"AR"	2000	"Lonoke County"	"DORTCH/WALLS/WILLIAMS TOWNSHIPS"	1	72	59	136	90	45	135
"AR"	2000	"Lonoke County"	"WARD CITY - WARD 1"	1	51	38	93	57	35	92
"AR"	2000	"Lonoke County"	"WARD CITY - WARD 2"	1	143	236	390	186	199	385
"AR"	2000	"Lonoke County"	"WARD CITY - WARD 3"	1	112	166	290	142	135	277
"AR"	2000	"Lonoke County"	"WARD TOWNSHIP"	1	98	133	245	123	119	242
"AR"	2000	"Lonoke County"	"EARLY"	1	427	799	1249	580	642	1247
"AR"	2000	"Lonoke County"	"ABSENTEE"	1	160	295	459	225	223	448
"AR"	2000	"Madison County"	"Early & Absentee"	3	371	300	702			
"AR"	2000	"Madison County"	"01 Alabam"	3	146	244	400			
"AR"	2000	"Madison County"	"02 Bohannan"	3	29	73	106			
"AR"	2000	"Madison County"	"03 Boston"	3	30	45	83			
"AR"	2000	"Madison County"	"04 Bowen"	3	67	109	182			
"AR"	2000	"Madison County"	"05 California"	3	99	266	378			
"AR"	2000	"Madison County"	"06 Hilburn"	3	82	99	189			
"AR"	2000	"Madison County"	"07 Japton"	3	25	125	152			
"AR"	2000	"Madison County"	"08 Kentucky"	3	45	80	132			
"AR"	2000	"Madison County"	"09 Kings River"	3	98	175	283			
"AR"	2000	"Madison County"	"10 Lamar"	3	89	207	305			
"AR"	2000	"Madison County"	"11 Lincoln"	3	50	55	108			
"AR"	2000	"Madison County"	"12 Marble"	3	46	133	184			
"AR"	2000	"Madison County"	"13 Mill Creek"	3	75	73	155			
"AR"	2000	"Madison County"	"14 Prairie"	3	153	301	468			
"AR"	2000	"Madison County"	"15 Purdy"	3	42	31	75			
"AR"	2000	"Madison County"	"16 Richland"	3	25	114	145			
"AR"	2000	"Madison County"	"17 Valley"	3	148	117	271			
"AR"	2000	"Madison County"	"18 Venus"	3	7	59	71			
"AR"	2000	"Madison County"	"19 War Eagle 1"	3	89	198	288			
"AR"	2000	"Madison County"	"20 War Eagle 2"	3	74	153	235			
"AR"	2000	"Madison County"	"21 Ward 1"	3	31	35	70			
"AR"	2000	"Madison County"	"22 Ward 2"	3	44	86	131			
"AR"	2000	"Madison County"	"23 Ward 3"	3	63	88	155			
"AR"	2000	"Madison County"	"24 Ward 4"	3	48	79	131			
"AR"	2000	"Madison County"	"25 Wharton"	3	38	102	143			
"AR"	2000	"Madison County"	"26 White River"	3	41	40	86			
"AR"	2000	"Madison County"	"Overseas Absentees"	3	0	0	0			
"AR"	2000	"Marion County"	"American Legion Hut, Yellville"	3	110	191	326			
"AR"	2000	"Marion County"	"Lazy Acres Fire Dept"	3	40	27	75			
"AR"	2000	"Marion County"	"Lakeway Fire House"	3	145	195	385			
"AR"	2000	"Marion County"	"Bruno Fire House"	3	82	131	226			
"AR"	2000	"Marion County"	"Bull Shoals Community Bldg"	3	310	385	743			
"AR"	2000	"Marion County"	"Eros School"	3	34	98	140			
"AR"	2000	"Marion County"	"Fairview Fire House"	3	78	165	259			
"AR"	2000	"Marion County"	"Flippin City Hall"	3	115	190	322			
"AR"	2000	"Marion County"	"Flippin School"	3	175	394	595			
"AR"	2000	"Marion County"	"Peel Fire House"	3	127	142	292			
"AR"	2000	"Marion County"	"Pyatt Community Bldg"	3	83	164	271			
"AR"	2000	"Marion County"	"Ralph Fire House"	3	169	306	513			
"AR"	2000	"Marion County"	"Rea Valley Fire House"	3	86	127	226			
"AR"	2000	"Marion County"	"Summit City Hall"	3	57	68	133			
"AR"	2000	"Marion County"	"Yellville Nursing Home"	3	146	188	355			
"AR"	2000	"Marion County"	"Promiseland Bible Church"	3	40	39	82			
"AR"	2000	"Marion County"	"Oakland Community Bldg"	3	121	104	237			
"AR"	2000	"Marion County"	"Absentee and Early Voting"	3	315	488	835			
"AR"	2000	"Miller County"	"Early & Absentee"	4	811	859	1702	890	790	1680
"AR"	2000	"Miller County"	"01 Bradfield"	4	236	165	408	261	149	410
"AR"	2000	"Miller County"	"02 College Hill Middle School"	4	247	163	414	265	150	415
"AR"	2000	"Miller County"	"03 College Hill Elem"	4	165	91	261	187	75	262
"AR"	2000	"Miller County"	"04 Washington"	4	432	15	449	425	28	453
"AR"	2000	"Miller County"	"05 Ozan Inghram"	4	250	98	350	263	92	355
"AR"	2000	"Miller County"	"06 Sandflat"	4	219	90	321	217	102	319
"AR"	2000	"Miller County"	"07 Fairview"	4	244	251	498	256	240	496
"AR"	2000	"Miller County"	"08 Hickory St"	4	172	235	413	183	229	412
"AR"	2000	"Miller County"	"09 AR High"	4	164	207	376	179	194	373
"AR"	2000	"Miller County"	"10 AR Blvd"	4	273	310	588	300	282	582
"AR"	2000	"Miller County"	"11 NH Jr Hi"	4	524	639	1173	564	611	1175
"AR"	2000	"Miller County"	"12 Trice"	4	302	441	753	318	425	743
"AR"	2000	"Miller County"	"13 Fouke"	4	422	709	1140	489	642	1131
"AR"	2000	"Miller County"	"14 Ft. Lynn"	4	37	79	118	62	56	118
"AR"	2000	"Miller County"	"15 Boyd"	4	43	58	105	56	49	105
"AR"	2000	"Miller County"	"16 Central"	4	138	302	448	171	277	448
"AR"	2000	"Miller County"	"17 Genoa"	4	94	197	296	102	193	295
"AR"	2000	"Miller County"	"19 Cross Roads"	4	60	96	159	75	85	160
"AR"	2000	"Miller County"	"20 Pleasant Hill"	4	26	87	114	35	75	110
"AR"	2000	"Miller County"	"21 Greenwich Village"	4	116	227	354	151	203	354
"AR"	2000	"Miller County"	"22 Mandeville"	4	244	147	394	253	142	395
"AR"	2000	"Miller County"	"23 Rondo"	4	183	358	549	193	355	548
"AR"	2000	"Miller County"	"24 Shiloh"	4	74	194	272	95	174	269
"AR"	2000	"Miller County"	"25 Trinity"	4	244	486	745	295	447	742
"AR"	2000	"Miller County"	"26 Homan"	4	0	0	0	0	0	0
"AR"	2000	"Miller County"	"27 Garland"	4	139	53	195	145	48	193
"AR"	2000	"Miller County"	"28 Bright Star"	4	72	166	244	98	145	243
"AR"	2000	"Miller County"	"29 Doddridge"	4	146	126	274	167	110	277
"AR"	2000	"Miller County"	"30 Sugar Hill"	4	201	427	632	246	383	629
"AR"	2000	"Miller County"	"Overseas Absentees"	4	0	0	0	0	0	0
"AR"	2000	"Mississippi County"	"1A, 1E Blytheville High School Gym"	1	469	420	899	461	301	762
"AR"	2000	"Mississippi County"	"1B, 1C, 1D Blytheville High School Gym"	1	623	131	772	519	111	630
"AR"	2000	"Mississippi County"	"2A, 2C Blytheville High School Gym"	1	525	648	1193	563	434	997
"AR"	2000	"Mississippi County"	"3A, 3B Blytheville High School Gym"	1	351	116	483	308	96	404
"AR"	2000	"Mississippi County"	"3C, 3D, 3F Blytheville High School Gym"	1	592	73	678	502	79	581
"AR"	2000	"Mississippi County"	"6, 7, 7A Blytheville High School Gym"	1	191	294	495	214	197	411
"AR"	2000	"Mississippi County"	"10 Armorel School"	1	36	65	101	47	45	92
"AR"	2000	"Mississippi County"	"12 Gosnell"	1	61	99	163	63	70	133
"AR"	2000	"Mississippi County"	"13 Dell City Hall"	1	52	76	129	54	54	108
"AR"	2000	"Mississippi County"	"14 Dell City Hall"	1	61	31	95	57	21	78
"AR"	2000	"Mississippi County"	"16, 17, 18 Leachville City Hall"	1	269	245	530	257	192	449
"AR"	2000	"Mississippi County"	"21A, 21B Manila Depot Center"	1	309	166	486	271	164	435
"AR"	2000	"Mississippi County"	"22, 23 Manila Depot Center"	1	217	168	394	204	153	357
"AR"	2000	"Mississippi County"	"27 Cotton Boll Technical Institute"	1	9	9	19	9	8	17
"AR"	2000	"Mississippi County"	"28 Luxora Elementary School"	1	5	8	13	4	1	5
"AR"	2000	"Mississippi County"	"29-1, 29-2, 29-3 Luxora Elementary School"	1	276	64	350	230	54	284
"AR"	2000	"Mississippi County"	"32A, 32B Osceola Middle School Gym"	1	329	44	380	278	52	330
"AR"	2000	"Mississippi County"	"33A, 33B Osceola Middle School Gym"	1	249	115	368	248	71	319
"AR"	2000	"Mississippi County"	"33C, 33D Osceola Middle School Gym"	1	173	128	312	205	96	301
"AR"	2000	"Mississippi County"	"34A, 34B Osceola Middle School Gym"	1	334	436	792	400	308	708
"AR"	2000	"Mississippi County"	"37-1, 37-2 Keiser Library"	1	107	97	213	105	66	171
"AR"	2000	"Mississippi County"	"38 Lowrance Office - Driver"	1	31	30	63	26	25	51
"AR"	2000	"Mississippi County"	"39 Lowrance Office - Driver"	1	8	9	17	18	2	20
"AR"	2000	"Mississippi County"	"41, 42 Wilson Library"	1	122	104	233	143	63	206
"AR"	2000	"Mississippi County"	"44 Joiner City Hall"	1	134	26	165	114	20	134
"AR"	2000	"Mississippi County"	"46 Birdsong Fire Station"	1	36	44	82	42	28	70
"AR"	2000	"Mississippi County"	"47 Dyess School"	1	52	43	97	55	29	84
"AR"	2000	"Mississippi County"	"50 Etowah Baptist Church"	1	89	55	144	86	48	134
"AR"	2000	"Mississippi County"	"54 Bassett City Hall"	1	41	64	108	50	35	85
"AR"	2000	"Mississippi County"	"Overseas Absentees"	1	12	19	31	8	16	24
"AR"	2000	"Mississippi County"	"12-1 Gosnell School"	1	122	148	277	119	124	243
"AR"	2000	"Mississippi County"	"12-2 Gosnell School"	1	126	169	299	136	102	238
"AR"	2000	"Mississippi County"	"12-3 Gosnell School"	1	125	90	223	134	72	206
"AR"	2000	"Mississippi County"	"15 Dell City Hall"	1	52	88	141	60	52	112
"AR"	2000	"Mississippi County"	"19 Leachville City Hall"	1	51	66	119	51	47	98
"AR"	2000	"Mississippi County"	"2E Blytheville High School Gym"	1	326	392	737	312	256	568
"AR"	2000	"Mississippi County"	"3D-1 Blytheville High School Gym"	1	6	6	12	8	3	11
"AR"	2000	"Mississippi County"	"11-A, 11-B Blytheville High School Gym"	1	58	93	159	71	64	135
"AR"	2000	"Mississippi County"	"21B-1 Manila Depot Center"	1	5	4	9	6	2	8
"AR"	2000	"Mississippi County"	"24 Manila Depot Center"	1	54	55	109	53	40	93
"AR"	2000	"Mississippi County"	"25 Manila Depot Center"	1	45	58	104	55	30	85
"AR"	2000	"Mississippi County"	"27A Cotton Boll Technical Institute"	1	38	17	56	41	18	59
"AR"	2000	"Mississippi County"	"30 Luxora Elementary School"	1	15	17	33	12	11	23
"AR"	2000	"Mississippi County"	"30A Luxora Elementary School"	1	3	8	11	7	2	9
"AR"	2000	"Mississippi County"	"34C Osceola Middle School Gym"	1	102	7	110	97	10	107
"AR"	2000	"Mississippi County"	"35 Osceola Middle School Gym"	1	20	14	36	24	8	32
"AR"	2000	"Mississippi County"	"36 Keiser Library"	1	17	10	29	19	6	25
"AR"	2000	"Mississippi County"	"39A Lowrance Office - Driver"	1	5	5	10	4	4	8
"AR"	2000	"Mississippi County"	"40 Wilson Library"	1	12	18	30	17	6	23
"AR"	2000	"Mississippi County"	"45 Joiner City Hall"	1	9	17	26	16	6	22
