state	year	fips	county_code	precinct_code	county	precinct	cd	ld	sd	g2008_REG_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"VA"	2008		51550	48	"CHESAPEAKE CITY"	"JOLLIFF MIDDLE SCHOOL"	15	100	19	2741	1554	117	1682	1535	92	1633	1240	299	1539
"VA"	2008	550039	51550	39	"CHESAPEAKE CITY"	"LAKE DRUMMOND"	15	99	15	1106	267	486	761	365	380	753	158	569	727
"VA"	2008	550044	51550	44	"CHESAPEAKE CITY"	"NANSEMOND"	15	99	14	1539	478	532	1016	609	389	1000	376	604	981
"VA"	2008	550022	51550	22	"CHESAPEAKE CITY"	"NORFOLK HIGHLANDS"	15	115	15	1955	550	715	1275	723	488	1234	397	808	1206
"VA"	2008	550023	51550	23	"CHESAPEAKE CITY"	"OAK GROVE"	15	101	15	4476	1463	1383	2880	1777	1012	2822	1122	1652	2778
"VA"	2008	550024	51550	24	"CHESAPEAKE CITY"	"OAKLETTE"	15	115	45	2707	1015	627	1667	1138	446	1607	773	780	1554
"VA"	2008	550010	51550	10	"CHESAPEAKE CITY"	"OSCAR SMITH SCHOOL"	15	100	19	1465	425	484	920	573	316	898	321	548	869
"VA"	2008	550042	51550	42	"CHESAPEAKE CITY"	"PARKWAYS"	15	101	15	4863	1649	1200	2870	1840	946	2810	1185	1547	2733
"VA"	2008	550043	51550	43	"CHESAPEAKE CITY"	"PLEASANT CROSSING"	15	101	15	4470	854	2243	3138	1410	1647	3081	486	2562	3051
"VA"	2008	550032	51550	32	"CHESAPEAKE CITY"	"PROVIDENCE"	15	100	45	3410	2239	70	2318	2133	61	2216	1745	345	2092
"VA"	2008	550040	51550	40	"CHESAPEAKE CITY"	"RIVER BIRCH"	15	101	15	4465	1412	1303	2747	1635	1006	2679	1065	1564	2635
"VA"	2008		51550	50	"CHESAPEAKE CITY"	"RIVER WALK"	15	100	45	2588	960	752	1726	1090	589	1700	689	968	1659
"VA"	2008		51550	52	"CHESAPEAKE CITY"	"SHIPYARD ROAD"	15	99	15	2091	884	506	1399	979	374	1366	703	607	1311
"VA"	2008	550027	51550	27	"CHESAPEAKE CITY"	"SILVERWOOD"	15	99	14	3327	811	1364	2188	1152	976	2151	557	1555	2112
"VA"	2008	550030	51550	30	"CHESAPEAKE CITY"	"SOUTH NORFOLK"	15	100	45	1281	744	26	771	676	27	711	515	117	632
"VA"	2008	550008	51550	8	"CHESAPEAKE CITY"	"SOUTH NORFOLK RECREATION"	15	100	19	2901	925	933	1878	1175	612	1815	645	1126	1773
"VA"	2008	550025	51550	25	"CHESAPEAKE CITY"	"ST JULIANS"	15	100	19	684	154	323	485	241	225	474	96	366	463
"VA"	2008	550028	51550	28	"CHESAPEAKE CITY"	"SUNRAY I"	15	100	19	230	38	135	174	62	103	172	34	135	169
"VA"	2008	550045	51550	45	"CHESAPEAKE CITY"	"SUNRAY II"	15	100	19	516	129	215	348	191	151	343	91	236	327
"VA"	2008	550029	51550	29	"CHESAPEAKE CITY"	"TANGLEWOOD"	15	115	15	2211	484	982	1486	761	677	1452	329	1089	1419
"VA"	2008	550035	51550	35	"CHESAPEAKE CITY"	"TAYLOR ROAD"	15	102	14	4349	1784	779	2588	1905	578	2510	1344	1069	2418
"VA"	2008		51550	49	"CHESAPEAKE CITY"	"WATERWAY"	15	101	15	3538	896	1428	2338	1177	1109	2301	643	1612	2260
"VA"	2008	550033	51550	33	"CHESAPEAKE CITY"	"WESTOVER"	15	100	15	1640	426	626	1062	562	453	1027	306	696	1002
"VA"	2008	570005	51570	5	"COLONIAL HEIGHTS CITY"	"FIFTH"	15	88	12	2543	333	1311	1665	683	930	1640	203	1373	1577
"VA"	2008	570001	51570	1	"COLONIAL HEIGHTS CITY"	"FIRST"	15	88	12	1986	432	706	1163	613	489	1119	320	755	1078
"VA"	2008	570004	51570	4	"COLONIAL HEIGHTS CITY"	"FOURTH"	15	88	12	3097	494	1142	1655	788	804	1626	377	1188	1567
"VA"	2008	570002	51570	2	"COLONIAL HEIGHTS CITY"	"SECOND"	15	88	12	2162	397	821	1239	590	609	1216	300	879	1181
"VA"	2008	570003	51570	3	"COLONIAL HEIGHTS CITY"	"THIRD"	15	88	12	2391	450	964	1431	647	713	1385	319	1018	1338
"VA"	2008	580101	51580	101	"COVINGTON CITY"	"PRECINCT 1-1"	17	29	27	611	201	144	347	267	70	341	140	180	330
"VA"	2008	580201	51580	201	"COVINGTON CITY"	"PRECINCT 2-1"	20	29	27	734	252	196	458	346	102	451	348		350
"VA"	2008	580301	51580	301	"COVINGTON CITY"	"PRECINCT 3-1"	20	29	27	744	329	100	432	356	59	418	334		335
"VA"	2008	580401	51580	401	"COVINGTON CITY"	"PRECINCT 4-1"	20	29	27	838	264	304	574	432	128	567	451		451
"VA"	2008	580501	51580	501	"COVINGTON CITY"	"PRECINCT 5-1"	20	29	27	805	258	276	543	416	115	537	437		439
"VA"	2008	590008	51590	8	"DANVILLE CITY"	"WARD EIGHT"	16	31	20	1518	534	422	960	642	245	897	510	404	914
"VA"	2008	590011	51590	11	"DANVILLE CITY"	"WARD ELEVEN"	16	31	20	2539	1044	584	1636	1174	332	1522	986	568	1554
"VA"	2008	590015	51590	15	"DANVILLE CITY"	"WARD FIFTEEN"	16	31	20	2121	661	685	1358	823	445	1276	625	664	1290
"VA"	2008	590005	51590	5	"DANVILLE CITY"	"WARD FIVE"	16	31	20	949	291	325	625	404	179	586	272	324	596
"VA"	2008	590004	51590	4	"DANVILLE CITY"	"WARD FOUR"	16	31	20	3218	988	955	1960	1254	557	1837	938	924	1862
"VA"	2008	590014	51590	14	"DANVILLE CITY"	"WARD FOURTEEN"	16	31	20	471	294	7	302	289	3	293	279	12	291
"VA"	2008	590009	51590	9	"DANVILLE CITY"	"WARD NINE"	16	31	20	1403	500	364	878	576	218	810	463	353	816
"VA"	2008	590001	51590	1	"DANVILLE CITY"	"WARD ONE"	16	31	20	793	463	20	483	430	16	454	442	22	464
"VA"	2008	590007	51590	7	"DANVILLE CITY"	"WARD SEVEN"	16	31	20	2083	1071	151	1234	1072	103	1182	1020	160	1180
"VA"	2008	590017	51590	17	"DANVILLE CITY"	"WARD SEVENTEEN"	16	31	20	2047	413	889	1312	671	548	1230	387	868	1255
"VA"	2008	590006	51590	6	"DANVILLE CITY"	"WARD SIX"	16	31	20	1137	620	62	687	614	42	663	582	71	653
"VA"	2008	590016	51590	16	"DANVILLE CITY"	"WARD SIXTEEN"	16	31	20	2358	603	912	1529	819	601	1434	577	892	1469
"VA"	2008	590010	51590	10	"DANVILLE CITY"	"WARD TEN"	16	31	20	1840	560	557	1134	747	308	1063	514	551	1066
"VA"	2008	590013	51590	13	"DANVILLE CITY"	"WARD THIRTEEN"	16	31	20	2340	901	533	1451	1023	341	1384	848	536	1384
"VA"	2008	590003	51590	3	"DANVILLE CITY"	"WARD THREE"	16	31	20	933	528	33	563	508	16	528	484	49	533
"VA"	2008	590012	51590	12	"DANVILLE CITY"	"WARD TWELVE"	16	31	20	2486	925	702	1643	1115	428	1562	906	701	1607
"VA"	2008	590002	51590	2	"DANVILLE CITY"	"WARD TWO"	16	31	20	1026	366	210	579	421	107	540	338	200	538
"VA"	2008	595601	51595	601	"EMPORIA CITY"	"DISTRICT 6"	15	98	19	574	169	252	427	247	166	416	104	294	398
"VA"	2008	595701	51595	701	"EMPORIA CITY"	"DISTRICT 7"	15	98	19	451	222	90	314	226	71	303	167	128	295
"VA"	2008	595101	51595	101	"EMPORIA CITY"	"PRECINCT 1-1"	15	98	19	582	314	91	406	331	61	394	252	121	373
"VA"	2008	595201	51595	201	"EMPORIA CITY"	"PRECINCT 2-1"	15	98	19	433	252	32	286	252	21	277	201	55	256
"VA"	2008	595301	51595	301	"EMPORIA CITY"	"PRECINCT 3-1"	15	98	19	573	194	214	412	262	130	401	136	249	385
"VA"	2008	595401	51595	401	"EMPORIA CITY"	"PRECINCT 4-1"	15	98	19	669	264	210	475	323	135	462	185	248	433
"VA"	2008	595501	51595	501	"EMPORIA CITY"	"PRECINCT 5-1"	15	98	19	455	287	8	297	266	14	285	225	37	262
"VA"	2008	600005	51600	5	"FAIRFAX CITY"	"FIVE"	12	56	37	2274	781	560	1360	908	409	1335	728	555	1318
"VA"	2008	600004	51600	4	"FAIRFAX CITY"	"FOUR"	12	56	37	2803	885	680	1586	1055	490	1569	839	666	1550
"VA"	2008	600001	51600	1	"FAIRFAX CITY"	"ONE"	12	56	37	2367	810	491	1322	894	401	1310	752	495	1288
"VA"	2008	600006	51600	6	"FAIRFAX CITY"	"SIX"	12	56	37	2277	830	588	1428	921	460	1405	765	577	1381
"VA"	2008	600003	51600	3	"FAIRFAX CITY"	"THREE"	12	56	37	3432	1048	863	1931	1233	620	1897	966	850	1867
"VA"	2008	600002	51600	2	"FAIRFAX CITY"	"TWO"	12	56	37	2353	730	635	1387	879	480	1375	682	643	1354
"VA"	2008	610005	51610	5	"FALLS CHURCH CITY"	"FIFTH WARD"	19	74	34	1378	502	303	815	572	229	811	494	284	801
"VA"	2008	610001	51610	1	"FALLS CHURCH CITY"	"FIRST WARD"	19	74	34	2414	931	410	1363	990	340	1347	891	417	1335
"VA"	2008	610004	51610	4	"FALLS CHURCH CITY"	"FOURTH WARD"	19	74	34	1753	596	310	918	628	265	913	539	340	901
"VA"	2008	610002	51610	2	"FALLS CHURCH CITY"	"SECOND WARD"	19	74	34	1526	524	260	794	571	201	784	502	250	777
"VA"	2008	610003	51610	3	"FALLS CHURCH CITY"	"THIRD WARD"	19	74	34	1362	506	292	811	566	221	804	522	261	797
"VA"	2008	620101	51620	101	"FRANKLIN CITY"	"PRECINCT 1-1"	15	86	14	1056	215	481	701	407	276	685	130	538	668
"VA"	2008	620201	51620	201	"FRANKLIN CITY"	"PRECINCT 2-1"	15	98	14	1236	322	454	783	485	275	767	210	535	745
"VA"	2008	620301	51620	301	"FRANKLIN CITY"	"PRECINCT 3-1"	15	98	19	863	496	29	527	494	27	527	379	87	466
"VA"	2008	620401	51620	401	"FRANKLIN CITY"	"PRECINCT 4-1"	15	98	19	963	620	32	655	599	37	641	502	104	606
"VA"	2008	620501	51620	501	"FRANKLIN CITY"	"PRECINCT 5-1"	15	98	19	833	515	21	539	399	21	430	308	67	375
"VA"	2008	620601	51620	601	"FRANKLIN CITY"	"PRECINCT 6-1"	15	98	14	1061	306	331	645	432	190	630	211	409	620
"VA"	2008	630201	51630	401	"FREDERICKSBURG CITY"	"PRECINCT 1 - DISTRICT FOUR"	10	46	18	1996	965	217	1191	1024	144	1179	814	270	1099
"VA"	2008	630401	51630	101	"FREDERICKSBURG CITY"	"PRECINCT 1 - DISTRICT ONE"	10	46	18	4536	1635	1035	2695	1898	711	2650	1393	1135	2574
"VA"	2008	630301	51630	301	"FREDERICKSBURG CITY"	"PRECINCT 1 - DISTRICT THREE"	10	46	18	3273	1099	898	2030	1385	584	2004	926	985	1946
"VA"	2008	630101	51630	201	"FREDERICKSBURG CITY"	"PRECINCT 1 - DISTRICT TWO"	10	46	6	2491	1047	617	1685	1236	383	1656	884	686	1613
"VA"	2008	630402	51630	402	"FREDERICKSBURG CITY"	"PRECINCT 2 - DISTRICT FOUR"	10	46	6	1021	408	152	569	437	106	554	334	194	535
"VA"	2008	640001	51640	1	"GALAX CITY"	"EAST"	20	70	22	1825	459	509	979	626	301	937	751		757
"VA"	2008	640002	51640	2	"GALAX CITY"	"NORTH"	20	70	22	1103	259	388	661	412	205	622	475		487
"VA"	2008	640003	51640	3	"GALAX CITY"	"SOUTH"	20	70	22	906	244	287	538	359	150	513	418		424
"VA"	2008	650101	51650	101	"HAMPTON CITY"	"ABERDEEN"	14	117	21	2543	1300	217	1527	1313	165	1487	1323		1351
"VA"	2008	650106	51650	106	"HAMPTON CITY"	"ARMSTRONG"	13	117	21	2919	1180	728	1939	1424	457	1911	1164	717	1886
"VA"	2008	650205	51650	205	"HAMPTON CITY"	"ASBURY"	13	22	10	4461	1211	1951	3196	1791	1342	3164	1311	1831	3150
"VA"	2008	650102	51650	102	"HAMPTON CITY"	"BASSETTE"	14	117	21	2897	1711	96	1813	1689	65	1774	1653		1674
"VA"	2008	650212	51650	212	"HAMPTON CITY"	"BETHEL"	10	120	21	4139	1704	946	2665	1929	668	2627	1523	970	2524
"VA"	2008	650201	51650	201	"HAMPTON CITY"	"BOOKER"	13	116	10	3367	1073	1202	2307	1412	824	2270	1069	1179	2255
"VA"	2008	650202	51650	202	"HAMPTON CITY"	"BRYAN"	13	116	10	3394	1079	949	2057	1374	606	2016	1143	864	2012
"VA"	2008	650203	51650	203	"HAMPTON CITY"	"BURBANK"	1	116	10	2705	843	744	1608	1033	509	1564	444	443	913
"VA"	2008	650103	51650	103	"HAMPTON CITY"	"CITY HALL"	14	117	21	2800	1389	199	1598	1359	136	1535	1343		1377
"VA"	2008	650104	51650	104	"HAMPTON CITY"	"COOPER"	14	117	21	4577	2121	431	2569	2154	313	2509	2229		2283
"VA"	2008	650105	51650	105	"HAMPTON CITY"	"EAST HAMPTON"	14	117	21	3195	1738	300	2051	1680	218	1967	1760		1809
"VA"	2008	650204	51650	204	"HAMPTON CITY"	"FORREST"	14	120	21	2663	1135	593	1742	1293	410	1719	1437		1514
"VA"	2008	650111	51650	111	"HAMPTON CITY"	"HAMPTON LIBRARY"	13	117	21	1149	431	342	781	537	223	771	423	339	764
"VA"	2008	650116	51650	116	"HAMPTON CITY"	"JONES"	14	117	21	1642	796	223	1034	839	146	1001	865		893
"VA"	2008	650117	51650	117	"HAMPTON CITY"	"KECOUGHTAN"	13	117	21	2748	1251	476	1740	1372	330	1719	1198	503	1706
"VA"	2008	650208	51650	208	"HAMPTON CITY"	"KRAFT"	10	120	21	4553	1701	1357	3084	2078	918	3027	1511	1363	2925
"VA"	2008	650209	51650	209	"HAMPTON CITY"	"LANGLEY"	13	116	1	3012	1050	866	1946	1275	606	1908	1039	850	1896
"VA"	2008	650107	51650	107	"HAMPTON CITY"	"LINDSAY"	14	117	21	2429	1170	329	1506	1199	244	1463	1234		1284
"VA"	2008	650210	51650	210	"HAMPTON CITY"	"MACHEN"	10	22	21	4420	2108	710	2844	2232	529	2789	1861	755	2666
"VA"	2008	650118	51650	118	"HAMPTON CITY"	"MALLORY"	14	120	21	3626	1947	277	2235	1954	195	2182	1983		2027
"VA"	2008	650108	51650	108	"HAMPTON CITY"	"PEMBROKE"	14	117	21	4256	2198	285	2494	2176	215	2430	2203		2250
"VA"	2008	650109	51650	109	"HAMPTON CITY"	"PHENIX"	14	117	21	3671	2107	111	2237	2084	76	2181	2059		2083
"VA"	2008	650213	51650	213	"HAMPTON CITY"	"PHILLIPS"	13	116	10	4450	1297	1701	3023	1776	1184	2986	1343	1628	2978
"VA"	2008	650110	51650	110	"HAMPTON CITY"	"PHOEBUS"	5	117	21	889	370	233	613	431	157	600	341	221	562
"VA"	2008	650216	51650	216	"HAMPTON CITY"	"SANDY BOTTOM"	10	117	21	2024	882	478	1369	979	345	1351	792	482	1300
"VA"	2008	650112	51650	112	"HAMPTON CITY"	"SMITH"	14	117	21	4292	1968	670	2661	2107	466	2604	2222		2312
"VA"	2008	650113	51650	113	"HAMPTON CITY"	"SYMS"	13	116	10	1517	435	587	1030	602	402	1017	458	548	1008
"VA"	2008	650214	51650	214	"HAMPTON CITY"	"TUCKER CAPPS"	10	120	21	4097	1446	1070	2535	1711	750	2490	1234	1074	2357
"VA"	2008	650215	51650	215	"HAMPTON CITY"	"TYLER"	14	117	21	1132	569	124	699	580	84	677	621		637
"VA"	2008	650115	51650	115	"HAMPTON CITY"	"WYTHE"	13	120	21	1820	617	605	1241	797	408	1228	623	594	1223
"VA"	2008	660102	51660	102	"HARRISONBURG CITY"	"EAST CENTRAL"	17	44	28	1099	409	298	714	519	175	698	379	302	692
"VA"	2008	660101	51660	101	"HARRISONBURG CITY"	"NORTHEAST"	17	44	28	3839	1397	1043	2474	1689	709	2441	1248	1103	2421
"VA"	2008	660201	51660	201	"HARRISONBURG CITY"	"NORTHWEST"	17	44	28	4714	1576	1195	2818	1794	924	2759	1394	1263	2735
"VA"	2008	660103	51660	103	"HARRISONBURG CITY"	"SOUTHEAST"	17	44	28	6696	2810	1675	4531	3180	1158	4393	2429	1775	4305
"VA"	2008	660202	51660	202	"HARRISONBURG CITY"	"SOUTHWEST"	17	44	28	4380	1495	1345	2874	1841	936	2824	1324	1399	2809
"VA"	2008	670501	51670	501	"HOPEWELL CITY"	"WARD FIVE"	15	84	14	1999	466	744	1223	587	510	1113	295	775	1070
"VA"	2008	670401	51670	401	"HOPEWELL CITY"	"WARD FOUR"	15	84	14	2477	715	810	1543	837	573	1440	524	847	1373
"VA"	2008	670101	51670	101	"HOPEWELL CITY"	"WARD ONE"	15	84	14	1805	474	496	991	589	329	936	351	544	896
"VA"	2008	670701	51670	701	"HOPEWELL CITY"	"WARD SEVEN"	15	84	17	1739	627	351	986	631	245	892	415	424	839
"VA"	2008	670601	51670	601	"HOPEWELL CITY"	"WARD SIX"	15	97	17	1643	856	118	977	778	81	871	641	153	795
"VA"	2008	670301	51670	301	"HOPEWELL CITY"	"WARD THREE"	15	84	14	2079	393	836	1244	609	579	1202	273	891	1166
"VA"	2008	670201	51670	201	"HOPEWELL CITY"	"WARD TWO"	15	97	14	1950	1028	128	1162	908	94	1013	765	163	928
"VA"	2008	678001	51678	1	"LEXINGTON CITY"	"LEXINGTON"	17	42	26	3432	1281	809	2109	1502	531	2054	1095	883	2023
"VA"	2008	680105	51680	105	"LYNCHBURG CITY"	"FIRST WARD FIFTH PRECINCT"	17	41	25	1761	579	544	1143	752	371	1133	496	615	1129
"VA"	2008	680101	51680	101	"LYNCHBURG CITY"	"FIRST WARD FIRST PRECINCT"	17	41	25	4882	1370	1654	3061	1687	1315	3043	1209	1753	3011
"VA"	2008	680104	51680	104	"LYNCHBURG CITY"	"FIRST WARD FOURTH PRECINCT"	17	41	25	1471	554	369	941	628	284	923	488	406	918
"VA"	2008	680102	51680	102	"LYNCHBURG CITY"	"FIRST WARD SECOND PRECINCT"	17	41	25	3143	792	1306	2119	1248	837	2095	668	1408	2095
"VA"	2008	680103	51680	103	"LYNCHBURG CITY"	"FIRST WARD THIRD PRECINCT"	17	41	25	2544	627	1019	1662	1004	611	1629	507	1113	1633
"VA"	2008	680401	51680	401	"LYNCHBURG CITY"	"FOURTH WARD FIRST PRECINCT"	17	41	25	3850	835	1658	2523	1202	1264	2487	743	1696	2465
"VA"	2008	680404	51680	404	"LYNCHBURG CITY"	"FOURTH WARD FOURTH PRECINCT"	17	41	25	3367	1034	1134	2192	1336	809	2164	869	1243	2138
"VA"	2008	680402	51680	402	"LYNCHBURG CITY"	"FOURTH WARD SECOND PRECINCT"	17	41	25	1687	405	676	1094	557	521	1083	383	688	1075
"VA"	2008	680403	51680	403	"LYNCHBURG CITY"	"FOURTH WARD THIRD PRECINCT"	17	41	25	4048	1170	1409	2626	1420	1098	2565	1015	1468	2534
"VA"	2008	680201	51680	201	"LYNCHBURG CITY"	"SECOND WARD FIRST PRECINCT"	17	41	25	4328	1934	400	2375	1969	314	2312	1780	486	2287
"VA"	2008	680202	51680	202	"LYNCHBURG CITY"	"SECOND WARD SECOND PRECINCT"	17	41	25	3042	1532	236	1781	1531	203	1745	1403	296	1718
"VA"	2008	680203	51680	203	"LYNCHBURG CITY"	"SECOND WARD THIRD PRECINCT"	17	41	25	1161	592	121	719	617	90	713	534	147	694
"VA"	2008	680305	51680	305	"LYNCHBURG CITY"	"THIRD WARD FIFTH PRECINCT"	17	41	25	2183	497	1035	1540	692	803	1513	449	1047	1515
"VA"	2008	680301	51680	301	"LYNCHBURG CITY"	"THIRD WARD FIRST PRECINCT"	17	41	25	2155	687	594	1304	781	473	1267	611	633	1257
"VA"	2008	680304	51680	304	"LYNCHBURG CITY"	"THIRD WARD FOURTH PRECINCT"	17	41	25	4778	639	3000	3695	817	2734	3611	526	2997	3592
"VA"	2008	680302	51680	302	"LYNCHBURG CITY"	"THIRD WARD SECOND PRECINCT"	17	41	25	1092	350	289	650	414	214	636	303	320	632
"VA"	2008	680303	51680	303	"LYNCHBURG CITY"	"THIRD WARD THIRD PRECINCT"	17	41	25	1729	439	625	1087	595	450	1068	387	648	1054
"VA"	2008	683005	51683	5	"MANASSAS CITY"	"BALDWIN"	11	71	31	3880	1296	807	2126	1211	568	1801	843	905	1773
"VA"	2008	685001	51683	1	"MANASSAS CITY"	"DEAN"	11	71	31	4621	1348	1345	2720	1392	955	2372	796	1509	2343
"VA"	2008	683004	51683	4	"MANASSAS CITY"	"HAYDON"	11	71	31	4140	1324	1118	2461	1354	759	2136	822	1250	2114
"VA"	2008	683003	51683	3	"MANASSAS CITY"	"METZ"	11	71	31	3791	1134	977	2131	1148	707	1877	734	1095	1854
"VA"	2008		51683	2	"MANASSAS CITY"	"WEEMS"	11	71	31	3187	1015	882	1922	1078	613	1719	664	997	1689
"VA"	2008	683001	51685	1	"MANASSAS PARK CITY"	"PRECINCT ONE"	11	71	31	3492	1095	765	1885	1218	608	1857	872	898	1818
"VA"	2008	683002	51685	2	"MANASSAS PARK CITY"	"PRECINCT TWO"	11	71	31	2726	906	573	1491	1012	441	1473	645	741	1426
"VA"	2008	690001	51690	1	"MARTINSVILLE CITY"	"PRECINCT #1"	16	26	22	1004	629	2	631	608	4	612	593	27	620
"VA"	2008	690002	51690	2	"MARTINSVILLE CITY"	"PRECINCT #2"	16	33	22	1881	716	375	1111	906	181	1093	686	409	1095
"VA"	2008	690003	51690	3	"MARTINSVILLE CITY"	"PRECINCT #3"	16	33	22	1354	560	252	824	689	122	816	527	282	810
"VA"	2008	690004	51690	4	"MARTINSVILLE CITY"	"PRECINCT #4"	16	33	22	2058	818	374	1209	998	160	1171	789	392	1182
"VA"	2008	690005	51690	5	"MARTINSVILLE CITY"	"PRECINCT #5"	16	33	22	2380	545	977	1537	1045	458	1514	558	969	1527
"VA"	2008	690006	51690	6	"MARTINSVILLE CITY"	"PRECINCT #6"	16	26	22	546	351	3	354	348	2	350	327	25	352
"VA"	2008	700201	51700	201	"NEWPORT NEWS CITY"	"BLAND"	14	119	10	881	292	146	440	319	104	428	342		368
"VA"	2008	700202	51700	202	"NEWPORT NEWS CITY"	"BOULEVARD"	10	119	10	2939	944	948	1912	1151	690	1876	702	1057	1807
"VA"	2008	700302	51700	302	"NEWPORT NEWS CITY"	"BRIARFIELD"	14	120	21	2752	1205	324	1537	1241	230	1486	1262		1314
"VA"	2008	700303	51700	303	"NEWPORT NEWS CITY"	"CARVER"	14	120	21	2004	899	260	1167	942	170	1131	974		1008
"VA"	2008	700203	51700	203	"NEWPORT NEWS CITY"	"CHARLES"	14	119	10	4167	1296	1525	2854	1648	1134	2813	1934		2159
"VA"	2008	700304	51700	304	"NEWPORT NEWS CITY"	"CHESTNUT"	14	120	21	1323	808	9	817	765	22	794	754		762
"VA"	2008	700205	51700	205	"NEWPORT NEWS CITY"	"DEEP CREEK"	10	119	10	2923	731	1374	2123	1087	986	2097	555	1454	2046
"VA"	2008	700219	51700	219	"NEWPORT NEWS CITY"	"DEER PARK"	10	118	10	5384	1750	1157	2936	1953	836	2848	1378	1275	2741
"VA"	2008	700101	51700	101	"NEWPORT NEWS CITY"	"DENBIGH"	14	119	10	4836	2153	578	2746	2229	426	2685	2218		2311
"VA"	2008	700305	51700	305	"NEWPORT NEWS CITY"	"DOWNTOWN"	14	120	21	889	330	84	421	338	63	408	345		357
"VA"	2008	700306	51700	306	"NEWPORT NEWS CITY"	"DUNBAR"	14	120	21	1333	764	7	771	688	20	716	666		669
"VA"	2008	700102	51700	102	"NEWPORT NEWS CITY"	"EPES"	14	118	10	4596	2149	513	2678	2195	378	2609	2173		2277
"VA"	2008	700110	51700	110	"NEWPORT NEWS CITY"	"GREENWOOD"	2	24	32	3978	1680	518	2211	1721	382	2143	1772		1847
"VA"	2008	700208	51700	208	"NEWPORT NEWS CITY"	"HIDENWOOD"	10	119	10	1761	434	814	1269	694	552	1263	303	903	1234
"VA"	2008	700209	51700	209	"NEWPORT NEWS CITY"	"HILTON"	10	119	10	2396	747	895	1663	997	616	1645	567	1000	1605
"VA"	2008	700307	51700	307	"NEWPORT NEWS CITY"	"HUNTINGTON"	14	120	21	1171	676	3	679	638	9	654	610		617
"VA"	2008	700308	51700	308	"NEWPORT NEWS CITY"	"JEFFERSON"	14	120	21	1469	883	3	888	840	8	852	819		827
"VA"	2008	700103	51700	103	"NEWPORT NEWS CITY"	"JENKINS"	14	119	10	4096	1550	847	2418	1704	622	2360	1784		1917
"VA"	2008	700218	51700	218	"NEWPORT NEWS CITY"	"KILN CREEK"	10	118	10	4739	1531	1308	2868	1877	899	2812	1308	1399	2747
"VA"	2008	700108	51700	108	"NEWPORT NEWS CITY"	"LEE HALL"	14	23	32	3761	1455	584	2051	1544	399	1977	1563		1648
"VA"	2008	700309	51700	309	"NEWPORT NEWS CITY"	"MAGRUDER"	14	120	21	1305	802	11	814	767	15	788	744		752
"VA"	2008	700310	51700	310	"NEWPORT NEWS CITY"	"MARSHALL"	14	120	21	1780	1082	9	1092	1040	14	1060	997		1006
"VA"	2008	700104	51700	104	"NEWPORT NEWS CITY"	"MCINTOSH"	14	118	32	2956	1312	411	1727	1364	289	1677	1413		1467
"VA"	2008	700210	51700	210	"NEWPORT NEWS CITY"	"NELSON"	14	119	32	4369	1414	1605	3044	1870	1110	3005	2037		2296
"VA"	2008	700311	51700	311	"NEWPORT NEWS CITY"	"NEWMARKET"	14	120	21	3035	1404	495	1917	1494	351	1870	1575		1640
"VA"	2008	700312	51700	312	"NEWPORT NEWS CITY"	"NEWSOME PARK"	14	120	21	907	561	9	570	545	9	555	519		523
"VA"	2008	700105	51700	105	"NEWPORT NEWS CITY"	"OYSTER POINT"	14	119	10	886	263	252	520	319	183	510	357		391
"VA"	2008	700211	51700	211	"NEWPORT NEWS CITY"	"PALMER"	10	118	10	3219	1086	794	1904	1257	578	1861	904	888	1829
"VA"	2008	700313	51700	313	"NEWPORT NEWS CITY"	"REED"	14	120	21	2332	1497	17	1515	1410	20	1445	1383		1393
"VA"	2008	700106	51700	106	"NEWPORT NEWS CITY"	"RESERVOIR"	14	118	32	4892	1940	914	2877	2092	650	2788	2193		2331
"VA"	2008	700107	51700	107	"NEWPORT NEWS CITY"	"RICHNECK"	10	118	10	4223	1561	1086	2670	1813	791	2640	1317	1190	2560
"VA"	2008	700314	51700	314	"NEWPORT NEWS CITY"	"RIVER"	14	119	21	1766	660	397	1071	737	298	1051	814		875
"VA"	2008	700212	51700	212	"NEWPORT NEWS CITY"	"RIVERSIDE"	10	119	10	1535	440	689	1134	663	452	1125	318	776	1107
"VA"	2008	700217	51700	217	"NEWPORT NEWS CITY"	"RIVERVIEW"	14	119	10	2617	756	1049	1826	1037	750	1805	1218		1352
"VA"	2008	700213	51700	213	"NEWPORT NEWS CITY"	"SANFORD"	14	119	10	1184	285	552	844	427	388	830	520		594
"VA"	2008	700319	51700	319	"NEWPORT NEWS CITY"	"SAUNDERS"	10	121	10	4257	1316	1098	2439	1577	793	2406	1168	1113	2330
"VA"	2008	700315	51700	315	"NEWPORT NEWS CITY"	"SEDGEFIELD"	10	119	10	2133	653	745	1417	844	531	1388	504	815	1343
"VA"	2008	700316	51700	316	"NEWPORT NEWS CITY"	"SOUTH MORRISON"	10	120	21	3001	1264	687	1966	1395	514	1935	1046	766	1856
"VA"	2008	700215	51700	215	"NEWPORT NEWS CITY"	"WARWICK"	10	119	10	1971	653	489	1158	803	318	1138	520	549	1096
