state	year	fips	county	precinct	ward	cd	ld_name	ld_code	sd	mcd	mcd_code	precinct_code	vtd	g2000_BALL_tv	g2000_USP_rv	g2000_USP_dv	g2000_USP_tv	g2000_USS_rv	g2000_USS_dv	g2000_USS_tv	g2000_USH_rv	g2000_USH_dv	g2000_USH_tv	g2000_STS_rv	g2000_STS_dv	g2000_STS_tv	g2000_STH_rv	g2000_STH_dv	g2000_STH_tv
"MN"	2000	700820	62	"ST PAUL  W-5 P-21"	"0"	4	"66A"	131	66	"ST PAUL  CITY"	70	820	620820	634	158	413	648	163	404		134	322	622	142	429	571	152	422	574
"MN"	2000	700825	62	"ST PAUL  W-6 P- 1"	"0"	4	"55B"	110	55	"ST PAUL  CITY"	70	825	620825	843	318	468	859	309	425		261	393	829	334	453	787	273	426	770
"MN"	2000	700830	62	"ST PAUL  W-6 P- 2"	"0"	4	"66A"	131	66	"ST PAUL  CITY"	70	830	620830	1110	346	667	1120	327	646		251	567	1087	290	721	1011	303	703	1006
"MN"	2000	700840	62	"ST PAUL  W-6 P- 4"	"0"	4	"55B"	110	55	"ST PAUL  CITY"	70	840	620840	1118	389	648	1121	372	616		279	550	1097	404	655	1059	322	627	1043
"MN"	2000	700845	62	"ST PAUL  W-6 P- 5"	"0"	4	"55B"	110	55	"ST PAUL  CITY"	70	845	620845	849	245	547	864	233	542		182	468	823	287	503	790	194	494	742
"MN"	2000	700850	62	"ST PAUL  W-6 P- 6"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	850	620850	1414	486	825	1421	454	803		373	716	1377	0	1126	1126	345	941	1286
"MN"	2000	700855	62	"ST PAUL  W-6 P- 7"	"0"	4	"66A"	131	66	"ST PAUL  CITY"	70	855	620855	807	275	461	815	257	435		218	377	785	234	485	719	236	483	719
"MN"	2000	700860	62	"ST PAUL  W-6 P- 8"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	860	620860	784	227	491	794	224	452		183	368	771	0	624	624	171	543	714
"MN"	2000	700865	62	"ST PAUL  W-6 P- 9"	"0"	4	"55B"	110	55	"ST PAUL  CITY"	70	865	620865	1019	290	645	1023	278	620		239	529	988	317	628	945	246	605	920
"MN"	2000	700870	62	"ST PAUL  W-6 P-10"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	870	620870	1221	373	754	1227	371	714		290	618	1185	0	972	972	266	839	1105
"MN"	2000	700890	62	"ST PAUL  W-6 P-14"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	890	620890	489	112	334	497	111	300		83	239	464	0	364	364	92	318	410
"MN"	2000	700895	62	"ST PAUL  W-6 P-15"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	895	620895	526	143	324	535	139	309		103	257	507	0	405	405	113	354	467
"MN"	2000	700900	62	"ST PAUL  W-6 P-16"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	900	620900	962	235	630	979	265	577		188	512	921	0	752	752	188	655	843
"MN"	2000	700905	62	"ST PAUL  W-6 P-17"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	905	620905	449	76	326	448	77	304		58	269	426	0	356	356	82	314	396
"MN"	2000	700910	62	"ST PAUL  W-6 P-18"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	910	620910	375	88	266	374	85	250		60	202	355	0	288	288	69	241	310
"MN"	2000	700915	62	"ST PAUL  W-6 P-19"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	915	620915	1084	292	695	1092	313	663		229	593	1059	0	880	880	200	789	989
"MN"	2000	700920	62	"ST PAUL  W-6 P-20"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	920	620920	1086	297	711	1096	308	655		215	564	1054	0	839	839	201	776	977
"MN"	2000	700925	62	"ST PAUL  W-7 P- 1"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	925	620925	851	197	574	862	199	528		153	436	806	0	658	658	142	593	735
"MN"	2000	700930	62	"ST PAUL  W-7 P- 2"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	930	620930	1191	336	763	1210	336	729		277	628	1162	0	944	944	255	820	1075
"MN"	2000	700940	62	"ST PAUL  W-7 P- 4"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	940	620940	657	157	412	663	164	404		132	354	646	0	507	507	170	425	595
"MN"	2000	700945	62	"ST PAUL  W-7 P- 5"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	945	620945	738	206	456	747	204	446		157	362	716	0	566	566	221	442	663
"MN"	2000	700950	62	"ST PAUL  W-7 P- 6"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	950	620950	919	242	574	928	249	560		201	461	886	0	675	675	267	542	809
"MN"	2000	700955	62	"ST PAUL  W-7 P- 7"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	955	620955	984	280	625	989	286	584		202	483	957	0	775	775	315	573	888
"MN"	2000	700960	62	"ST PAUL  W-7 P- 8"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	960	620960	1064	320	674	1065	302	619		231	551	1026	0	814	814	339	619	958
"MN"	2000	700965	62	"ST PAUL  W-7 P- 9"	"0"	4	"67A"	133	67	"ST PAUL  CITY"	70	965	620965	1144	400	666	1145	383	638		326	537	1108	0	854	854	292	724	1016
"MN"	2000	700970	62	"ST PAUL  W-7 P-10"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	970	620970	1396	556	727	1411	514	733		413	631	1352	0	931	931	528	744	1272
"MN"	2000	700975	62	"ST PAUL  W-7 P-11"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	975	620975	584	164	358	584	161	340		132	286	559	0	435	435	145	368	513
"MN"	2000	700985	62	"ST PAUL  W-7 P-13"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	985	620985	926	251	608	925	239	599		186	470	894	0	697	697	254	573	827
"MN"	2000	700990	62	"ST PAUL  W-7 P-14"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	990	620990	1069	296	670	1079	274	663		220	564	1043	0	804	804	297	679	976
"MN"	2000	700995	62	"ST PAUL  W-7 P-15"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	995	620995	1026	304	626	1037	311	599		234	501	983	0	715	715	298	609	907
"MN"	2000	701005	62	"ST PAUL  W-7 P-17"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	1005	621005	1471	486	870	1427	435	827		339	685	1330	0	999	999	452	783	1235
"MN"	2000	701010	62	"ST PAUL  W-7 P-18"	"0"	4	"67B"	134	67	"ST PAUL  CITY"	70	1010	621010	1210	450	680	1222	404	669		341	548	1170	0	828	828	475	650	1125
"MN"	2000	751015	62	"SHOREVIEW P-1"	"0"	4	"53B"	106	53	"SHOREVIEW CITY"	75	1015	621015	1185	520	588	1186	461	608		495	465	1165	591	525	1116	496	513	1106
"MN"	2000	751020	62	"SHOREVIEW P-2"	"0"	4	"53B"	106	53	"SHOREVIEW CITY"	75	1020	621020	2174	968	1083	2184	899	1076		877	855	2117	1074	974	2048	879	970	2007
"MN"	2000	751025	62	"SHOREVIEW P-3"	"0"	4	"53B"	106	53	"SHOREVIEW CITY"	75	1025	621025	1722	788	855	1731	735	824		760	671	1689	898	745	1643	766	744	1618
"MN"	2000	751030	62	"SHOREVIEW P-4"	"0"	4	"53A"	105	53	"SHOREVIEW CITY"	75	1030	621030	3435	1590	1659	3449	1493	1641		1500	1290	3365	1823	1379	3202	1734	1479	3213
"MN"	2000	751035	62	"SHOREVIEW P-5"	"0"	4	"53A"	105	53	"SHOREVIEW CITY"	75	1035	621035	3049	1555	1339	3057	1454	1319		1434	1043	2999	1680	1220	2900	1683	1236	2919
"MN"	2000	751040	62	"SHOREVIEW P-6"	"0"	4	"53A"	105	53	"SHOREVIEW CITY"	75	1040	621040	3899	1944	1772	3908	1854	1717		1855	1334	3825	2153	1557	3710	2122	1582	3704
"MN"	2000	801050	62	"SPRING LAKE PARK P-1"	"0"	4	"48B"	96	48	"SPRING LAKE PARK CITY"	80	1050	621050	73	27	44	74	28	38		20	36	71	24	46	70	22	38	70
"MN"	2000	851055	62	"VADNAIS HEIGHTS P-1"	"0"	4	"53B"	106	53	"VADNAIS HEIGHTS CITY"	85	1055	621055	1664	836	722	1658	782	702		737	534	1615	866	677	1543	758	659	1537
"MN"	2000	851060	62	"VADNAIS HEIGHTS P-2"	"0"	4	"53B"	106	53	"VADNAIS HEIGHTS CITY"	85	1060	621060	3340	1705	1455	3344	1594	1427		1526	1097	3252	1726	1354	3080	1583	1289	3096
"MN"	2000	851065	62	"VADNAIS HEIGHTS P-3"	"0"	4	"53B"	106	53	"VADNAIS HEIGHTS CITY"	85	1065	621065	400	188	169	394	173	172		170	134	374	189	164	353	157	162	352
"MN"	2000	851070	62	"VADNAIS HEIGHTS P-4"	"0"	4	"53B"	106	53	"VADNAIS HEIGHTS CITY"	85	1070	621070	1577	608	867	1578	601	816		528	651	1538	656	800	1456	579	725	1451
"MN"	2000	951075	62	"WHITE BEAR LK W-1 P-1"	"0"	4	"55A"	109	55	"WHITE BEAR LAKE CITY"	95	1075	621075	1687	694	877	1683	677	839		566	678	1635	652	955	1607	1050	545	1595
"MN"	2000	951076	62	"WHITE BEAR LK W-1 P-2"	"0"	4	"53B"	106	53	"WHITE BEAR LAKE CITY"	95	1076	621076	855	421	386	857	376	395		356	311	820	390	380	770	375	337	773
"MN"	2000	951080	62	"WHITE BEAR LK W-2 P-1"	"0"	4	"55A"	109	55	"WHITE BEAR LAKE CITY"	95	1080	621080	2708	1069	1431	2708	1077	1350		898	1115	2607	1035	1533	2568	1673	882	2555
"MN"	2000	951085	62	"WHITE BEAR LK W-3 P-1"	"0"	4	"55A"	109	55	"WHITE BEAR LAKE CITY"	95	1085	621085	2684	1212	1292	2689	1110	1322		990	1036	2600	1183	1409	2592	1860	704	2564
"MN"	2000	951090	62	"WHITE BEAR LK W-4 P-1"	"0"	4	"55A"	109	55	"WHITE BEAR LAKE CITY"	95	1090	621090	2299	1034	1128	2302	951	1136		815	934	2231	990	1205	2195	1584	599	2183
"MN"	2000	951095	62	"WHITE BEAR LK W-5 P-1"	"0"	4	"55A"	109	55	"WHITE BEAR LAKE CITY"	95	1095	621095	2972	1269	1518	2977	1203	1509		1008	1192	2868	1209	1622	2831	1809	995	2804
"MN"	2000	921100	62	"WHITE BEAR TWP  P-1"	"0"	4	"53B"	106	53	"WHITE BEAR TOWNSHIP"	92	1100	621100	1646	748	793	1647	692	785		632	590	1610	742	779	1521	697	691	1521
"MN"	2000	921105	62	"WHITE BEAR TWP  P-2"	"0"	4	"55A"	109	55	"WHITE BEAR TOWNSHIP"	92	1105	621105	2960	1448	1340	2972	1411	1273		1224	997	2869	1351	1479	2830	1959	855	2814
"MN"	2000	921110	62	"WHITE BEAR TWP  P-3"	"0"	4	"55A"	109	55	"WHITE BEAR TOWNSHIP"	92	1110	621110	803	396	344	803	373	359		304	300	791	361	412	773	554	219	773
"MN"	2000	921115	62	"WHITE BEAR TWP  P-4"	"0"	4	"53B"	106	53	"WHITE BEAR TOWNSHIP"	92	1115	621115	954	506	403	958	445	422		413	324	939	494	388	882	466	354	890
"MN"	2000	921120	62	"WHITE BEAR TWP  P-5"	"0"	4	"55A"	109	55	"WHITE BEAR TOWNSHIP"	92	1120	621120	205	90	101	205	91	97		77	79	197	82	113	195	124	68	192
"MN"	2000	50005	63	"BROOKS"	"0"	7	"01B"	2	1	"BROOKS CITY"	5	5	630005	78	53	14	87	59	17		43	28	77	47	25	74	60	14	74
"MN"	2000	100010	63	"BROWNS CREEK TWP."	"0"	7	"01B"	2	1	"BROWNS CREEK TOWNSHIP"	10	10	630010	26	14	7	26	13	10		6	19	25	5	20	26	17	8	25
"MN"	2000	150015	63	"EMARDVILLE TWP."	"0"	7	"01B"	2	1	"EMARDVILLE TOWNSHIP"	15	15	630015	99	53	38	105	49	45		24	72	98	33	63	98	55	44	99
"MN"	2000	200020	63	"EQUALITY TWP."	"0"	7	"01B"	2	1	"EQUALITY TOWNSHIP"	20	20	630020	60	29	27	62	17	41		8	49	61	17	40	60	19	40	59
"MN"	2000	250025	63	"GARNES TWP."	"0"	7	"01B"	2	1	"GARNES TOWNSHIP"	25	25	630025	94	47	36	99	34	56		16	75	93	26	63	91	53	39	92
"MN"	2000	300030	63	"GERVAIS TWP."	"0"	7	"01B"	2	1	"GERVAIS TOWNSHIP"	30	30	630030	135	81	44	139	66	67		18	110	138	44	85	134	66	67	133
"MN"	2000	350035	63	"LAKE PLEASANT TWP."	"0"	7	"01B"	2	1	"LAKE PLEASANT TOWNSHIP"	35	35	630035	65	48	2	61	39	24		12	52	64	15	48	64	36	28	64
"MN"	2000	400040	63	"LAMBERT TWP."	"0"	7	"01B"	2	1	"LAMBERT TOWNSHIP"	40	40	630040	77	43	27	81	30	44		10	65	79	10	64	77	42	35	77
"MN"	2000	450045	63	"LOUISVILLE TWP."	"0"	7	"01B"	2	1	"LOUISVILLE TOWNSHIP"	45	45	630045	81	41	30	83	33	44		8	71	81	13	66	80	35	44	79
"MN"	2000	500050	63	"OKLEE"	"0"	7	"01B"	2	1	"OKLEE CITY"	50	50	630050	205	88	98	211	67	121		21	169	196	29	165	198	82	122	204
"MN"	2000	550055	63	"PLUMMER"	"0"	7	"01B"	2	1	"PLUMMER CITY"	55	55	630055	142	69	60	145	59	72		28	106	140	42	91	138	79	59	138
"MN"	2000	600060	63	"POPLAR RIVER TWP."	"0"	7	"01B"	2	1	"POPLAR RIVER TOWNSHIP"	60	60	630060	69	49	16	73	52	17		24	44	68	33	35	68	50	17	67
"MN"	2000	650065	63	"RED LAKE FALLS 1"	"1"	7	"01B"	2	1	"RED LAKE FALLS CITY"	65	65	630065	228	114	98	234	90	129		32	189	227	40	183	225	119	106	225
"MN"	2000	650070	63	"RED LAKE FALLS 2"	"2"	7	"01B"	2	1	"RED LAKE FALLS CITY"	65	70	630070	230	121	90	238	94	127		40	181	223	49	167	222	106	115	221
"MN"	2000	650075	63	"RED LAKE FALLS 3"	"3"	7	"01B"	2	1	"RED LAKE FALLS CITY"	65	75	630075	237	94	125	243	64	156		21	204	239	32	194	233	85	143	228
"MN"	2000	700080	63	"RED LAKE FALLS P-N"	"0N"	7	"01B"	2	1	"RED LAKE FALLS TOWNSHIP"	70	80	630080	69	32	27	75	33	33		11	57	70	13	53	69	37	32	69
"MN"	2000	700085	63	"RED LAKE FALLS P-S"	"0S"	7	"01B"	2	1	"RED LAKE FALLS TOWNSHIP"	70	85	630085	57	28	24	57	24	30		6	48	58	11	44	57	32	24	56
"MN"	2000	750090	63	"RIVER TWP."	"0"	7	"01B"	2	1	"RIVER TOWNSHIP"	75	90	630090	33	19	13	34	15	18		3	29	34	9	24	33	18	15	33
"MN"	2000	800095	63	"TERREBONNE TWP."	"0"	7	"01B"	2	1	"TERREBONNE TOWNSHIP"	80	95	630095	83	42	35	87	41	36		15	61	82	17	59	80	44	35	79
"MN"	2000	850100	63	"WYLIE TWP."	"0"	7	"01B"	2	1	"WYLIE TOWNSHIP"	85	100	630100	46	25	19	47	17	28		5	40	45	8	36	46	17	28	45
"MN"	2000	50005	64	"BELVIEW"	"0"	2	"23A"	45	23	"BELVIEW CITY"	5	5	640005	186	92	78	186	83	88		83	91	186	120	60	180	99	61	160
"MN"	2000	100010	64	"BROOKVILLE TWP."	"0"	2	"23A"	45	23	"BROOKVILLE TOWNSHIP"	10	10	640010	118	93	17	119	80	30		92	22	115	85	27	112	97	16	113
"MN"	2000	150015	64	"CHARLESTOWN TWP."	"0"	2	"23A"	45	23	"CHARLESTOWN TOWNSHIP"	15	15	640015	121	74	34	127	72	38		79	38	121	99	22	121	91	23	114
"MN"	2000	200020	64	"CLEMENTS"	"0"	2	"23A"	45	23	"CLEMENTS CITY"	20	20	640020	73	49	21	73	42	27		45	23	71	62	9	71	55	13	68
"MN"	2000	240025	64	"DELHI"	"0"	2	"23A"	45	23	"DELHI CITY"	24	25	640025	34	10	16	33	11	14		14	15	36	18	13	31	17	14	31
"MN"	2000	250030	64	"DELHI TWP."	"0"	2	"23A"	45	23	"DELHI TOWNSHIP"	25	30	640030	153	101	43	152	90	45		85	62	149	97	50	147	88	47	135
"MN"	2000	350035	64	"GALES TWP."	"0"	2	"21A"	41	21	"GALES TOWNSHIP"	35	35	640035	81	67	9	83	49	26		56	21	80	46	24	78	61	15	76
"MN"	2000	400040	64	"GRANITE ROCK TWP."	"0"	2	"21A"	41	21	"GRANITE ROCK TOWNSHIP"	40	40	640040	118	65	38	120	69	42		66	47	116	64	38	116	87	26	113
"MN"	2000	450045	64	"HONNER TWP."	"0"	2	"23A"	45	23	"HONNER TOWNSHIP"	45	45	640045	39	27	9	38	26	6		29	8	38	30	7	37	29	7	36
"MN"	2000	500050	64	"JOHNSONVILLE TWP."	"0"	2	"21A"	41	21	"JOHNSONVILLE TOWNSHIP"	50	50	640050	75	52	21	75	55	19		41	34	75	45	22	73	54	18	72
"MN"	2000	550055	64	"KINTIRE TWP."	"0"	2	"23A"	45	23	"KINTIRE TOWNSHIP"	55	55	640055	100	64	29	101	59	39		52	46	98	66	30	96	64	24	88
"MN"	2000	590060	64	"LAMBERTON"	"0"	2	"22B"	44	22	"LAMBERTON CITY"	59	60	640060	415	213	164	417	197	185		211	171	403	201	199	400	282	105	387
"MN"	2000	600065	64	"LAMBERTON TWP."	"0"	2	"22B"	44	22	"LAMBERTON TOWNSHIP"	60	65	640065	107	59	41	106	66	31		58	41	105	46	57	103	80	22	102
"MN"	2000	700070	64	"LUCAN"	"0"	2	"21A"	41	21	"LUCAN CITY"	70	70	640070	125	69	44	126	72	44		71	47	123	62	46	121	87	32	119
"MN"	2000	750075	64	"MILROY"	"0"	2	"21A"	41	21	"MILROY CITY"	75	75	640075	118	56	55	122	49	59		55	59	119	59	40	116	84	29	113
"MN"	2000	790080	64	"MORGAN"	"0"	2	"23A"	45	23	"MORGAN CITY"	79	80	640080	425	272	123	429	241	149		251	147	410	309	105	414	305	87	392
"MN"	2000	800085	64	"MORGAN TWP."	"0"	2	"23A"	45	23	"MORGAN TOWNSHIP"	80	85	640085	150	114	30	154	103	38		99	49	149	115	33	148	118	24	142
"MN"	2000	900090	64	"NEW AVON TWP."	"0"	2	"23A"	45	23	"NEW AVON TOWNSHIP"	90	90	640090	112	86	21	113	85	20		80	30	112	92	17	109	80	21	101
"MN"	2000	950095	64	"NORTH HERO TWP."	"0"	2	"22A"	43	22	"NORTH HERO TOWNSHIP"	95	95	640095	87	47	34	87	46	39		43	42	87	40	45	85	48	39	87
"MN"	2000	1050105	64	"PAXTON TWP."	"0"	2	"23A"	45	23	"PAXTON TOWNSHIP"	105	105	640105	225	109	99	227	103	98		106	104	230	146	73	219	127	86	213
"MN"	2000	1100110	64	"REDWOOD FALLS W-1"	"1"	2	"23A"	45	23	"REDWOOD FALLS CITY"	110	110	640110	862	458	338	861	443	344		454	359	856	531	287	818	523	231	754
"MN"	2000	1100115	64	"REDWOOD FALLS W-2"	"2"	2	"23A"	45	23	"REDWOOD FALLS CITY"	110	115	640115	891	515	320	888	465	373		478	373	877	592	264	856	585	220	805
"MN"	2000	1100120	64	"REDWOOD FALLS W-3"	"3"	2	"23A"	45	23	"REDWOOD FALLS CITY"	110	120	640120	790	410	323	794	385	339		386	365	781	503	253	756	476	228	704
"MN"	2000	1150125	64	"REDWOOD FALLS TWP."	"0"	2	"23A"	45	23	"REDWOOD FALLS TOWNSHIP"	115	125	640125	120	86	23	122	91	20		83	30	124	86	27	113	84	22	106
"MN"	2000	1200130	64	"REVERE"	"0"	2	"22A"	43	22	"REVERE CITY"	120	130	640130	48	20	24	47	17	28		15	30	48	22	23	45	12	33	45
"MN"	2000	1250135	64	"SANBORN"	"0"	2	"23A"	45	23	"SANBORN CITY"	125	135	640135	183	121	48	188	96	72		118	48	182	132	40	172	135	37	172
"MN"	2000	1300140	64	"SEAFORTH"	"0"	2	"21A"	41	21	"SEAFORTH CITY"	130	140	640140	36	21	11	37	18	13		20	13	37	19	8	36	28	5	33
"MN"	2000	1350145	64	"SHERIDAN TWP."	"0"	2	"21A"	41	21	"SHERIDAN TOWNSHIP"	135	145	640145	95	65	19	94	58	22		62	28	97	60	25	93	80	13	93
"MN"	2000	1400150	64	"SHERMAN TWP."	"0"	2	"23A"	45	23	"SHERMAN TOWNSHIP"	140	150	640150	108	45	57	108	51	51		49	56	110	65	41	106	65	38	103
"MN"	2000	1450155	64	"SPRINGDALE TWP."	"0"	2	"22A"	43	22	"SPRINGDALE TOWNSHIP"	145	155	640155	112	58	50	111	51	55		49	60	111	28	83	111	57	55	112
"MN"	2000	1500160	64	"SUNDOWN TWP."	"0"	2	"23A"	45	23	"SUNDOWN TOWNSHIP"	150	160	640160	111	64	35	118	54	49		70	39	113	71	40	111	76	28	104
"MN"	2000	1550165	64	"SWEDES FOREST TWP."	"0"	2	"23A"	45	23	"SWEDES FOREST TOWNSHIP"	155	165	640165	69	38	19	71	33	32		29	36	70	47	21	68	47	19	66
"MN"	2000	1600170	64	"THREE LAKES TWP."	"0"	2	"23A"	45	23	"THREE LAKES TOWNSHIP"	160	170	640170	90	66	13	89	60	24		59	29	91	60	24	84	58	17	75
"MN"	2000	1650175	64	"UNDERWOOD TWP."	"0"	2	"21A"	41	21	"UNDERWOOD TOWNSHIP"	165	175	640175	109	79	24	110	77	26		78	27	107	63	33	104	85	22	107
"MN"	2000	1700180	64	"VAIL TWP."	"0"	2	"21A"	41	21	"VAIL TOWNSHIP"	170	180	640180	107	72	26	109	73	26		78	25	108	66	35	105	79	25	104
"MN"	2000	1740185	64	"VESTA"	"0"	2	"21A"	41	21	"VESTA CITY"	174	185	640185	108	64	34	107	57	41		66	39	106	52	37	104	70	26	96
"MN"	2000	1750190	64	"VESTA TWP."	"0"	2	"21A"	41	21	"VESTA TOWNSHIP"	175	190	640190	96	61	24	100	55	35		55	38	96	50	37	96	61	31	92
"MN"	2000	1850195	64	"WABASSO"	"0"	2	"21A"	41	21	"WABASSO CITY"	185	195	640195	338	211	112	340	193	128		193	136	334	200	99	327	242	82	324
"MN"	2000	1900200	64	"WALNUT GROVE"	"0"	2	"22A"	43	22	"WALNUT GROVE CITY"	190	200	640200	318	145	161	317	134	168		138	162	315	148	166	314	133	174	307
"MN"	2000	1950205	64	"WANDA"	"0"	2	"23A"	45	23	"WANDA CITY"	195	205	640205	55	39	16	55	36	16		38	15	54	37	14	51	44	4	48
"MN"	2000	2000210	64	"WATERBURY TWP."	"0"	2	"21A"	41	21	"WATERBURY TOWNSHIP"	200	210	640210	106	75	21	105	74	31		71	34	106	68	27	101	84	19	103
"MN"	2000	2050215	64	"WESTLINE TWP."	"0"	2	"21A"	41	21	"WESTLINE TOWNSHIP"	205	215	640215	114	75	33	116	61	42		56	51	113	58	41	112	76	35	111
"MN"	2000	2100220	64	"WILLOW LAKE TWP."	"0"	2	"23A"	45	23	"WILLOW LAKE TOWNSHIP"	210	220	640220	116	82	24	116	72	33		77	33	116	83	30	113	81	25	106
"MN"	2000	50005	65	"BANDON TWP."	"0"	2	"15B"	30	15	"BANDON TOWNSHIP"	5	5	650005	88	45	32	92	41	36		43	44	87	35	49	84	37	48	85
"MN"	2000	100010	65	"BEAVER FALLS TWP."	"0"	2	"15B"	30	15	"BEAVER FALLS TOWNSHIP"	10	10	650010	113	62	46	114	57	49		57	49	110	52	58	110	51	61	112
"MN"	2000	150015	65	"BIRCH COOLEY TWP."	"0"	2	"15B"	30	15	"BIRCH COOLEY TOWNSHIP"	15	15	650015	135	61	62	140	54	63		62	68	138	56	75	131	56	76	132
"MN"	2000	190020	65	"BIRD ISLAND"	"0"	2	"15B"	30	15	"BIRD ISLAND CITY"	19	20	650020	601	289	271	605	259	302		264	308	593	245	324	569	266	310	576
"MN"	2000	200025	65	"BIRD ISLAND TWP."	"0"	2	"15B"	30	15	"BIRD ISLAND TOWNSHIP"	20	25	650025	116	45	62	120	54	55		52	62	116	41	73	114	50	64	114
"MN"	2000	300030	65	"BOON LAKE TWP"	"0"	2	"15B"	30	15	"BOON LAKE TOWNSHIP"	30	30	650030	209	115	72	211	114	74		111	83	207	97	98	195	80	112	192
"MN"	2000	350035	65	"BROOKFIELD TWP."	"0"	2	"15B"	30	15	"BROOKFIELD TOWNSHIP"	35	35	650035	99	62	30	101	55	32		57	35	99	62	34	96	57	38	95
"MN"	2000	400040	65	"BUFFALO LAKE"	"0"	2	"15B"	30	15	"BUFFALO LAKE CITY"	40	40	650040	306	166	122	302	144	140		148	143	298	168	123	291	161	132	293
"MN"	2000	450045	65	"CAIRO TWP."	"0"	2	"15B"	30	15	"CAIRO TOWNSHIP"	45	45	650045	123	75	44	124	73	42		64	56	121	47	70	117	45	76	121
"MN"	2000	500050	65	"CAMP TWP."	"0"	2	"15B"	30	15	"CAMP TOWNSHIP"	50	50	650050	103	67	29	104	60	33		64	34	105	58	40	98	48	53	101
"MN"	2000	550055	65	"CROOKS"	"0"	2	"15B"	30	15	"CROOKS TOWNSHIP"	55	55	650055	123	76	39	125	60	46		48	64	120	50	71	121	36	82	118
"MN"	2000	600060	65	"DANUBE"	"0"	2	"15B"	30	15	"DANUBE CITY"	60	60	650060	262	138	105	260	127	113		114	131	255	113	139	252	114	136	250
"MN"	2000	650065	65	"EMMET TWP."	"0"	2	"15B"	30	15	"EMMET TOWNSHIP"	65	65	650065	103	44	51	102	46	50		43	56	102	37	60	97	41	57	98
"MN"	2000	700070	65	"ERICSON TWP."	"0"	2	"15B"	30	15	"ERICSON TOWNSHIP"	70	70	650070	132	82	38	133	71	50		54	70	134	72	56	128	59	68	127
"MN"	2000	750075	65	"FAIRFAX"	"0"	2	"15B"	30	15	"FAIRFAX CITY"	75	75	650075	652	340	261	654	291	295		312	281	626	277	321	598	246	359	605
"MN"	2000	800080	65	"FLORA TWP."	"0"	2	"15B"	30	15	"FLORA TOWNSHIP"	80	80	650080	124	84	35	124	77	41		67	54	123	68	52	120	74	45	119
"MN"	2000	850085	65	"FRANKLIN"	"0"	2	"15B"	30	15	"FRANKLIN CITY"	85	85	650085	230	104	107	231	102	112		103	115	228	100	119	219	99	118	217
"MN"	2000	900090	65	"HAWK CREEK TWP."	"0"	2	"15B"	30	15	"HAWK CREEK TOWNSHIP"	90	90	650090	126	43	74	126	43	70		35	85	125	27	97	124	21	103	124
"MN"	2000	940095	65	"HECTOR"	"0"	2	"15B"	30	15	"HECTOR CITY"	94	95	650095	559	290	232	561	260	246		284	245	550	294	237	531	287	245	532
"MN"	2000	950100	65	"HECTOR TWP."	"0"	2	"15B"	30	15	"HECTOR TOWNSHIP"	95	100	650100	139	84	44	139	78	50		70	59	137	75	60	135	72	64	136
"MN"	2000	1050105	65	"HENRYVILLE TWP."	"0"	2	"15B"	30	15	"HENRYVILLE TOWNSHIP"	105	105	650105	116	39	59	121	45	57		40	70	116	42	68	110	38	72	110
"MN"	2000	1100110	65	"KINGMAN TWP."	"0"	2	"15B"	30	15	"KINGMAN TOWNSHIP"	110	110	650110	122	68	42	125	62	54		46	73	121	52	70	122	61	59	120
"MN"	2000	1150115	65	"MARTINSBURG TWP."	"0"	2	"15B"	30	15	"MARTINSBURG TOWNSHIP"	115	115	650115	88	51	30	88	55	24		45	40	89	44	44	88	45	42	87
"MN"	2000	1200120	65	"MELVILLE TWP."	"0"	2	"15B"	30	15	"MELVILLE TOWNSHIP"	120	120	650120	120	58	49	123	55	56		48	65	122	51	69	120	61	59	120
"MN"	2000	1250125	65	"MORTON"	"0"	2	"15B"	30	15	"MORTON CITY"	125	125	650125	184	71	95	183	70	97		83	90	180	76	101	177	70	105	175
