state	year	county	precinct	cd	cd2	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_USH_dv2	g2004_USH_rv2	g2004_USH_tv2
"AL"	2004	"ETOWAH"	"FORDS VALLEY WATER"	4		102	347	454	114	334	449	114	331	446			
"AL"	2004	"ETOWAH"	"GADSDEN CONVENTION HALL .1"			0	0	0	0	0	0						
"AL"	2004	"ETOWAH"	"GADSDEN CONVENTION HALL .2"	4		267	253	526	229	290	519	231	283	514			
"AL"	2004	"ETOWAH"	"GADSDEN CONVENTION HALL .3"	4		510	479	996	456	530	988	474	510	987			
"AL"	2004	"ETOWAH"	"GALLANT COMMUNITY CENTER"	4		47	206	258	42	214	256	44	209	254			
"AL"	2004	"ETOWAH"	"GASTON HIGH SCHOOL"	4		104	214	325	89	228	318	101	216	319			
"AL"	2004	"ETOWAH"	"GEORGE WALLACE SENIOR CNTR .1"	4		251	620	883	221	653	874	220	654	875			
"AL"	2004	"ETOWAH"	"GEORGE WALLACE SENIOR CNTR .2"	4		533	1129	1676	445	1208	1656	454	1191	1650			
"AL"	2004	"ETOWAH"	"HOKES BLUFF COMMUNITY CNTR .1"	4		311	877	1202	282	904	1187	284	895	1181			
"AL"	2004	"ETOWAH"	"HOKES BLUFF COMMUNITY CNTR .2"	4		360	829	1198	333	850	1184	332	853	1186			
"AL"	2004	"ETOWAH"	"IVALEE VOLUNTEER FIRE DEPT_"	4		131	305	444	127	307	438	127	307	438			
"AL"	2004	"ETOWAH"	"JESSIE DEAN SMITH REC CENTER"	4		164	236	402	153	247	400	155	244	399			
"AL"	2004	"ETOWAH"	"KEENER COMMUNITY CENTER"	4		38	89	127	36	89	125	37	89	126			
"AL"	2004	"ETOWAH"	"LIBERTY METHODIST CHURCH"	4		99	179	280	68	207	275	66	209	275			
"AL"	2004	"ETOWAH"	"MEADOW BROOK BAPTIST CHURCH"	4		357	1311	1677	268	1384	1657	294	1356	1654			
"AL"	2004	"ETOWAH"	"MORTON CHAPEL CHURCH"	4		136	284	426	112	300	414	111	302	413			
"AL"	2004	"ETOWAH"	"MOUNTAINBORO CITY HALL"	4		239	633	875	229	631	862	267	590	858			
"AL"	2004	"ETOWAH"	"NEW UNION COMMUNITY CENTER"	4		155	489	650	136	507	645	152	489	642			
"AL"	2004	"ETOWAH"	"NOCCALULA KIWANIS PVLN .1"	4		222	517	752	177	563	742	189	552	742			
"AL"	2004	"ETOWAH"	"NOCCALULA KIWANIS PVLN .2"	4		378	886	1274	327	930	1260	332	923	1258			
"AL"	2004	"ETOWAH"	"NORTH GADSDEN REC CENTER"	4		560	503	1071	500	547	1048	501	542	1047			
"AL"	2004	"ETOWAH"	"PROVISIONAL"	4		14	27	42	13	29	42	11	29	40			
"AL"	2004	"ETOWAH"	"RAINBOW CITY COMMUNITY CNTR .1"	4		346	1010	1364	279	1063	1346	273	1072	1347			
"AL"	2004	"ETOWAH"	"RAINBOW CITY COMMUNITY CNTR .2"	4		298	876	1178	264	902	1169	260	904	1166			
"AL"	2004	"ETOWAH"	"RAINBOW CITY COMMUNITY CNTR .3"	4		230	616	851	202	637	840	204	634	841			
"AL"	2004	"ETOWAH"	"RAINBOW CITY FIRE DEPT NO_2"	4		139	444	589	110	468	581	116	464	580			
"AL"	2004	"ETOWAH"	"REECE CITY TOWN HALL"	4		111	251	365	103	262	365	102	263	365			
"AL"	2004	"ETOWAH"	"RIDGEVILLE TOWN HALL"	4		67	44	113	64	49	113	63	48	111			
"AL"	2004	"ETOWAH"	"SARDIS CITY HALL"	4		175	542	725	148	560	710	220	492	714			
"AL"	2004	"ETOWAH"	"SOUTHSIDE COMMUNITY CENTER .1"	4		543	1730	2291	417	1843	2261	422	1836	2262			
"AL"	2004	"ETOWAH"	"SOUTHSIDE COMMUNITY CENTER .2"	4		21	81	103	12	90	102	12	91	103			
"AL"	2004	"ETOWAH"	"SOUTHSIDE COMMUNITY CENTER .3"	4		280	1023	1315	231	1069	1301	243	1054	1299			
"AL"	2004	"ETOWAH"	"SR_ CITIZEN CTR_/LOOKOUT MTN_"	4		263	713	991	219	757	977	233	738	973			
"AL"	2004	"ETOWAH"	"TIDMORE BEND VOLUNTEER FIRE"	4		157	433	596	141	446	590	152	432	587			
"AL"	2004	"ETOWAH"	"TILLISON BEND WATER AUTHORITY"	4		162	414	581	137	440	578	143	430	575			
"AL"	2004	"ETOWAH"	"UNION .3 BAPTIST CHURCH"	4		54	206	262	41	215	256	45	213	258			
"AL"	2004	"ETOWAH"	"WALNUT GROVE FIRE DEPARTMENT"	4		109	297	410	82	326	408	88	320	409			
"AL"	2004	"ETOWAH"	"WALNUT PARK REC CENTER"	4		345	432	782	319	448	769	316	449	768			
"AL"	2004	"ETOWAH"	"WEST ETOWAH VOLUNTEER FIRE"	4		50	150	200	35	165	200	30	167	197			
"AL"	2004	"ETOWAH"	"WHORTON BEND FIRE STATION"	4		117	574	695	90	582	676	92	587	680			
"AL"	2004	"FAYETTE"	"ABSENTEE VOTERS"	4		70	191	262	64	192	256	67	185	252			
"AL"	2004	"FAYETTE"	"BERRY ARMORY"	4		157	419	586	127	448	576	132	439	572			
"AL"	2004	"FAYETTE"	"BOLEY BOLEY SPRINGS CHURCH"	4		61	161	227	51	170	222	51	168	220			
"AL"	2004	"FAYETTE"	"BROWNS GLEN ALLEN COMM_ CNT_"	4		90	132	223	65	153	219	71	147	218			
"AL"	2004	"FAYETTE"	"BROWNS WHITES CHAPEL VT_ CNT_"	4		74	160	234	62	161	223	63	156	220			
"AL"	2004	"FAYETTE"	"BYLOR VOTING CENTER BANKSTON"	4		92	259	354	73	273	346	79	265	345			
"AL"	2004	"FAYETTE"	"CLEAR CREEK VT_ CNT_ PHILA_ CH"	4		35	103	140	30	106	136	28	106	134			
"AL"	2004	"FAYETTE"	"COLES NEW RIVER CH_ OF CHRIST"	4		53	75	128	42	84	126	43	80	123			
"AL"	2004	"FAYETTE"	"COLES VOTING CNT KILLINGSWORTH"	4		48	91	139	42	91	133	40	93	133			
"AL"	2004	"FAYETTE"	"COLLIN VT_ CNT_ MT_ VERNON"	4		35	214	249	30	209	239	27	212	239			
"AL"	2004	"FAYETTE"	"FAYETTE CIVIC CENTER"	4		442	1027	1480	370	1083	1455	372	1078	1452			
"AL"	2004	"FAYETTE"	"FAYETTE COVIN VOTING CENTER"	4		90	114	204	78	123	201	81	121	202			
"AL"	2004	"FAYETTE"	"FAYETTE YOUTH CENTER"	4		360	512	878	312	549	863	321	534	858			
"AL"	2004	"FAYETTE"	"FORDS VOTING CENTER FORDS MT_"	4		42	81	124	29	88	117	29	89	118			
"AL"	2004	"FAYETTE"	"GEORGES CREEK VT_ CNT_ PEA RDG"	4		39	104	143	33	110	143	38	105	143			
"AL"	2004	"FAYETTE"	"GILPIN LAWRENCE MILL COMM_ CNT"	4		62	314	377	55	314	369	52	320	372			
"AL"	2004	"FAYETTE"	"HICO VT_ CNT_ N OF NEWTONVILLE"	4		89	86	177	78	97	175	76	99	175			
"AL"	2004	"FAYETTE"	"LEE BELK COMM CTR"	4		32	168	202	30	161	191	25	170	195			
"AL"	2004	"FAYETTE"	"LEE OAKRIDGE VOTING CENTER"	4		15	79	94	10	82	92	10	82	92			
"AL"	2004	"FAYETTE"	"PLEASANT GROVE VOTING CENTER"	4		38	84	124	28	91	119	29	88	118			
"AL"	2004	"FAYETTE"	"PROVISIONAL"	4		0	2	3	0	3	3	0	3	3			
"AL"	2004	"FAYETTE"	"RIDGE CONCORD CH_ VT_ CNT_"	4		44	99	144	44	96	140	42	94	137			
"AL"	2004	"FAYETTE"	"RUSSELL VOTING CENTER BOBO SCH"	4		139	377	519	117	398	515	117	395	512			
"AL"	2004	"FAYETTE"	"STONEWALL CANNAN COMM_ CNT_"	4		116	60	176	105	67	172	110	61	171			
"AL"	2004	"FAYETTE"	"STOUGH VOTING CENTER"	4		70	253	325	66	250	321	69	245	320			
"AL"	2004	"FAYETTE"	"STUDDARDS CROSSROADS"	4		16	43	60	15	41	56	13	43	56			
"AL"	2004	"FAYETTE"	"SUGAR CREEK EXP STA NEAR WNFLD"	4		19	70	90	17	72	89	17	72	89			
"AL"	2004	"FAYETTE"	"THOMPSON KIRKLAND SCHOOL BLDG_"	4		41	120	164	28	133	162	27	137	164			
"AL"	2004	"FAYETTE"	"WEBSTER VT_ CNT_ WAYSIDE SCH_"	4		39	136	176	33	140	173	35	135	172			
"AL"	2004	"FRANKLIN"	"ABSENTEE VOTERS"	4		192	290	483	163	289	452	157	293	450			
"AL"	2004	"FRANKLIN"	"BELGREEN"	4		205	390	599	167	408	575	163	407	570			
"AL"	2004	"FRANKLIN"	"CHUCKIE MULLINS CENTER"	4		305	80	386	258	123	381	262	118	381			
"AL"	2004	"FRANKLIN"	"COLLEGE AVENUE ELEMENTARY"	4		296	325	629	242	369	612	240	373	613			
"AL"	2004	"FRANKLIN"	"COURTHOUSE"	4		227	334	564	178	369	547	179	363	543			
"AL"	2004	"FRANKLIN"	"FRANKFORT"	4		65	125	191	50	131	181	52	128	181			
"AL"	2004	"FRANKLIN"	"HALLTOWN"	4		126	328	455	112	317	430	107	322	429			
"AL"	2004	"FRANKLIN"	"HODGES"	4		77	173	251	63	185	248	59	188	247			
"AL"	2004	"FRANKLIN"	"JONESBORO"	4		131	184	318	113	201	314	105	207	313			
"AL"	2004	"FRANKLIN"	"LAWLERS"	4		146	256	404	124	263	387	122	269	391			
"AL"	2004	"FRANKLIN"	"MT_ STAR HILLS"	4		134	202	337	120	208	328	122	209	331			
"AL"	2004	"FRANKLIN"	"NEWBURG"	4		92	69	161	90	70	160	86	73	159			
"AL"	2004	"FRANKLIN"	"PHIL CAMPBELL"	4		341	561	909	298	588	886	270	621	893			
"AL"	2004	"FRANKLIN"	"PLEASANT SITE"	4		42	107	149	28	112	140	30	103	133			
"AL"	2004	"FRANKLIN"	"PROVISIONAL"	4		1	2	3	1	2	3	1	2	3			
"AL"	2004	"FRANKLIN"	"RED BAY .1"	4		436	1046	1488	402	1003	1410	380	1023	1406			
"AL"	2004	"FRANKLIN"	"RED BAY .2"			0	0	0	0	0	0						
"AL"	2004	"FRANKLIN"	"ROCKWOOD"	4		165	243	411	133	272	406	136	270	407			
"AL"	2004	"FRANKLIN"	"RUSSELLVILLE ELECTRIC WRHS"	4		315	384	700	267	415	682	266	411	679			
"AL"	2004	"FRANKLIN"	"RUSSELLVILLE HIGH SCHOOL"	4		317	699	1019	240	764	1004	229	773	1002			
"AL"	2004	"FRANKLIN"	"SPRUCE PINE"	4		177	352	533	151	360	512	137	378	516			
"AL"	2004	"FRANKLIN"	"ST_ CROSS ROAD"	4		63	150	213	64	138	202	50	152	202			
"AL"	2004	"FRANKLIN"	"THARPTOWN"	4		149	240	392	118	263	381	110	267	377			
"AL"	2004	"FRANKLIN"	"TRAPPTOWN-E_ FRANKLIN JR_ HIGH"	4		164	389	556	142	405	547	127	422	549			
"AL"	2004	"FRANKLIN"	"UNION"	4		95	275	374	71	283	355	66	296	363			
"AL"	2004	"FRANKLIN"	"VINA FIRE DEPT_"	4		144	341	488	119	324	443	110	326	440			
"AL"	2004	"FRANKLIN"	"WACO CHURCH OF CHRIST"	4		109	145	256	89	162	252	89	159	249			
"AL"	2004	"GENEVA"	"ABSENTEE VOTERS"	2		67	320	389	60	313	374	51	313	365			
"AL"	2004	"GENEVA"	"BELLWOOD VOTING HOUSE"	2		73	133	208	63	138	202	59	143	202			
"AL"	2004	"GENEVA"	"BLACK"	2		31	162	194	26	162	189	24	168	192			
"AL"	2004	"GENEVA"	"CHANCELLOR VOTING HOUSE"	2		56	275	334	48	279	328	42	285	329			
"AL"	2004	"GENEVA"	"COFFEE SPRINGS"	2		78	257	336	61	265	326	52	277	329			
"AL"	2004	"GENEVA"	"DEVCO VOTING HOUSE"	2		86	334	424	80	335	415	68	349	417			
"AL"	2004	"GENEVA"	"FADETTE VOTING HOUSE"	2		66	474	542	54	476	530	48	490	538			
"AL"	2004	"GENEVA"	"FARM CENTER"	2		51	240	294	46	243	289	41	249	290			
"AL"	2004	"GENEVA"	"FLAT CREEK"	2		29	142	173	30	143	173	21	152	173			
"AL"	2004	"GENEVA"	"GENEVA ARMORY"	2		79	286	366	48	309	357	42	315	357			
"AL"	2004	"GENEVA"	"GENEVA CITY HALL"	2		97	114	212	67	133	200	68	133	202			
"AL"	2004	"GENEVA"	"GENEVA COMMUNITY CENTER"	2		71	289	360	52	300	353	54	297	353			
"AL"	2004	"GENEVA"	"GENEVA COUNTY COURTHOUSE"	2		109	409	520	74	434	510	70	447	517			
"AL"	2004	"GENEVA"	"GILMORE"	2		26	136	162	15	143	160	13	146	160			
"AL"	2004	"GENEVA"	"HACODA"	2		15	71	86	11	76	87	11	76	87			
"AL"	2004	"GENEVA"	"HUGHES COMMUNITY CENTER .1"	2		333	1511	1856	278	1551	1832	258	1569	1831			
"AL"	2004	"GENEVA"	"HUGHES COMMUNITY CENTER .2"			0	0	0	0	0	0						
"AL"	2004	"GENEVA"	"HUGHES VOTING HOUSE"	2		32	279	313	31	277	308	23	290	313			
"AL"	2004	"GENEVA"	"LOWERY"	2		30	146	176	24	147	172	20	152	173			
"AL"	2004	"GENEVA"	"LYTLE"	2		59	203	268	41	221	262	38	224	262			
"AL"	2004	"GENEVA"	"MALVERN"	2		90	671	769	93	664	761	86	678	765			
"AL"	2004	"GENEVA"	"PINEY GROVE"	2		29	131	161	22	135	157	20	135	155			
"AL"	2004	"GENEVA"	"PROVISIONAL"	2		8	18	26	7	18	25	7	19	26			
"AL"	2004	"GENEVA"	"REVELS GROCERY"	2		28	139	168	23	142	165	23	139	162			
"AL"	2004	"GENEVA"	"SAMSON AMERICAN LEGION HALL"	2		160	345	509	119	373	493	111	383	496			
"AL"	2004	"GENEVA"	"SAMSON COMMUNITY CENTER"	2		80	388	468	53	411	464	53	413	466			
"AL"	2004	"GENEVA"	"SLOCOMB NATIONAL GUARD ARMORY"	2		306	731	1043	260	768	1030	239	790	1031			
"AL"	2004	"GENEVA"	"TATE SCHOOL"	2		24	138	163	22	139	161	19	144	163			
"AL"	2004	"GREENE"	"ABSENTEE VOTERS"	7		192	40	233	170	49	219	205	22	228			
"AL"	2004	"GREENE"	"BOLIGEE TOWN HALL"	7		288	65	354	260	78	338	309	32	341			
"AL"	2004	"GREENE"	"CLINTON COMMUNITY CENTER"	7		163	46	217	157	52	209	181	25	206			
"AL"	2004	"GREENE"	"EUTAW ACTIVITY CENTER"	7		453	33	486	403	63	466	456	14	470			
"AL"	2004	"GREENE"	"FORKLAND TOWN BALL"	7		563	123	692	446	195	642	592	56	649			
"AL"	2004	"GREENE"	"JENA CLUBHOUSE"	7		63	39	102	60	39	99	69	29	98			
"AL"	2004	"GREENE"	"MANTUA FIRE DEPARTMENT"	7		211	24	236	185	42	227	214	17	231			
"AL"	2004	"GREENE"	"MCKINLEY BRANCH"	7		132	49	181	112	58	170	137	37	174			
"AL"	2004	"GREENE"	"MONTGOMERY RECREATION CENTER"	7		131	32	163	107	40	147	133	15	148			
"AL"	2004	"GREENE"	"MORROW BROWN COMMUNITY CENTER"	7		323	16	340	277	52	329	317	9	326			
"AL"	2004	"GREENE"	"MT. HEBRON PRE-SCHOOL"	7		236	11	247	223	18	241	231	10	241			
"AL"	2004	"GREENE"	"NATIONAL GUARD ARMORY"	7		505	408	916	410	491	901	652	245	897			
"AL"	2004	"GREENE"	"PROVISIONAL"	7		1	0	1	1	0	1	1	0	1			
"AL"	2004	"GREENE"	"SOUTH FORK REST."	7		59	8	68	54	14	68	60	7	67			
"AL"	2004	"GREENE"	"TISHABEE RECREATION CENTER"	7		220	6	227	205	17	222	220	4	224			
"AL"	2004	"GREENE"	"UNION TOWN HALL"	7		224	58	285	193	75	268	237	33	270			
"AL"	2004	"HALE"	"Absentee Voters"	7		597	122	719	509	133	642	556	60	654			
"AL"	2004	"HALE"	"Akron - City Hall"	7		249	178	428	210	201	411	319	91	410			
"AL"	2004	"HALE"	"Bucksnort"	7		66	74	141	52	82	134	97	33	130			
"AL"	2004	"HALE"	"Cedarville"	7		150	102	255	92	122	214	167	46	213			
"AL"	2004	"HALE"	"Gallion Volunteer Fire"	7		149	135	285	126	154	280	207	72	279			
"AL"	2004	"HALE"	"Greensboro - Armory #1"	7		558	360	921	480	415	895	723	171	897			
"AL"	2004	"HALE"	"Greensboro - Armory #2"	7		1130	597	1740	972	706	1680	1379	301	1682			
"AL"	2004	"HALE"	"Havana"	7		85	96	182	68	107	175	129	48	177			
"AL"	2004	"HALE"	"Moundville - City Hall"	7		454	840	1299	342	932	1276	757	488	1248			
"AL"	2004	"HALE"	"Mt. Herman"	7		81	137	218	63	146	210	129	76	206			
"AL"	2004	"HALE"	"Newbern - Old Bank Bldg"	7		219	149	368	177	164	342	283	63	347			
"AL"	2004	"HALE"	"Phipps Work Center"	7		4	32	37	0	36	36	10	19	29			
"AL"	2004	"HALE"	"Provisional"	7		5	1	6	4	2	6	5	1	6			
"AL"	2004	"HALE"	"Sawyerville - Head Start School"	7		509	109	620	427	152	580	533	53	586			
"AL"	2004	"HALE"	"Stewart"	7		101	162	263	75	180	256	172	84	257			
"AL"	2004	"HALE"	"Sunshine High School"	7		207	38	246	172	57	229	209	23	232			
"AL"	2004	"HALE"	"Valley"	7		63	147	211	39	166	206	111	82	195			
"AL"	2004	"HENRY"	"ABBEVILLE ARMORY .1"	2		179	376	556	142	406	549	140	407	548			
"AL"	2004	"HENRY"	"ABBEVILLE ARMORY .2"	2		415	394	813	346	441	787	342	446	789			
"AL"	2004	"HENRY"	"ABSENTEE VOTERS"	2		95	208	304	78	219	297	81	214	296			
"AL"	2004	"HENRY"	"BLANKENSHIP STORE"	2		23	94	117	17	93	110	19	94	113			
"AL"	2004	"HENRY"	"BROWNS CROSSROADS"	2		19	68	87	19	64	83	18	66	84			
"AL"	2004	"HENRY"	"CAPPS POST OFFICE"	2		124	116	241	112	126	238	109	127	236			
"AL"	2004	"HENRY"	"EDWIN CLUBHOUSE"	2		77	106	183	71	105	176	67	111	178			
"AL"	2004	"HENRY"	"ESPY FARMS"	2		64	127	191	53	136	189	45	143	188			
"AL"	2004	"HENRY"	"HALEBURG CITY HALL"	2		55	128	185	45	135	180	42	138	180			
"AL"	2004	"HENRY"	"HEADLAND ARMORY .1"	2		190	547	741	174	551	725	166	564	730			
"AL"	2004	"HENRY"	"HEADLAND ARMORY .2"	2		373	983	1358	307	1022	1329	288	1039	1328			
"AL"	2004	"HENRY"	"HEBRON COMMUNITY VOTING HOUSE"	2		8	113	121	9	111	120	7	114	121			
"AL"	2004	"HENRY"	"JUDSON COMMUNITY"	2		210	435	648	187	436	623	172	447	620			
"AL"	2004	"HENRY"	"LAWRENCEVILLE HIGH SCHOOL"	2		101	136	241	92	134	226	92	133	225			
"AL"	2004	"HENRY"	"NEWVILLE VOTING HOUSE"	2		226	258	486	193	278	471	198	278	476			
"AL"	2004	"HENRY"	"PROVISIONAL"	2		13	17	30	11	20	31	9	22	31			
"AL"	2004	"HENRY"	"SHORTERVILLE HOUSE"	2		131	99	230	121	98	221	117	105	223			
"AL"	2004	"HENRY"	"TUMBLETON VOTING HOUSE"	2		24	232	259	23	233	256	19	238	257			
"AL"	2004	"HENRY"	"UNION VT_ HOUSE"	2		56	181	237	48	180	228	44	187	232			
"AL"	2004	"HENRY"	"WILLIAMS COMM_ VOTING HOUSE"	2		21	116	137	12	120	132	14	121	135			
"AL"	2004	"HENRY"	"WILLS CROSS ROADS"	2		48	147	196	33	151	184	34	153	187			
"AL"	2004	"HOUSTON"	"ABSENTEE VOTERS"	2		416	1230	1652	332	1286	1619	319	1297	1617			
"AL"	2004	"HOUSTON"	"ANDREW BELL COMM_ CENTER"	2		225	184	410	201	197	398	190	204	396			
"AL"	2004	"HOUSTON"	"ASHFORD"	2		327	812	1141	291	833	1125	284	842	1126			
"AL"	2004	"HOUSTON"	"BAY SPRINGS"	2		100	525	629	92	525	617	94	528	622			
"AL"	2004	"HOUSTON"	"COLUMBIA"	2		225	577	807	205	576	783	179	603	784			
"AL"	2004	"HOUSTON"	"COTTONWOOD"	2		225	720	947	194	737	931	177	753	930			
"AL"	2004	"HOUSTON"	"COWARTS"	2		178	839	1019	139	865	1006	139	867	1007			
"AL"	2004	"HOUSTON"	"DOUG TEW COMMUNITY CENTER .1"	2		351	1089	1448	287	1133	1421	269	1156	1428			
"AL"	2004	"HOUSTON"	"DOUG TEW COMMUNITY CENTER .2"	2		328	1109	1450	283	1145	1429	257	1173	1434			
"AL"	2004	"HOUSTON"	"DUPREE"	2		22	155	178	22	149	171	23	147	170			
"AL"	2004	"HOUSTON"	"ENTERPRISE CHURCH"	2		46	312	358	40	313	354	34	320	354			
"AL"	2004	"HOUSTON"	"FARM CENTER .1"	2		321	965	1290	311	961	1274	293	980	1274			
"AL"	2004	"HOUSTON"	"FARM CENTER .2"	2		210	546	760	202	552	754	183	572	755			
"AL"	2004	"HOUSTON"	"GORDON"	2		153	71	225	137	77	214	135	81	216			
"AL"	2004	"HOUSTON"	"HARMON"	2		29	124	153	27	122	149	23	124	147			
"AL"	2004	"HOUSTON"	"HODGESVILLE"	2		154	923	1080	128	925	1054	117	946	1063			
"AL"	2004	"HOUSTON"	"KINSEY"	2		194	436	633	157	460	618	145	472	618			
"AL"	2004	"HOUSTON"	"LIBRARY .1"	2		704	1680	2399	591	1769	2365	571	1785	2367			
"AL"	2004	"HOUSTON"	"LIBRARY .2"	2		271	389	666	236	416	654	223	427	653			
"AL"	2004	"HOUSTON"	"LOVETOWN"	2		35	239	275	32	237	269	34	236	270			
"AL"	2004	"HOUSTON"	"LUCY"	2		94	101	196	82	111	193	81	110	191			
"AL"	2004	"HOUSTON"	"MADRID"	2		116	401	519	101	404	508	75	432	509			
"AL"	2004	"HOUSTON"	"PANSEY"	2		55	224	283	52	226	279	46	229	276			
"AL"	2004	"HOUSTON"	"PROVISIONAL"	2		2	5	8	3	4	7	3	4	7			
"AL"	2004	"HOUSTON"	"REHOBETH"	2		135	891	1031	112	897	1010	104	908	1013			
"AL"	2004	"HOUSTON"	"TAYLOR"	2		153	1073	1236	127	1085	1212	98	1119	1217			
"AL"	2004	"HOUSTON"	"VAUGHN BLUMBERG"	2		345	600	948	332	603	938	305	628	935			
"AL"	2004	"HOUSTON"	"WALTON PARK .1"			0	0	0	0	0	0						
"AL"	2004	"HOUSTON"	"WALTON PARK .2"	2		1359	170	1533	1278	227	1505	1218	295	1514			
"AL"	2004	"HOUSTON"	"WATER AND ELECTRIC .1"	2		304	1897	2214	249	1932	2183	238	1935	2179			
"AL"	2004	"HOUSTON"	"WATER AND ELECTRIC .2"	2		369	2165	2546	305	2210	2520	276	2234	2515			
"AL"	2004	"HOUSTON"	"WEBB"	2		119	538	660	101	544	646	87	561	649			
"AL"	2004	"HOUSTON"	"WESTGATE .1"	2		143	1125	1277	132	1127	1261	115	1147	1262			
"AL"	2004	"HOUSTON"	"WESTGATE .2"	2		252	1433	1693	202	1474	1678	178	1502	1683			
"AL"	2004	"HOUSTON"	"WESTGATE .3"	2		156	831	992	125	858	984	114	868	985			
"AL"	2004	"HOUSTON"	"WICKSBURG"	2		94	747	847	85	753	839	78	761	839			
"AL"	2004	"HOUSTON"	"WIREGRASS PARK .1"	2		871	1624	2509	759	1713	2472	689	1782	2475			
"AL"	2004	"HOUSTON"	"WIREGRASS PARK .2"	2		63	124	189	57	130	187	56	132	188			
"AL"	2004	"JACKSON"	"ABSENTEE VOTERS"	5		290	401	695	257	424	682	471	208	682			
"AL"	2004	"JACKSON"	"ASPEL JACKSON CO. WATERWORKS"	5		74	75	150	55	87	142	116	26	142			
"AL"	2004	"JACKSON"	"BISHOP HALLS STORE"	5		35	25	61	31	27	58	39	18	57			
"AL"	2004	"JACKSON"	"BRIDGEPORT COMM. CENTER #1"	5		318	288	611	284	306	591	437	158	597			
"AL"	2004	"JACKSON"	"BRIDGEPORT COMM. CENTER #2"	5		454	412	872	391	447	838	626	216	842			
"AL"	2004	"JACKSON"	"BRYANT COMMUNITY BLDG."	5		242	526	771	229	501	732	410	322	734			
"AL"	2004	"JACKSON"	"CHRISTIAN HOME B & T BLDG."	5		88	130	218	88	120	208	145	65	210			
"AL"	2004	"JACKSON"	"CROW FIRE HALL"	5		47	81	132	41	84	125	94	33	127			
"AL"	2004	"JACKSON"	"DEANS CHAPEL COMM. CENTER"	5		119	167	287	119	166	285	200	85	285			
"AL"	2004	"JACKSON"	"DUTTON CITY HALL"	5		386	506	897	311	561	873	642	233	875			
"AL"	2004	"JACKSON"	"ESTILL FORK PRINCES STORE"	5		19	47	66	17	37	54	38	22	60			
"AL"	2004	"JACKSON"	"FACKLER FIRE HALL"	5		163	209	377	137	229	367	266	103	369			
"AL"	2004	"JACKSON"	"FLAT ROCK RURITAN BlDG."	5		145	221	367	127	215	343	220	123	343			
"AL"	2004	"JACKSON"	"GARTH JOHNSONS STORE"	5		55	61	116	54	54	109	88	26	114			
"AL"	2004	"JACKSON"	"HAMBRICK COMH. CENTER"	5		6	11	19	5	14	19	9	10	19			
"AL"	2004	"JACKSON"	"HIGDON NORTH SAND MTN. SCHOOL"	5		297	321	625	300	307	608	388	220	609			
"AL"	2004	"JACKSON"	"HINK CREEK lAKEVIEW STORE"	5		104	162	266	89	170	260	195	65	260			
"AL"	2004	"JACKSON"	"HOLLY SPRINGS BAPTIST CHURCH"	5		18	55	74	14	52	66	48	20	68			
"AL"	2004	"JACKSON"	"HOLLYTREE MORRIS STORE"	5		59	52	112	50	56	106	84	24	108			
"AL"	2004	"JACKSON"	"HOLLYWOOD CITY HALL"	5		348	347	700	284	375	659	534	135	670			
"AL"	2004	"JACKSON"	"HYTOP FIRE STATION"	5		72	92	164	55	96	151	124	30	154			
"AL"	2004	"JACKSON"	"LANGSTON CITY HALL"	5		50	63	113	42	69	111	80	30	110			
"AL"	2004	"JACKSON"	"LARKINSVILLE STOCK BARN"	5		138	179	319	111	201	312	228	82	310			
"AL"	2004	"JACKSON"	"LETCHER CHURCH OF GOD"	5		55	115	172	50	115	165	129	40	169			
"AL"	2004	"JACKSON"	"LIMROCK FIRE HALL"	5		94	73	167	88	70	158	130	30	160			
"AL"	2004	"JACKSON"	"LONG ISLAND COMM. CENTER"	5		23	46	69	21	47	68	41	25	66			
"AL"	2004	"JACKSON"	"MACEDONIA SCHOOL"	5		257	323	585	212	340	552	439	119	558			
"AL"	2004	"JACKSON"	"PAINT ROCK SENIOR CITIZEN CTR."	5		57	128	188	41	144	185	125	58	183			
"AL"	2004	"JACKSON"	"PISGAH CITY HALL"	5		454	374	837	394	411	806	616	194	810			
"AL"	2004	"JACKSON"	"PLEASANT GROVES FIRE HALL"	5		38	82	123	27	94	121	112	14	126			
"AL"	2004	"JACKSON"	"PRINCETON FIRE HALL"	5		43	41	84	43	29	72	72	5	77			
"AL"	2004	"JACKSON"	"PROVISIONAL"	5		17	27	45	17	26	43	32	11	43			
"AL"	2004	"JACKSON"	"ROSALIE MACKLIN BAPTIST CHURCH"	5		346	297	647	308	308	618	468	154	622			
"AL"	2004	"JACKSON"	"SCOTTSBORO CARTER GYM #1"	5		587	1060	1663	451	1182	1637	1247	391	1639			
"AL"	2004	"JACKSON"	"SCOTTSBORO CARTER GYM #2"	5		610	1054	1680	474	1159	1635	1218	419	1638			
"AL"	2004	"JACKSON"	"SCOTTSBORO CARTER GYM #3"	5		906	1455	2377	748	1573	2324	1730	610	2342			
"AL"	2004	"JACKSON"	"SECTION OLD CITY HALL"	5		320	390	715	268	415	684	546	148	694			
"AL"	2004	"JACKSON"	"SKYLINE CITY HALL"	5		184	443	633	150	455	607	440	169	611			
