state	year	town	ward	precinct	cd	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_ATG_dv	g2006_ATG_rv	g2006_ATG_tv	g2006_AUD_dv	g2006_AUD_tv	g2006_GOV_dv	g2006_GOV_rv	g2006_GOV_tv	g2006_SOS_dv	g2006_SOS_tv	g2006_TRE_dv	g2006_TRE_tv	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv
"MA"	2006	"Framingham"		"5"	7	1231		1256	1174	372	1546	1221	1432	915	523	1590	1187	1469	1218	1424	1108	441	1552
"MA"	2006	"Framingham"		"6"	7	1216		1246	1164	350	1515	1165	1379	900	529	1564	1187	1427	1213	1391	1100	421	1522
"MA"	2006	"Framingham"		"7"	7	1074		1092	1019	303	1322	1034	1197	792	470	1371	998	1247	1067	1222	955	394	1351
"MA"	2006	"Framingham"		"8"	7	1042		1071	1024	249	1274	992	1171	767	414	1320	966	1220	1009	1197	972	317	1291
"MA"	2006	"Framingham"		"9"	7	747		763	698	204	902	715	829	538	297	920	693	855	740	842	676	225	906
"MA"	2006	"Franklin"		"1"	3	993		1011	888	404	1295	931	1151	625	595	1338	994	1183	999	1174	820	471	1295
"MA"	2006	"Franklin"		"2"	3	1027		1051	896	439	1339	959	1209	636	624	1374	1034	1232	1013	1222	837	502	1341
"MA"	2006	"Franklin"		"3"	3	1050		1065	912	385	1299	982	1206	679	528	1344	1054	1217	1041	1218	873	432	1306
"MA"	2006	"Franklin"		"4"	3	1065		1087	883	505	1390	984	1227	638	676	1438	1057	1270	1059	1254	854	549	1407
"MA"	2006	"Franklin"		"5"	3	1129		1144	989	402	1392	993	1275	666	641	1430	1092	1305	1080	1301	923	475	1400
"MA"	2006	"Franklin"		"6"	3	1071		1086	907	427	1334	971	1201	685	558	1387	1045	1242	1053	1244	891	460	1351
"MA"	2006	"Franklin"		"7"	3	1149		1171	958	539	1497	1046	1305	669	765	1551	1152	1357	1155	1340	893	629	1522
"MA"	2006	"Franklin"		"8"	3	1188		1205	997	552	1550	1086	1373	674	815	1615	1183	1427	1173	1420	918	647	1570
"MA"	2006	"Freetown"		"1"	4	793		814	682	326	1008	687	938	516	434	1046	746	965	746	942	613	407	1023
"MA"	2006	"Freetown"		"2"	4	836		860	755	288	1044	708	966	592	394	1083	774	976	779	980	687	376	1067
"MA"	2006	"Freetown"		"3"	4	851		880	754	305	1060	740	970	567	402	1097	808	993	803	983	705	385	1095
"MA"	2006	"Gardner"	"1"	"A"	1	526		717	492	231	723	525	653	410	280	755	563	673	572	672	463	271	734
"MA"	2006	"Gardner"	"1"	"B"	1	368		491	359	142	502	354	475	279	177	519	383	478	392	479	336	173	510
"MA"	2006	"Gardner"	"1"	"C"	1	81		99	82	21	103	77	96	55	35	106	82	97	84	99	75	28	103
"MA"	2006	"Gardner"	"2"	"A"	1	455		574	437	139	577	431	549	389	148	600	461	556	462	556	439	150	589
"MA"	2006	"Gardner"	"2"	"B"	1	516		658	474	193	667	504	626	406	222	694	545	637	548	643	468	214	682
"MA"	2006	"Gardner"	"3"	"A"	1	377		458	377	83	460	352	439	322	108	482	389	444	376	441	351	118	469
"MA"	2006	"Gardner"	"3"	"B"	1	557		685	533	147	681	512	661	448	185	714	570	666	562	667	518	181	700
"MA"	2006	"Gardner"	"4"	"A"	1	389		519	384	149	533	368	488	326	174	551	414	501	405	492	351	183	535
"MA"	2006	"Gardner"	"4"	"B"	1	301		386	284	107	391	282	364	248	124	408	315	374	312	371	285	113	398
"MA"	2006	"Gardner"	"5"	"A"	1	405		513	393	122	515	374	482	306	156	534	412	492	412	500	377	151	528
"MA"	2006	"Gardner"	"5"	"B"	1	549		714	512	207	719	535	678	436	248	758	569	690	552	682	500	240	741
"MA"	2006	"Georgetown"		"1"	6	1021	614	1636	1023	614	1639	1115	1443	706	856	1701	1215	1475	1181	1469	930	720	1653
"MA"	2006	"Georgetown"		"2"	6	1021	604	1626	1022	591	1619	1105	1467	772	737	1680	1216	1518	1188	1486	944	699	1649
"MA"	2006	"Gill"		"1"	1	498		648	498	134	634	457	588	459	140	663	470	605	476	603	498	152	651
"MA"	2006	"Gloucester"	"1"	"1"	6	1012	414	1426	1039	374	1413	1045	1286	817	558	1484	1060	1325	1083	1316	1034	408	1444
"MA"	2006	"Gloucester"	"1"	"2"	6	796	319	1116	819	295	1115	827	1014	628	429	1167	845	1042	858	1039	823	313	1138
"MA"	2006	"Gloucester"	"2"	"1"	6	608	174	782	577	196	774	558	723	458	275	813	622	738	602	732	586	200	787
"MA"	2006	"Gloucester"	"2"	"2"	6	683	153	838	662	161	824	613	763	551	242	859	686	796	661	778	689	154	844
"MA"	2006	"Gloucester"	"3"	"1"	6	627	222	850	642	204	846	612	779	501	293	891	638	800	633	791	642	234	876
"MA"	2006	"Gloucester"	"3"	"2"	6	772	254	1026	772	242	1014	759	954	576	387	1063	807	972	802	961	750	278	1032
"MA"	2006	"Gloucester"	"4"	"1"	6	861	318	1180	897	268	1167	870	1082	640	451	1219	913	1107	929	1098	863	323	1187
"MA"	2006	"Gloucester"	"4"	"2"	6	1104	412	1517	1163	335	1500	1082	1335	938	498	1563	1096	1409	1117	1391	1124	406	1530
"MA"	2006	"Gloucester"	"5"	"1"	6	883	455	1338	915	410	1328	953	1193	717	547	1386	987	1239	1020	1227	898	454	1352
"MA"	2006	"Gloucester"	"5"	"2"	6	899	455	1357	908	439	1350	881	1190	672	592	1400	950	1243	959	1212	871	497	1370
"MA"	2006	"Goshen"		"1"	1	303		419	295	116	411	299	386	275	125	437	287	405	298	396	302	125	428
"MA"	2006	"Gosnold"		"1"	10	39	13	57	34	21	55	36	48	31	26	59	38	49	40	51	37	21	58
"MA"	2006	"Grafton"		"1"	2	1003		1012	882	429	1313	945	1193	696	531	1356	1035	1229	1021	1219	832	490	1323
"MA"	2006	"Grafton"		"2"	2	1348		1362	1139	649	1788	1282	1610	934	755	1841	1383	1661	1377	1644	1102	696	1802
"MA"	2006	"Grafton"		"3"	2	1114		1129	1005	556	1561	1098	1372	814	704	1631	1160	1408	1159	1395	963	623	1588
"MA"	2006	"Grafton"		"4"	2	1054		1064	886	527	1416	970	1264	710	602	1458	1073	1303	1081	1295	860	574	1437
"MA"	2006	"Granby"		"1"	1	1769		2470	1639	820	2463	1620	2220	1348	993	2578	1820	2320	1833	2286	1552	982	2538
"MA"	2006	"Granville"		"1"	1	367		560	324	252	576	337	497	241	304	595	381	505	383	500	277	316	593
"MA"	2006	"Great Barrington"		"A"	1	616		758	602	124	728	552	675	604	145	786	544	700	545	694	630	152	783
"MA"	2006	"Great Barrington"		"B"	1	612		722	606	93	699	547	653	610	102	742	548	680	536	657	624	110	734
"MA"	2006	"Great Barrington"		"C"	1	444		522	431	80	511	378	468	444	81	539	378	497	392	487	450	86	537
"MA"	2006	"Great Barrington"		"D"	1	615		712	582	113	696	509	613	600	128	745	513	671	540	643	592	139	731
"MA"	2006	"Greenfield"		"1"	1	546		722	554	145	700	503	649	491	186	739	545	677	541	660	526	201	730
"MA"	2006	"Greenfield"		"2"	1	755		963	727	218	945	726	857	668	256	992	744	888	759	880	729	249	978
"MA"	2006	"Greenfield"		"3"	1	543		668	527	127	654	467	612	519	135	688	501	649	503	637	532	143	675
"MA"	2006	"Greenfield"		"4"	1	610		771	605	148	753	569	702	550	178	788	602	731	603	717	609	172	783
"MA"	2006	"Greenfield"		"5"	1	650		766	629	126	755	555	695	606	127	782	543	738	579	720	639	129	770
"MA"	2006	"Greenfield"		"6"	1	536		622	527	86	613	428	546	500	103	639	422	600	445	581	536	97	634
"MA"	2006	"Greenfield"		"7"	1	479		615	467	140	608	432	556	415	156	634	466	581	453	566	472	157	630
"MA"	2006	"Greenfield"		"8"	1	462		534	459	64	524	378	492	421	69	546	380	516	381	504	463	80	544
"MA"	2006	"Greenfield"		"9"	1	435		573	448	116	565	431	521	415	136	586	451	540	451	535	439	144	583
"MA"	2006	"Groton"		"1"	5	1170		1188	1026	513	1540	1065	1355	803	662	1594	1081	1412	1110	1381	975	579	1554
"MA"	2006	"Groton"		"2"	5	1094		1113	930	474	1404	948	1238	653	660	1457	988	1304	1021	1269	860	553	1417
"MA"	2006	"Groton"		"3"	5	1098		1116	937	485	1424	977	1240	724	633	1473	971	1296	998	1265	883	559	1445
"MA"	2006	"Groveland"		"1"	6	1782	1010	2792	1792	986	2782	1936	2541	1260	1356	2893	2103	2594	2124	2587	1611	1207	2821
"MA"	2006	"Hadley"		"1"	2	1921		1942	1738	492	2234	1669	2059	1535	621	2340	1674	2164	1762	2126	1683	600	2288
"MA"	2006	"Halifax"		"1"	4	1117		1173	1004	544	1549	1016	1388	670	692	1603	1175	1430	1166	1423	929	638	1571
"MA"	2006	"Halifax"		"2"	4	1060		1081	926	448	1374	953	1247	608	584	1415	1057	1281	1079	1276	858	530	1389
"MA"	2006	"Hamilton"		"1"	6	837	484	1321	848	447	1296	890	1139	664	584	1358	952	1185	976	1181	796	537	1334
"MA"	2006	"Hamilton"		"2"	6	724	560	1284	753	524	1277	863	1110	581	642	1313	891	1138	925	1130	705	579	1288
"MA"	2006	"Hamilton"		"3"	6	431	435	866	469	386	856	585	729	393	437	890	602	747	624	750	446	419	865
"MA"	2006	"Hampden"		"1"	2	1439		1462	1247	838	2086	1468	1906	943	1092	2234	1585	1938	1588	1922	1190	980	2178
"MA"	2006	"Hancock"		"1"	1	184		245	177	74	251	158	222	170	81	260	184	232	186	232	184	77	261
"MA"	2006	"Hanover"		"1"	10	922	510	1507	970	537	1510	1117	1351	610	781	1551	1193	1380	1230	1396	857	659	1517
"MA"	2006	"Hanover"		"2"	10	938	449	1489	931	549	1481	1047	1317	624	739	1538	1152	1363	1177	1374	861	645	1507
"MA"	2006	"Hanover"		"3"	10	985	457	1519	996	514	1516	1104	1383	659	718	1561	1184	1410	1203	1417	908	616	1527
"MA"	2006	"Hanover"		"4"	10	930	496	1502	966	532	1499	1081	1336	563	841	1557	1171	1387	1207	1384	837	679	1520
"MA"	2006	"Hanson"		"1"	9	849	405	1254	842	428	1270	953	1179	605	582	1315	1024	1189	1038	1191	779	509	1288
"MA"	2006	"Hanson"		"2"	10	833	407	1339	846	493	1339	948	1234	563	641	1371	1044	1253	1060	1258	799	552	1351
"MA"	2006	"Hanson"		"3"	9	875	436	1311	869	457	1326	914	1227	550	623	1369	1030	1234	1061	1243	779	566	1345
"MA"	2006	"Hardwick"		"1"	1	795		1001	744	288	1032	722	952	568	380	1083	804	978	804	971	716	349	1066
"MA"	2006	"Harvard"		"1"	5	2123		2176	1850	836	2690	1929	2345	1644	963	2804	1855	2481	1921	2417	1846	921	2770
"MA"	2006	"Harwich"		"1"	10	990	576	1658	1050	563	1614	1103	1467	776	723	1675	1240	1522	1152	1500	1002	654	1657
"MA"	2006	"Harwich"		"2"	10	877	653	1623	966	622	1589	1067	1402	717	762	1634	1151	1444	1109	1416	929	675	1606
"MA"	2006	"Harwich"		"3"	10	962	667	1722	1055	644	1699	1130	1540	753	776	1728	1262	1585	1196	1558	1001	715	1716
"MA"	2006	"Harwich"		"4"	10	824	491	1413	922	461	1383	924	1271	667	552	1419	1039	1298	1000	1303	876	535	1411
"MA"	2006	"Hatfield"		"1"	1	745		1666	1233	367	1601	1231	1505	1030	480	1669	1262	1537	1298	1534	1203	431	1635
"MA"	2006	"Haverhill"	"1"	"1"	5	369		373	339	102	441	327	418	263	137	456	350	418	353	432	341	104	446
"MA"	2006	"Haverhill"	"1"	"2"	5	322		328	303	91	394	279	370	264	108	412	308	375	309	375	298	104	402
"MA"	2006	"Haverhill"	"1"	"3"	5	579		585	552	165	718	523	667	399	275	743	566	671	560	672	500	221	723
"MA"	2006	"Haverhill"	"2"	"1"	5	543		550	493	152	645	459	601	365	239	678	514	625	519	617	459	204	663
"MA"	2006	"Haverhill"	"2"	"2"	5	623		623	554	237	791	564	724	381	373	828	577	740	608	737	495	311	806
"MA"	2006	"Haverhill"	"2"	"3"	5	340		340	307	102	409	303	385	251	136	438	324	387	319	382	305	111	416
"MA"	2006	"Haverhill"	"3"	"1"	5	284		289	246	73	319	235	307	233	79	337	258	311	257	311	265	61	327
"MA"	2006	"Haverhill"	"3"	"1A"	5	31		31	29	5	34	25	35	26	8	38	27	33	26	34	28	9	37
"MA"	2006	"Haverhill"	"3"	"2"	5	471		477	435	126	561	402	527	382	159	591	445	544	431	537	428	145	573
"MA"	2006	"Haverhill"	"3"	"3"	5	547		558	510	190	701	490	641	376	282	737	542	665	544	659	496	229	726
"MA"	2006	"Haverhill"	"4"	"1"	5	799		807	712	330	1043	715	925	517	468	1082	759	954	712	1043	674	373	1047
"MA"	2006	"Haverhill"	"4"	"2"	5	908		917	802	392	1194	839	1076	590	541	1254	890	1106	886	1084	743	476	1222
"MA"	2006	"Haverhill"	"4"	"3"	5	776		782	694	338	1032	663	937	502	476	1087	750	961	748	953	633	434	1067
"MA"	2006	"Haverhill"	"5"	"1"	5	788		788	719	260	979	739	913	539	387	1022	782	933	769	921	682	322	1004
"MA"	2006	"Haverhill"	"5"	"2"	5	837		845	741	354	1095	803	1014	528	512	1129	823	1022	839	1017	672	426	1100
"MA"	2006	"Haverhill"	"5"	"3"	5	868		884	761	433	1194	790	1073	529	587	1236	903	1106	883	1086	660	535	1199
"MA"	2006	"Haverhill"	"6"	"1"	5	682		690	588	252	841	616	786	437	347	869	647	790	654	792	551	298	850
"MA"	2006	"Haverhill"	"6"	"2"	5	694		717	639	258	898	635	825	488	355	944	683	840	691	843	610	305	918
"MA"	2006	"Haverhill"	"6"	"3"	5	735		741	670	252	922	693	853	489	382	955	733	876	744	877	602	314	917
"MA"	2006	"Haverhill"	"7"	"1"	5	722		737	703	291	994	698	888	511	415	1034	750	917	759	914	632	372	1005
"MA"	2006	"Haverhill"	"7"	"2"	5	601		607	535	254	789	546	731	366	368	817	596	740	600	735	491	310	801
"MA"	2006	"Haverhill"	"7"	"3"	5	943		966	843	388	1232	885	1115	579	588	1292	936	1151	930	1141	745	511	1258
"MA"	2006	"Hawley"		"1"	1	88		129	87	33	120	88	120	89	34	131	92	123	96	121	87	42	129
"MA"	2006	"Heath"		"1"	1	252		321	248	57	305	221	286	258	41	333	216	294	233	292	241	86	328
"MA"	2006	"Hingham"		"1"	10	940	405	1408	952	430	1382	1047	1247	704	610	1444	1090	1299	1119	1288	913	504	1417
"MA"	2006	"Hingham"		"2"	10	979	431	1480	1004	470	1474	1100	1317	705	681	1531	1146	1365	1196	1372	932	573	1505
"MA"	2006	"Hingham"		"3"	10	1029	485	1597	1067	519	1586	1147	1374	818	679	1670	1177	1458	1244	1439	1038	573	1611
"MA"	2006	"Hingham"		"4"	10	1020	539	1623	1035	583	1618	1211	1420	715	816	1676	1224	1473	1274	1471	943	701	1644
"MA"	2006	"Hingham"		"5"	10	985	500	1544	997	544	1541	1155	1366	736	753	1605	1170	1413	1219	1397	943	629	1572
"MA"	2006	"Hingham"		"6"	10	1327	648	2074	1350	697	2047	1525	1818	990	1016	2162	1562	1887	1608	1872	1281	806	2087
"MA"	2006	"Hinsdale"		"1"	1	508		647	482	168	650	470	606	459	183	675	517	620	496	613	483	185	668
"MA"	2006	"Holbrook"		"1"	9	728	212	940	702	257	959	720	891	464	391	992	788	902	798	910	651	304	956
"MA"	2006	"Holbrook"		"2"	9	802	264	1066	755	319	1074	812	1009	501	491	1122	910	1036	917	1038	695	401	1096
"MA"	2006	"Holbrook"		"3"	9	754	248	1002	706	311	1017	760	940	447	448	1046	844	961	839	964	675	334	1009
"MA"	2006	"Holbrook"		"4"	9	698	207	905	673	232	905	679	846	428	372	940	757	859	750	867	614	295	909
"MA"	2006	"Holden"		"1"	3	1014		1025	826	473	1299	887	1143	664	612	1380	992	1190	971	1190	773	576	1351
"MA"	2006	"Holden"		"2"	3	1353		1363	1126	622	1748	1211	1495	932	766	1830	1288	1567	1288	1532	1042	717	1761
"MA"	2006	"Holden"		"3"	3	1187		1204	988	544	1532	1088	1332	831	665	1600	1147	1388	1175	1376	927	623	1553
"MA"	2006	"Holden"		"4"	3	1279		1287	1046	530	1576	1113	1394	846	666	1652	1213	1443	1204	1434	978	620	1598
"MA"	2006	"Holden"		"5"	3	1168		1173	979	502	1481	1034	1316	782	625	1541	1146	1373	1126	1349	924	578	1502
"MA"	2006	"Holland"		"1"	2	683		694	517	310	828	498	751	370	402	859	589	765	571	762	477	370	848
"MA"	2006	"Holliston"		"1"	3	1293		1316	1204	494	1700	1236	1505	866	738	1744	1255	1549	1261	1528	1082	621	1705
"MA"	2006	"Holliston"		"2"	3	1227		1245	1163	445	1609	1202	1438	825	667	1654	1174	1476	1223	1450	1058	557	1617
"MA"	2006	"Holliston"		"3"	3	1162		1192	1057	397	1456	1054	1317	794	556	1502	1068	1368	1093	1346	1004	472	1481
"MA"	2006	"Holliston"		"4"	3	1118		1129	995	448	1446	1073	1299	739	612	1496	1079	1355	1111	1334	919	542	1466
"MA"	2006	"Holyoke"	"1"	"A"	1	238		267	227	41	268	211	259	233	37	291	238	268	221	265	247	37	285
"MA"	2006	"Holyoke"	"1"	"B"	1	293		363	299	62	362	261	340	327	68	413	300	352	287	348	323	59	384
"MA"	2006	"Holyoke"	"2"	"A"	1	333		416	326	81	409	311	392	306	89	435	352	407	339	400	333	88	423
"MA"	2006	"Holyoke"	"2"	"B"	1	182		203	169	36	205	158	194	167	32	214	176	194	157	187	180	35	215
"MA"	2006	"Holyoke"	"3"	"A"	1	674		808	657	153	811	597	755	573	178	848	658	796	629	779	657	175	832
"MA"	2006	"Holyoke"	"3"	"B"	1	791		982	778	209	987	745	901	661	287	1037	805	953	782	938	760	251	1012
"MA"	2006	"Holyoke"	"4"	"A"	1	238		291	230	57	287	212	272	211	67	302	237	277	236	280	236	58	295
"MA"	2006	"Holyoke"	"4"	"B"	1	456		552	450	100	551	405	523	397	116	572	445	546	418	535	455	110	566
"MA"	2006	"Holyoke"	"5"	"A"	1	858		1253	887	364	1252	879	1112	713	477	1314	955	1171	948	1153	794	470	1270
"MA"	2006	"Holyoke"	"5"	"B"	1	630		790	619	176	795	617	745	600	233	883	676	768	664	755	631	194	825
"MA"	2006	"Holyoke"	"6"	"A"	1	691		855	691	160	852	645	804	646	216	940	693	831	694	831	672	213	885
"MA"	2006	"Holyoke"	"6"	"B"	1	647		836	657	166	825	601	784	554	218	867	641	809	636	795	636	202	839
"MA"	2006	"Holyoke"	"7"	"A"	1	734		1070	772	288	1061	791	961	650	379	1125	818	1019	833	995	715	360	1079
"MA"	2006	"Holyoke"	"7"	"B"	1	791		1060	816	248	1068	786	962	714	319	1121	801	1016	803	993	805	272	1081
"MA"	2006	"Hopedale"		"1"	2	1914		1927	1671	844	2516	1815	2259	1212	1104	2585	1888	2320	1908	2283	1630	883	2515
"MA"	2006	"Hopkinton"		"1"	3	1139		1169	1020	485	1505	1078	1323	728	686	1539	1081	1372	1110	1344	928	588	1518
"MA"	2006	"Hopkinton"		"2"	3	1145		1169	985	475	1460	1029	1264	727	655	1511	1114	1328	1120	1305	902	581	1484
"MA"	2006	"Hopkinton"		"3"	3	1095		1125	984	499	1485	1008	1271	699	704	1529	1065	1313	1086	1303	895	594	1494
"MA"	2006	"Hopkinton"		"4"	3	1034		1051	889	490	1380	967	1186	614	673	1412	992	1236	1002	1226	805	580	1385
"MA"	2006	"Hubbardston"		"1"	1	1205		1742	1078	753	1831	1155	1672	837	809	1900	1290	1699	1282	1698	1035	844	1879
"MA"	2006	"Hudson"		"1"	5	860		863	788	274	1062	805	970	602	376	1104	846	1000	859	992	752	324	1076
"MA"	2006	"Hudson"		"2"	5	695		696	636	196	832	622	767	455	288	834	663	785	677	803	632	211	843
"MA"	2006	"Hudson"		"3"	5	811		813	738	290	1028	729	942	487	455	1053	793	956	796	960	650	366	1016
"MA"	2006	"Hudson"		"4"	5	845		846	742	382	1124	798	1019	526	543	1171	844	1040	848	1035	671	467	1138
"MA"	2006	"Hudson"		"5"	5	1004		1004	898	354	1252	930	1156	642	505	1291	969	1188	988	1186	849	422	1271
"MA"	2006	"Hudson"		"6"	5	581		582	522	169	691	523	635	399	243	711	543	656	545	650	475	213	688
"MA"	2006	"Hudson"		"7"	5	575		576	525	181	706	517	667	394	263	726	572	681	561	676	508	212	721
"MA"	2006	"Hull"		"1"	10	1081	292	1476	1089	362	1453	1102	1347	826	483	1506	1149	1393	1174	1387	1041	415	1460
"MA"	2006	"Hull"		"2"	10	951	233	1252	948	298	1246	934	1146	681	446	1288	996	1177	1036	1186	905	348	1255
"MA"	2006	"Hull"		"3"	10	1232	302	1624	1206	410	1619	1272	1493	897	567	1678	1311	1544	1320	1530	1154	464	1628
"MA"	2006	"Huntington"		"1"	1	494		719	489	225	714	452	669	390	265	747	489	679	496	667	437	299	736
