state	year	county	precinct	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	cd	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	cd2	g2000_USH_dv2	g2000_USH_rv2	g2000_USH_tv2
"AL"	2000	"ESCAMBIA"	"MCCULLOGH VFD"	57	159	216	6	0	439	524				
"AL"	2000	"ESCAMBIA"	"NEW ORDER BAPTIST CHURCH"	392	216	613	6	0	1214	1401				
"AL"	2000	"ESCAMBIA"	"NOKOMIS VOTING HOUSE"	45	149	194	6	0	1446	1606				
"AL"	2000	"ESCAMBIA"	"PINEVIEW VOTING HOUSE"	46	112	161	6	0	1368	1513				
"AL"	2000	"ESCAMBIA"	"POARCH"	84	109	196	6	0	943	1075				
"AL"	2000	"ESCAMBIA"	"POLLARD TOWN HALL"	77	155	235	6	0	992	1117				
"AL"	2000	"ESCAMBIA"	"RIVERVIEW TOWN HALL"	73	193	269	6	0	950	1031				
"AL"	2000	"ESCAMBIA"	"ROCK HILL RIDGE ROAD FIRE DEPT"	91	128	223	6	0	996	1068				
"AL"	2000	"ESCAMBIA"	"WALLACE METHODIST CHURCH"	22	52	74	6	0	735	830				
"AL"	2000	"ETOWAH"	"12TH STREET BAPTIST CHURCH"	197	54	256	6	0	376	442				
"AL"	2000	"ETOWAH"	"ABSENTEE VOTERS"	407	703	1124	6	0	233	255				
"AL"	2000	"ETOWAH"	"ALABAMA TECH COLLEGE"	430	265	711	6	0	730	792				
"AL"	2000	"ETOWAH"	"ALTOONA REC CENTER"	128	187	319	6	0	900	999				
"AL"	2000	"ETOWAH"	"ATTALLA CITY HALL"	184	89	280	6	0	1095	1225				
"AL"	2000	"ETOWAH"	"ATTALLA FIRE DEPARTMENT"	318	75	398	6	0	980	1071				
"AL"	2000	"ETOWAH"	"ATTALLA FIRE DEPARTMENT NO.3"	274	293	576	6	0	214	265				
"AL"	2000	"ETOWAH"	"AURORA BAPTIST CHURCH"	64	112	181	6	0	138	147				
"AL"	2000	"ETOWAH"	"BLACK CREEK VOLUNTEER FIRE"	78	159	243	6	0	625	713				
"AL"	2000	"ETOWAH"	"CARNES REC CENTER"	376	512	901	6	0	611	680				
"AL"	2000	"ETOWAH"	"CARVER COMMUNITY CENTER #1"	482	14	500	6	0	694	789				
"AL"	2000	"ETOWAH"	"CARVER COMMUNITY CENTER #2"	727	16	744	6	0	830	922				
"AL"	2000	"ETOWAH"	"CAVE SPRINGS COMMUNITY HOUSE"	69	164	237	6	0	888	991				
"AL"	2000	"ETOWAH"	"CLEAR CREEK METHODIST CHURCH"	31	83	119	6	0	980	1108				
"AL"	2000	"ETOWAH"	"COATES BEND FIRE DEPARTMENT"	249	230	492	6	0	597	686				
"AL"	2000	"ETOWAH"	"COLLEGE HEIGHTS BAPTIST CHURCH"	901	289	1202	6	0	1502	1636				
"AL"	2000	"ETOWAH"	"COREY SCHOOL - NEW GYM"	722	101	830	6	0	1508	1626				
"AL"	2000	"ETOWAH"	"DISTRICT NO.3 MAINTENANCE SHOP"	214	388	616								
"AL"	2000	"ETOWAH"	"DUCK SPRINGS SCHOOL"	89	174	273	6	0	284	316				
"AL"	2000	"ETOWAH"	"EAST GADSDEN REC CENTER"	423	266	702	6	0	518	587				
"AL"	2000	"ETOWAH"	"EGYPT VOLUNTEER FIRE"	109	141	256	6	0	933	1044				
"AL"	2000	"ETOWAH"	"ELLIOTT COMMUNITY CENTER #1"	377	252	648	6	0	165	196				
"AL"	2000	"ETOWAH"	"ELLIOTT COMMUNITY CENTER #2"	325	304	652	3	0	359	417				
"AL"	2000	"ETOWAH"	"ETOWAH MIDDLE SCHOOL"	255	288	561	3	0	1116	1252				
"AL"	2000	"ETOWAH"	"GADSDEN CONVENTION HALL #1"	286	221	513	3	0	1010	1100				
"AL"	2000	"ETOWAH"	"GADSDEN CONVENTION HALL #2"	278	230	514	3	0	296	310				
"AL"	2000	"ETOWAH"	"GADSDEN CONVENTION HALL #3"	281	219	514	3	0	438	491				
"AL"	2000	"ETOWAH"	"GALLANT COMMUNITY CENTER"	72	218	294	3	0	296	342				
"AL"	2000	"ETOWAH"	"GASTON HIGH SCHOOL"	109	171	289								
"AL"	2000	"ETOWAH"	"GEORGE WALLACE SENIOR CNTR #1"	469	579	1064	3	0	627	676				
"AL"	2000	"ETOWAH"	"GEORGE WALLACE SENIOR CNTR #2"	541	747	1322	3	0	1105	1169				
"AL"	2000	"ETOWAH"	"HIGHLAND SCHOOL"	348	566	949								
"AL"	2000	"ETOWAH"	"HOKES BLUFF COMMUNITY CNTR #1"	492	715	1236	3	0	276	291				
"AL"	2000	"ETOWAH"	"HOKES BLUFF COMMUNITY CNTR #2"	371	587	977	3	0	136	210				
"AL"	2000	"ETOWAH"	"IVALEE VOLUNTEER FIRE"	151	220	385	3	0	220	321				
"AL"	2000	"ETOWAH"	"JESSIE DEAN SMITH REC CENTER"	246	180	435								
"AL"	2000	"ETOWAH"	"KEENER COMMUNITY CENTER"	42	60	107	3	0	123	157				
"AL"	2000	"ETOWAH"	"LIBERTY METHODIST CHURCH"	102	127	230	3	0	58	74				
"AL"	2000	"ETOWAH"	"MEADOW BROOK BAPTIST CHURCH"	378	1188	1589	3	0	116	151				
"AL"	2000	"ETOWAH"	"MORTON CHAPEL CHURCH"	156	219	383	3	0	471	573				
"AL"	2000	"ETOWAH"	"MOUNTAINBORO CITY HALL"	285	447	745	3	0	122	149				
"AL"	2000	"ETOWAH"	"NEW UNION COMMUNITY CENTER"	180	385	573	3	0	250	268				
"AL"	2000	"ETOWAH"	"NOCCALULA KIWANIS PVLN #1"	358	537	923	3	0	326	346				
"AL"	2000	"ETOWAH"	"NOCCALULA KIWANIS PVLN #2"	393	688	1111								
"AL"	2000	"ETOWAH"	"NORTH GADSDEN BAPTIST CHURCH"	61	54	117	3	0	1462	1628				
"AL"	2000	"ETOWAH"	"NORTH GADSDEN REC CENTER"	538	328	889	3	0	1104	1297				
"AL"	2000	"ETOWAH"	"RAINBOW CITY COMMUNITY CNTR #1"	234	604	854	3	0	1180	1288				
"AL"	2000	"ETOWAH"	"RAINBOW CITY COMMUNITY CNTR #2"	394	801	1222	3	0	631	714				
"AL"	2000	"ETOWAH"	"RAINBOW CITY COMMUNITY CNTR #3"	326	608	965	3	0	942	1066				
"AL"	2000	"ETOWAH"	"REECE CITY TOWN HALL"	108	210	323	3	0	177	204				
"AL"	2000	"ETOWAH"	"RIDDLES BEND BAPTIST CHURCH"	177	261	454	3	0	507	587				
"AL"	2000	"ETOWAH"	"RIDGEVILLE TOWN HALL"	72	26	99	3	0	235	271				
"AL"	2000	"ETOWAH"	"SARDIS CITY HALL"	214	440	664	3	0	184	204				
"AL"	2000	"ETOWAH"	"SOUTHSIDE BAPTIST CHURCH #1"	147	315	472	3	0	337	366				
"AL"	2000	"ETOWAH"	"SOUTHSIDE BAPTIST CHURCH #2"	642	1438	2124	3	0	190	206				
"AL"	2000	"ETOWAH"	"SOUTHSIDE BAPTIST CHURCH #3"	170	408	583	3	0	618	704				
"AL"	2000	"ETOWAH"	"TILLISON BEND WATER AUTHORITY"	200	303	516	3	0	402	469				
"AL"	2000	"ETOWAH"	"UNION #3 BAPTIST CHURCH"	71	128	204	3	0	890	1010				
"AL"	2000	"ETOWAH"	"UNION HILL METHODIST CHURCH"	182	368	566	3	0	411	454				
"AL"	2000	"ETOWAH"	"WALNUT GROVE FIRE DEPARTMENT"	109	194	315	4	282	739	1061				
"AL"	2000	"ETOWAH"	"WALNUT PARK REC CENTER"	461	331	811	4	197	725	950				
"AL"	2000	"ETOWAH"	"WEST ETOWAH VOLUNTEER FIRE"	54	99	158	4	53	168	225				
"AL"	2000	"ETOWAH"	"WHORTON BEND FIRE STATION"	173	456	643	4	414	995	1443				
"AL"	2000	"ETOWAH"	"YOUNGS CHAPEL CHURCH"	133	252	395	4	114	234	356				
"AL"	2000	"FAYETTE"	"ABSENTEE VOTERS"	76	155	236	4	215	445	678				
"AL"	2000	"FAYETTE"	"BERRY ARMORY"	231	327	569	4	492	810	1331				
"AL"	2000	"FAYETTE"	"BOLEY BOLEY SPRINGS CHURCH"	90	100	197	4	113	190	305				
"AL"	2000	"FAYETTE"	"BROWNS GLEN ALLEN COMM. CNT."	98	103	204	4	114	185	302				
"AL"	2000	"FAYETTE"	"BROWNS WHITES CHAPEL VT. CNT."	105	131	239	4	128	207	345				
"AL"	2000	"FAYETTE"	"BYLOR VOTING CENTER BANKSTON"	112	204	328	4	252	583	851				
"AL"	2000	"FAYETTE"	"CLEAR CREEK VT. CNT. PHILA. CH"	60	97	160	4	205	539	758				
"AL"	2000	"FAYETTE"	"COLES NEW RIVER CH. OF CHRIST"	55	66	124	4	77	217	309				
"AL"	2000	"FAYETTE"	"COLES VOTING CNT KILLINGSWORTH"	42	74	119	4	257	898	1182				
"AL"	2000	"FAYETTE"	"COLLIN VT. CNT. MT. VERNON"	57	180	241	4	47	174	223				
"AL"	2000	"FAYETTE"	"FAYETTE CIVIC CENTER"	575	988	1590	4	317	494	823				
"AL"	2000	"FAYETTE"	"FAYETTE COVIN VOTING CENTER"	115	84	201	4	272	644	931				
"AL"	2000	"FAYETTE"	"FAYETTE YOUTH CENTER"	463	416	899	4	305	611	940				
"AL"	2000	"FAYETTE"	"FORDS VOTING CENTER FORDS MT."	28	73	104	4	161	600	790				
"AL"	2000	"FAYETTE"	"GEORGES CREEK VT. CNT. PEA RDG"	55	80	137	4	66	258	336				
"AL"	2000	"FAYETTE"	"GILPIN LAWRENCE MILL COMM. CNT"	79	209	293	4	75	286	371				
"AL"	2000	"FAYETTE"	"HICO VT. CNT. N OF NEWTONVILLE"	94	79	180	4	361	611	988				
"AL"	2000	"FAYETTE"	"LEE BELK COMM CTR"	55	130	189	4	340	571	933				
"AL"	2000	"FAYETTE"	"LEE OAKRIDGE VOTING CENTER"	25	66	92	4	193	315	520				
"AL"	2000	"FAYETTE"	"PLEASANT GROVE VOTING CENTER"	38	64	105	4	113	274	394				
"AL"	2000	"FAYETTE"	"RIDGE CONCORD CH. VT. CNT."	58	78	136	4	100	259	369				
"AL"	2000	"FAYETTE"	"RUSSELL VOTING CENTER BOBO SCH"	188	305	503	7	278	83	371				
"AL"	2000	"FAYETTE"	"STONEWALL CANNAN COMM. CNT."	131	48	183	7	122	17	140				
"AL"	2000	"FAYETTE"	"STOUGH VOTING CENTER"	91	221	315	7	92	27	123				
"AL"	2000	"FAYETTE"	"STUDDARDS CROSSROADS"	9	31	42	7	60	2	62				
"AL"	2000	"FAYETTE"	"SUGAR CREEK EXP STA NEAR WNFLD"	36	53	91	7	55	6	63				
"AL"	2000	"FAYETTE"	"THOMPSON KIRKLAND SCHOOL BLDG."	45	118	174	7	272	11	287				
"AL"	2000	"FAYETTE"	"WEBSTER VT. CNT. WAYSIDE SCH."	53	102	157	7	77	18	98				
"AL"	2000	"FRANKLIN"	"ABSENTEE VOTERS"	139	172	313	7	303	31	340				
"AL"	2000	"FRANKLIN"	"BELGREEN"	223	299	529	7	143	64	210				
"AL"	2000	"FRANKLIN"	"CHUCKIE MULLINS CENTER"	342	70	416	7	112	179	295				
"AL"	2000	"FRANKLIN"	"COLLEGE AVENUE ELEMENTARY"	303	261	570	7	135	97	235				
"AL"	2000	"FRANKLIN"	"COURTHOUSE"	241	231	482	7	155	176	338				
"AL"	2000	"FRANKLIN"	"FRANKFORT"	56	83	141	7	77	22	99				
"AL"	2000	"FRANKLIN"	"HALLTOWN"	113	295	413	7	15	11	26				
"AL"	2000	"FRANKLIN"	"HODGES"	97	131	233	7	33	106	141				
"AL"	2000	"FRANKLIN"	"JONESBORO"	132	173	315	7	38	41	82				
"AL"	2000	"FRANKLIN"	"LAWLERS"	136	215	357	7	51	108	164				
"AL"	2000	"FRANKLIN"	"MT. STAR HILLS"	118	162	288	7	62	45	109				
"AL"	2000	"FRANKLIN"	"NEWBURG"	85	50	138	7	86	12	101				
"AL"	2000	"FRANKLIN"	"PHIL CAMPBELL"	408	455	880	7	145	130	286				
"AL"	2000	"FRANKLIN"	"PLEASANT SITE"	57	81	139	7	16	28	44				
"AL"	2000	"FRANKLIN"	"RED BAY #1"	231	327	568	7	25	25	50				
"AL"	2000	"FRANKLIN"	"RED BAY #2"	319	502	828	7	75	53	131				
"AL"	2000	"FRANKLIN"	"ROCKWOOD"	170	212	394	7	66	98	167				
"AL"	2000	"FRANKLIN"	"RUSSELLVILLE ELECTRIC WRHS"	336	318	671	7	45	70	120				
"AL"	2000	"FRANKLIN"	"RUSSELLVILLE HIGH SCHOOL"	349	554	918	7	57	54	116				
"AL"	2000	"FRANKLIN"	"SPRUCE PINE"	166	296	468	7	205	30	237				
"AL"	2000	"FRANKLIN"	"ST. CROSS ROAD"	62	118	185	7	124	10	134				
"AL"	2000	"FRANKLIN"	"THARPTOWN"	150	208	370	7	624	645	1307				
"AL"	2000	"FRANKLIN"	"TRAPPTOWN-E. FRANKLIN JR. HIGH"	182	294	481	7	121	42	169				
"AL"	2000	"FRANKLIN"	"UNION"	109	239	356	7	96	9	107				
"AL"	2000	"FRANKLIN"	"VINA"	149	244	398	7	26	30	57				
"AL"	2000	"FRANKLIN"	"WACO"	120	129	252	7	420	138	567				
"AL"	2000	"GENEVA"	"ABSENTEE VOTERS"	86	198	289	3	0	115	126				
"AL"	2000	"GENEVA"	"BELLWOOD VOTING HOUSE"	81	102	191	3	0	185	202				
"AL"	2000	"GENEVA"	"BLACK"	39	148	198	3	0	377	417				
"AL"	2000	"GENEVA"	"CHANCELLOR VOTING HOUSE"	81	225	312	3	0	322	358				
"AL"	2000	"GENEVA"	"COFFEE SPRINGS"	105	202	313	3	0	183	191				
"AL"	2000	"GENEVA"	"DEVCO VOTING HOUSE"	110	270	389	3	0	176	187				
"AL"	2000	"GENEVA"	"DUNDEE VOTING HOUSE"	49	220	283	3	0	99	103				
"AL"	2000	"GENEVA"	"FADETTE VOTING HOUSE"	80	352	440	3	0	121	128				
"AL"	2000	"GENEVA"	"FARM CENTER"	60	189	256	3	0	114	124				
"AL"	2000	"GENEVA"	"FLAT CREEK"	45	103	156	3	0	113	119				
"AL"	2000	"GENEVA"	"GENEVA ARMORY"	89	233	325	3	0	178	206				
"AL"	2000	"GENEVA"	"GENEVA CITY HALL"	129	81	214	3	0	50	54				
"AL"	2000	"GENEVA"	"GENEVA COMMUNITY CENTER"	112	250	371	3	0	219	236				
"AL"	2000	"GENEVA"	"GENEVA COUNTY COURTHOUSE"	153	343	505	3	0	161	176				
"AL"	2000	"GENEVA"	"GILMORE"	31	116	150	3	0	324	361				
"AL"	2000	"GENEVA"	"HACODA"	23	54	78	3	0	277	302				
"AL"	2000	"GENEVA"	"HARTFORD NATIONAL GUARD ARMORY"	265	653	927	3	0	578	617				
"AL"	2000	"GENEVA"	"HUGHES VOTING HOUSE"	39	173	215	3	0	166	170				
"AL"	2000	"GENEVA"	"HURRICANE VOTING HOUSE"	22	78	105	3	0	95	105				
"AL"	2000	"GENEVA"	"KELLY CROSS ROADS"	16	82	101	3	0	219	272				
"AL"	2000	"GENEVA"	"LOWERY"	36	83	120	3	0	162	194				
"AL"	2000	"GENEVA"	"LYTLE"	60	142	207	3	0	128	138				
"AL"	2000	"GENEVA"	"MALVERN"	123	505	641	3	0	70	77				
"AL"	2000	"GENEVA"	"PINEY GROVE"	50	112	169	3	0	388	414				
"AL"	2000	"GENEVA"	"REVELS GROCERY"	49	85	135	3	0	77	82				
"AL"	2000	"GENEVA"	"SAMSON AMERICAN LEGION HALL"	265	297	567	3	0	120	142				
"AL"	2000	"GENEVA"	"SAMSON COMMUNITY CENTER"	119	327	461	3	0	134	154				
"AL"	2000	"GENEVA"	"SARDIS VOTING HOUSE"	27	90	117	3	0	86	94				
"AL"	2000	"GENEVA"	"SLOCOMB COMMUNITY ROOM"	358	644	1019	3	0	83	89				
"AL"	2000	"GENEVA"	"ST. PAUL VOTING HOUSE"	32	117	154	3	0	0	15				
"AL"	2000	"GENEVA"	"TATE SCHOOL"	35	114	151	3	0	0	21				
"AL"	2000	"GREENE"	"ABSENTEE VOTERS"	159	41	200	3	0	0	15				
"AL"	2000	"GREENE"	"BOLIGEE CITY HALL"	303	72	380	3	0	150	170				
"AL"	2000	"GREENE"	"CARVER SCHOOL"	120	14	134	3	0	183	196				
"AL"	2000	"GREENE"	"CLINTON RECREATION CENTER"	79	6	87	3	0	0	14				
"AL"	2000	"GREENE"	"DOLLARHIDE RECREATION CENTER"	57	7	64	3	0	172	182				
"AL"	2000	"GREENE"	"EATMAN SCHOOL"	68	16	86	3	0	110	120				
"AL"	2000	"GREENE"	"EUTAW ACTIVITY CENTER"	258	8	266	3	0	144	152				
"AL"	2000	"GREENE"	"EUTAW PRE-SCHOOL"	148	101	254	3	0	135	144				
"AL"	2000	"GREENE"	"FORKLAND CITY HALL"	545	88	638	3	0	136	147				
"AL"	2000	"GREENE"	"JENA CLUBHOUSE"	42	37	79	3	0	167	177				
"AL"	2000	"GREENE"	"LAW LIBRARY"	174	38	214	3	0	187	197				
"AL"	2000	"GREENE"	"MANTUE FIRE DEPARTMENT"	214	18	234	3	0	132	143				
"AL"	2000	"GREENE"	"MONTGOMERY RECREATION CENTER"	122	21	145	3	0	98	111				
"AL"	2000	"GREENE"	"MORROW BROWN RECREATION CENTER"	243	2	246	3	0	78	88				
"AL"	2000	"GREENE"	"MT. HEBRON PRE-SCHOOL"	207	6	213	3	0	70	73				
"AL"	2000	"GREENE"	"NATIONAL GUARD ARMORY"	163	235	408	3	0	194	215				
"AL"	2000	"GREENE"	"SOUTH FORK REST."	96	18	115	3	0	181	197				
"AL"	2000	"GREENE"	"TISHABEE RECREATION CENTER"	203	5	208	3	0	123	127				
"AL"	2000	"GREENE"	"UNION CITY HALL"	192	58	250	3	0	145	163				
"AL"	2000	"GREENE"	"WEST GREENE FIRE STATION"	57	40	97	3	0	0	11				
"AL"	2000	"GREENE"	"WM. MCKINLEY BRANCH COURTHOUSE"	54	19	78	7	145	138	292				
"AL"	2000	"HALE"	"10 Havana"	78	65	143	7	219	225	459				
"AL"	2000	"HALE"	"110 Sawyerville-Hd. Start"	468	94	563	7	493	741	1287				
"AL"	2000	"HALE"	"130 Cedarville"	147	77	229	7	639	182	835				
"AL"	2000	"HALE"	"140 Gallion Vol. Fire"	107	122	231	7	108	9	117				
"AL"	2000	"HALE"	"150 Laneville"	184	36	221	7	1391	103	1511				
"AL"	2000	"HALE"	"160 Mt. Herman"	85	134	220	7	163	80	246				
"AL"	2000	"HALE"	"180 Valley"	47	136	186	7	118	137	268				
"AL"	2000	"HALE"	"220 Moundville-City Hall"	425	600	1040	7	38	39	82				
"AL"	2000	"HALE"	"230 Phipps Wk. Ctr."	11	33	46	7	365	187	576				
"AL"	2000	"HALE"	"240 Stewart"	98	141	246	7	487	580	1114				
"AL"	2000	"HALE"	"30 Akron-City Hall"	233	168	405	7	201	375	615				
"AL"	2000	"HALE"	"50 Bucksnort"	59	68	130	7	132	45	178				
"AL"	2000	"HALE"	"65 Greensboro-Arm. #1"	1377	798	2204	7	178	73	252				
"AL"	2000	"HALE"	"66 Arm. #2"	183	84	270	7	366	143	515				
"AL"	2000	"HALE"	"90 Newbern-Old Bk. Bldg."	186	109	303	7	44	18	63				
"AL"	2000	"HALE"	"Absentee"	964	319	1294	7	235	50	289				
"AL"	2000	"HENRY"	"ABBEVILLE ARMORY #1"	327	504	841	7	144	166	321				
"AL"	2000	"HENRY"	"ABBEVILLE ARMORY #2"	350	199	558	7	616	11	631				
"AL"	2000	"HENRY"	"ABSENTEE VOTERS"	221	186	411	7	382	9	396				
"AL"	2000	"HENRY"	"BLANKENSHIP STORE"	30	72	102	7	281	49	336				
"AL"	2000	"HENRY"	"BROWNS CROSSROADS"	23	43	66	7	705	273	1002				
"AL"	2000	"HENRY"	"CAPPS POST OFFICE"	124	107	231	7	663	16	684				
"AL"	2000	"HENRY"	"EDWIN CLUBHOUSE"	88	89	180	7	781	19	808				
"AL"	2000	"HENRY"	"ESPY FARMS"	66	117	184	7	367	4	372				
"AL"	2000	"HENRY"	"HALEBURG"	52	102	156	7	150	528	711				
"AL"	2000	"HENRY"	"HEADLAND ARMORY #1"	244	833	1097	7	197	622	858				
"AL"	2000	"HENRY"	"HEADLAND ARMORY #2"	349	423	789	7	561	312	902				
"AL"	2000	"HENRY"	"HEBRON COMMUNITY"	16	82	98	7	631	246	907				
"AL"	2000	"HENRY"	"JUDSON COMMUNITY"	234	329	570	7	215	95	323				
"AL"	2000	"HENRY"	"LAWRENCEVILLE"	118	103	223	7	502	509	1032				
"AL"	2000	"HENRY"	"NEWVILLE"	238	200	449	7	2	0	3				
"AL"	2000	"HENRY"	"SHORTERVILLE"	136	84	221	4	68	159	234				
"AL"	2000	"HENRY"	"TUMBLETON"	29	207	238	4	85	262	351				
"AL"	2000	"HENRY"	"UNION VT. HOUSE"	56	156	215	4	11	42	53				
"AL"	2000	"HENRY"	"WILLIAMS COMMUNITY"	21	101	124	4	22	60	85				
"AL"	2000	"HENRY"	"WILLS CROSS ROADS"	60	117	179	4	39	56	95				
"AL"	2000	"HOUSTON"	"ABSENTEE VOTERS"	317	808	1144	4	120	176	297				
"AL"	2000	"HOUSTON"	"ASHFORD 1st NATIONAL BANK"	376	715	1111	4	54	101	157				
"AL"	2000	"HOUSTON"	"BAY SPRINGS VOLUNTEER FIRE"	112	387	505	4	46	60	108				
"AL"	2000	"HOUSTON"	"COLUMBIA NUTRITION CTR"	230	448	680	4	39	145	187				
"AL"	2000	"HOUSTON"	"COTTONWOOD CITY HALL"	240	596	850	4	66	141	209				
"AL"	2000	"HOUSTON"	"COWARTS CITY HALL"	204	642	852	4	70	114	184				
"AL"	2000	"HOUSTON"	"DOUG TEW COMMUNITY CENTER #1"	287	898	1210	4	79	133	214				
"AL"	2000	"HOUSTON"	"DOUG TEW COMMUNITY CENTER #2"	471	1203	1710	4	36	78	114				
"AL"	2000	"HOUSTON"	"DOUG TEW COMMUNITY CENTER #3"	0	0	0	4	31	79	111				
"AL"	2000	"HOUSTON"	"DUPREE COMMUNITY CENTER"	27	133	166	4	79	143	225				
"AL"	2000	"HOUSTON"	"ENTERPRISE CHURCH"	64	232	304	4	67	166	235				
"AL"	2000	"HOUSTON"	"FARM CENTER #1"	126	321	455	4	60	146	207				
"AL"	2000	"HOUSTON"	"FARM CENTER #2"	392	817	1223	4	61	179	243				
"AL"	2000	"HOUSTON"	"GORDON CITY HALL"	175	40	216	4	88	127	217				
"AL"	2000	"HOUSTON"	"HARMON SCHOOL"	31	91	128	4	97	101	202				
"AL"	2000	"HOUSTON"	"HODGESVILLE VOLUNTEER FIRE"	173	804	987	4	70	201	276				
"AL"	2000	"HOUSTON"	"JOHNSON HOMES #1"	1474	107	1590	4	84	197	283				
"AL"	2000	"HOUSTON"	"JOHNSON HOMES #2"	0	0	0	4	90	168	263				
"AL"	2000	"HOUSTON"	"KINSEY CITY HALL"	190	399	601	4	72	219	296				
"AL"	2000	"HOUSTON"	"LIBRARY #1"	696	832	1553	4	153	409	568				
"AL"	2000	"HOUSTON"	"LIBRARY #2"	247	424	686	4	143	182	330				
"AL"	2000	"HOUSTON"	"LINCOLN REC CENTER"	276	91	369	4	89	201	292				
"AL"	2000	"HOUSTON"	"LOVETOWN VOLUNTEER FIRE"	42	189	235	4	56	52	111				
"AL"	2000	"HOUSTON"	"LUCY VOLUNTEER FIRE"	105	79	187	4	126	263	395				
"AL"	2000	"HOUSTON"	"MADRID VOLUNTEER FIRE"	116	310	436	4	77	199	279				
"AL"	2000	"HOUSTON"	"PANSEY VOLUNTEER FIRE"	60	178	242	4	88	176	268				
"AL"	2000	"HOUSTON"	"REHOBETH FIRE STATION"	140	718	870	4	116	235	363				
"AL"	2000	"HOUSTON"	"TAYLOR CITY HALL"	156	817	992	4	92	224	321				
"AL"	2000	"HOUSTON"	"VAUGHN - BLUMBERG CENTER"	353	515	879	4	115	307	431				
"AL"	2000	"HOUSTON"	"WATER AND ELECTRIC COMPLEX #1"	325	1719	2070	4	127	310	445				
"AL"	2000	"HOUSTON"	"WATER AND ELECTRIC COMPLEX #2"	273	1360	1658	4	89	246	340				
"AL"	2000	"HOUSTON"	"WEBB CITY HALL"	150	445	603	4	33	39	73				
"AL"	2000	"HOUSTON"	"WESTGATE PARK #1"	146	954	1107	4	112	303	425				
"AL"	2000	"HOUSTON"	"WESTGATE PARK #2"	242	1217	1481	4	96	313	414				
"AL"	2000	"HOUSTON"	"WESTGATE PARK #3"	321	1529	1897	4	123	307	438				
"AL"	2000	"HOUSTON"	"WICKSBURG VOLUNTEER FIRE"	94	627	737	4	141	307	455				
"AL"	2000	"HOUSTON"	"WIREGRASS PARK #1"	583	962	1571	4	153	242	398				
"AL"	2000	"HOUSTON"	"WIREGRASS PARK #2"	198	543	752	4	92	154	252				
"AL"	2000	"JACKSON"	"ABSENTEE VOTERS"	217	292	518	4	84	135	223				
"AL"	2000	"JACKSON"	"ASPEL"	80	59	144	4	62	74	136				
"AL"	2000	"JACKSON"	"BISHOP SWAFFORDS STORE"	34	19	55	4	151	314	469				
"AL"	2000	"JACKSON"	"BRIDGEPORT #1"	361	235	604	4	110	154	275				
"AL"	2000	"JACKSON"	"BRIDGEPORT #2"	430	275	715	4	113	205	324				
"AL"	2000	"JACKSON"	"BRYANT"	249	453	718	4	81	165	250				
"AL"	2000	"JACKSON"	"COLLINS"	31	29	62	4	84	179	268				
"AL"	2000	"JACKSON"	"CROW"	49	59	115	4	33	45	79				
"AL"	2000	"JACKSON"	"DEANS CHAPEL"	121	122	245	4	31	83	117				
"AL"	2000	"JACKSON"	"DUTTON"	421	323	763	4	135	284	422				
"AL"	2000	"JACKSON"	"FACKLER"	166	145	319	4	122	217	344				
"AL"	2000	"JACKSON"	"FLAT ROCK"	137	162	306	4	50	119	174				
"AL"	2000	"JACKSON"	"GARTH"	58	39	97	4	58	163	222				
"AL"	2000	"JACKSON"	"GROSS SPRINGS"	97	103	205	4	80	237	322				
"AL"	2000	"JACKSON"	"HAMBRICK"	13	12	26	4	183	303	498				
"AL"	2000	"JACKSON"	"HIGDON - SAND MTN HIGH SCHOOL"	268	228	507	4	15	26	44				
"AL"	2000	"JACKSON"	"HOLLY SPRINGS BAPTIST CHURCH"	27	38	67	4	66	109	177				
"AL"	2000	"JACKSON"	"HOLLYTREE"	59	41	102	4	67	130	198				
"AL"	2000	"JACKSON"	"HOLLYWOOD"	379	248	637	4	75	71	148				
"AL"	2000	"JACKSON"	"HYTOP"	73	41	118	4	65	177	245				
"AL"	2000	"JACKSON"	"LANGSTON"	49	54	105	4	63	54	120				
"AL"	2000	"JACKSON"	"LARKINSVILLE"	120	105	232	4	60	107	171				
"AL"	2000	"JACKSON"	"LIMROCK"	100	51	155	4	227	374	611				
"AL"	2000	"JACKSON"	"LONG ISLAND"	31	32	64	4	74	105	183				
"AL"	2000	"JACKSON"	"MACEDONIA"	280	241	536	4	19	57	79				
"AL"	2000	"JACKSON"	"MINK CREEK"	109	121	236	4	103	188	295				
"AL"	2000	"JACKSON"	"PAINT ROCK"	76	96	174	4	62	66	132				
"AL"	2000	"JACKSON"	"PISGAH"	443	324	780	4	63	108	173				
"AL"	2000	"JACKSON"	"PLEASANT GROVES FIRE HALL"	44	61	115	4	203	298	509				
"AL"	2000	"JACKSON"	"PRINCETON"	40	31	74	4	49	67	116				
"AL"	2000	"JACKSON"	"ROSALIE"	357	225	593	4	97	225	324				
"AL"	2000	"JACKSON"	"SCOTTSBORO NATIONAL GUARD #1"	809	918	1758	4	7	23	31				
"AL"	2000	"JACKSON"	"SCOTTSBORO NATIONAL GUARD #2"	761	798	1587	4	128	114	244				
"AL"	2000	"JACKSON"	"SCOTTSBORO NATIONAL GUARD #3"	832	926	1805								
