state	year	county	precinct	vtd	g2006_GOV_rv	g2006_GOV_dv	g2006_ATG_rv	g2006_ATG_dv	g2006_SOS_dv	g2006_SOS_rv	g2006_TRE_rv	g2006_TRE_dv	g2006_USH_dv	g2006_USH_rv
"KS"	2006	"SEDGWICK"	"Wichita Precinct 516"	"114"	322	317	289	354	164	439	449	169	205	429
"KS"	2006	"SEDGWICK"	"Wichita Precinct 517"	"115"	326	370	244	457	214	440	454	219	262	412
"KS"	2006	"SEDGWICK"	"Wichita Precinct 518"	"116"	436	430	410	469	227	576	590	237	287	575
"KS"	2006	"SEDGWICK"	"Wichita Precinct 519"	"117"	404	485	360	542	292	556	591	287	329	544
"KS"	2006	"SEDGWICK"	"Wichita Precinct 520"	"118"	236	205	206	243	127	300	299	124	151	274
"KS"	2006	"SEDGWICK"	"Wichita Precinct 521"	"119"	331	247	285	293	121	429	414	136	157	412
"KS"	2006	"SEDGWICK"	"Wichita Precinct 522"	"120"	424	320	362	383	170	538	525	183	209	530
"KS"	2006	"SEDGWICK"	"Wichita Precinct 523"	"121"	456	398	415	437	191	612	596	216	240	601
"KS"	2006	"SEDGWICK"	"Wichita Precinct 524"	"122"	687	573	603	654	324	876	899	310	366	871
"KS"	2006	"SEDGWICK"	"Wichita Precinct 525"	"123"	414	464	372	511	241	577	591	258	307	552
"KS"	2006	"SEDGWICK"	"Wichita Precinct 526"	"124"	431	283	377	343	169	508	515	174	171	536
"KS"	2006	"SEDGWICK"	"Wichita Precinct 527"	"125"	382	291	327	353	172	480	480	177	208	466
"KS"	2006	"SEDGWICK"	"Wichita Precinct 529"	"126"	136	68	126	75	32	162	157	39	32	170
"KS"	2006	"SEDGWICK"	"Wichita Precinct 530"	"127"	465	271	392	343	110	600	596	111	152	583
"KS"	2006	"SEDGWICK"	"Wichita Precinct 531"	"128"	674	432	588	520	202	861	855	210	263	836
"KS"	2006	"SEDGWICK"	"Wichita Precinct 532"	"129"	355	266	307	310	113	490	482	121	127	488
"KS"	2006	"SEDGWICK"	"Wichita Precinct 533"	"130"	132	77	115	96	39	162	164	40	43	165
"KS"	2006	"SEDGWICK"	"Wichita Precinct 601"	"131"	127	302	118	313	234	168	177	244	241	173
"KS"	2006	"SEDGWICK"	"Wichita Precinct 602"	"132"	114	175	109	185	134	130	136	142	134	150
"KS"	2006	"SEDGWICK"	"Wichita Precinct 603"	"133"	193	285	196	286	180	261	254	206	182	285
"KS"	2006	"SEDGWICK"	"Wichita Precinct 604"	"134"	331	403	306	440	298	397	397	314	323	410
"KS"	2006	"SEDGWICK"	"Wichita Precinct 605"	"135"	136	168	126	180	116	162	168	131	124	175
"KS"	2006	"SEDGWICK"	"Wichita Precinct 606"	"136"	168	189	142	219	135	195	193	148	143	198
"KS"	2006	"SEDGWICK"	"Wichita Precinct 607"	"137"	310	702	263	753	462	500	504	480	554	431
"KS"	2006	"SEDGWICK"	"Wichita Precinct 608"	"138"	177	416	173	436	315	239	270	324	348	241
"KS"	2006	"SEDGWICK"	"Wichita Precinct 609"	"139"	439	734	355	831	526	586	592	549	590	561
"KS"	2006	"SEDGWICK"	"Wichita Precinct 610"	"140"	454	491	385	575	321	573	610	311	376	553
"KS"	2006	"SEDGWICK"	"Wichita Precinct 611"	"141"	321	373	291	408	267	401	423	259	270	425
"KS"	2006	"SEDGWICK"	"Wichita Precinct 612"	"142"	438	522	368	599	329	582	567	339	381	556
"KS"	2006	"SEDGWICK"	"Wichita Precinct 613"	"143"	382	523	306	593	291	562	564	295	371	513
"KS"	2006	"SEDGWICK"	"Wichita Precinct 614"	"144"	194	326	169	355	276	226	239	274	269	246
"KS"	2006	"SEDGWICK"	"Wichita Precinct 615"	"145"	57	252	80	237	213	77	85	217	204	102
"KS"	2006	"SEDGWICK"	"Wichita Precinct 616"	"146"	7	2	6	3	3	2	4	3	4	5
"KS"	2006	"SEDGWICK"	"Wichita Precinct 617"	"147"	120	159	123	168	115	149	155	126	118	167
"KS"	2006	"SEDGWICK"	"Wichita Precinct 618"	"148"	334	355	287	410	255	394	401	269	272	410
"KS"	2006	"SEDGWICK"	"Wichita Precinct 619"	"149"	427	456	357	542	319	530	529	330	383	496
"KS"	2006	"SEDGWICK"	"Wichita Precinct 620"	"150"	304	338	278	366	207	402	419	202	246	378
"KS"	2006	"SEDGWICK"	"Wichita Precinct 622"	"151"	195	214	158	245	103	288	296	100	135	268
"KS"	2006	"SEDGWICK"	"Wichita Precinct 623"	"152"	455	366	372	460	244	538	523	268	302	509
"KS"	2006	"SEWARD"	"Fargo Township 1"	"000010"	27	17	23	22	7	35	35	9	9	36
"KS"	2006	"SEWARD"	"Fargo Township 2"	"000020"	27	5	25	8	1	29	28	4	2	31
"KS"	2006	"SEWARD"	"Fargo Township 3"	"000030"	13	5	9	9	1	17	16	2	1	17
"KS"	2006	"SEWARD"	"Fargo Township 4"	"000040"	51	30	42	38	20	58	59	24	21	62
"KS"	2006	"SEWARD"	"Kismet City"	"300010"	54	40	61	35	13	80	83	14	7	85
"KS"	2006	"SEWARD"	"Liberal Township 1"	"00005A"	30	16	32	18	4	43	41	8	2	47
"KS"	2006	"SEWARD"	"Liberal Township 2"	"000060"	14	17	13	19	0	30	29	3	5	28
"KS"	2006	"SEWARD"	"Liberal Township 3"	"000070"	41	16	39	16	3	51	45	7	5	51
"KS"	2006	"SEWARD"	"Liberal Township 4"	"00008A"	20	16	21	14	7	27	27	6	6	28
"KS"	2006	"SEWARD"	"Liberal Township 5"	"000090"	16	19	28	11	5	32	32	7	2	35
"KS"	2006	"SEWARD"	"Liberal Ward 1 Precinct 1"	"000100"	125	94	127	96	50	166	159	68	58	169
"KS"	2006	"SEWARD"	"Liberal Ward 1 Precinct 2"	"000110"	129	109	118	128	75	158	150	95	78	162
"KS"	2006	"SEWARD"	"Liberal Ward 1 Precinct 3"	"000120"	138	89	136	92	46	176	75	51	52	174
"KS"	2006	"SEWARD"	"Liberal Ward 2"	"000130"	175	152	167	157	72	243	243	83	77	245
"KS"	2006	"SEWARD"	"Liberal Ward 3"	"000140"	114	102	123	102	51	151	147	67	55	163
"KS"	2006	"SEWARD"	"Liberal Ward 4"	"000150"	194	95	184	113	47	242	233	55	50	247
"KS"	2006	"SEWARD"	"Liberal Ward 5"	"000160"	126	80	101	110	38	158	157	48	40	166
"KS"	2006	"SEWARD"	"Liberal Ward 6 Precinct 1"	"000170"	312	279	296	295	91	477	453	129	102	488
"KS"	2006	"SEWARD"	"Liberal Ward 6 Precinct 2"	"000180"	186	191	194	184	66	298	288	80	67	307
"KS"	2006	"SEWARD"	"Seward Township 1"	"000190"	22	4	18	9	4	22	22	5	4	23
"KS"	2006	"SEWARD"	"Seward Township 2"	"000200"	24	7	24	8	2	30	29	2	3	29
"KS"	2006	"SEWARD"	"Seward Township 3"	"000210"	4	7	3	6	3	8	8	3	1	9
"KS"	2006	"SHAWNEE"	"(C.) Montara"	"000210"	104	136	108	130	66	164	167	71	115	121
"KS"	2006	"SHAWNEE"	"(S.P.) Deer Creek"	"000050"	10	19	9	16	7	19	23	5	14	13
"KS"	2006	"SHAWNEE"	"(W.M.) Indian Hills"	"300160"	153	230	165	215	75	293	290	91	176	206
"KS"	2006	"SHAWNEE"	"(W.M.) Vacquero"	"300100"	119	165	134	154	74	201	199	87	134	152
"KS"	2006	"SHAWNEE"	"(W.S.) Indianola"	"200020"	144	191	149	185	76	246	247	83	162	168
"KS"	2006	"SHAWNEE"	"(W.S.) Whitfield"	"001880"	139	203	150	189	95	226	238	107	187	157
"KS"	2006	"SHAWNEE"	"ADVANCED"	"999998"	3152	6956	3452	6685	3835	5988			6304	3644
"KS"	2006	"SHAWNEE"	"ALDERSGATE"	"600070"	81	139	87	124	40	171	161	50	111	104
"KS"	2006	"SHAWNEE"	"Apache"	"000010"	161	180	158	184	69	258	256	83	163	173
"KS"	2006	"SHAWNEE"	"BUFFALO"	"600190"	204	156	176	175	60	286	285	77	152	195
"KS"	2006	"SHAWNEE"	"CITY OF AUBURN"	"600170"	184	212	173	221	89	293	292	100	189	199
"KS"	2006	"SHAWNEE"	"Central Mission"	"000020"	223	242	226	236	75	379	384	76	190	273
"KS"	2006	"SHAWNEE"	"Cheyenne"	"300020"	202	314	232	283	136	359	356	152	269	243
"KS"	2006	"SHAWNEE"	"Cullen"	"200050"	129	198	141	188	112	206	211	122	183	137
"KS"	2006	"SHAWNEE"	"Dover"	"000060"	121	141	128	131	66	185	195	63	123	138
"KS"	2006	"SHAWNEE"	"East Peck"	"000080"	112	167	126	155	76	198	203	73	143	140
"KS"	2006	"SHAWNEE"	"East Rossville"	"000090"	129	228	154	206	77	250	248	100	195	155
"KS"	2006	"SHAWNEE"	"East Silver Lake"	"000100"	220	265	213	268	107	354	339	137	247	234
"KS"	2006	"SHAWNEE"	"East Soldier"	"000110"	166	259	192	226	104	299	297	121	235	187
"KS"	2006	"SHAWNEE"	"East Wichita"	"300060"	227	290	267	250	74	414	398	113	225	288
"KS"	2006	"SHAWNEE"	"Elmont"	"000130"	186	314	228	271	117	353	348	144	273	218
"KS"	2006	"SHAWNEE"	"Fox"	"000140"	191	238	173	257	100	308	295	130	232	189
"KS"	2006	"SHAWNEE"	"Grove"	"000150"	99	133	104	124	46	174	172	59	125	101
"KS"	2006	"SHAWNEE"	"IROQUOIS - SOLDIER"	"600220"	133	198	140	188	65	251	243	76	161	164
"KS"	2006	"SHAWNEE"	"KILMER - SOLDIER"	"600380"	164	176	186	158	69	255	244	94	167	172
"KS"	2006	"SHAWNEE"	"Kaw"	"000180"	158	229	165	219	104	256	254	124	204	175
"KS"	2006	"SHAWNEE"	"Kiowa"	"000190"	202	305	215	289	111	386	346	158	254	244
"KS"	2006	"SHAWNEE"	"MEADOWLARK"	"600180"	240	198	236	202	72	353	347	90	183	250
"KS"	2006	"SHAWNEE"	"MESSHOSS CREEK - MENOKEN"	"600060"	107	91	105	91	37	155	154	43	90	105
"KS"	2006	"SHAWNEE"	"Menoken"	"000200"	215	224	207	233	92	328	323	112	212	226
"KS"	2006	"SHAWNEE"	"North Mission"	"400080"	223	259	231	250	101	355	345	128	230	249
"KS"	2006	"SHAWNEE"	"North Tecumseh"	"000260"	135	242	159	225	110	252	236	139	243	130
"KS"	2006	"SHAWNEE"	"Northeast Monmouth"	"000270"	163	195	164	193	66	286	278	77	173	182
"KS"	2006	"SHAWNEE"	"Northwest Monmouth"	"000280"	216	241	235	221	77	365	348	104	195	253
"KS"	2006	"SHAWNEE"	"PROVISIONAL"	"999999"	325	797	411	745	508	598			718	418
"KS"	2006	"SHAWNEE"	"Pauline"	"300080"	70	119	78	110	46	131	122	59	119	71
"KS"	2006	"SHAWNEE"	"Pawnee"	"000290"	209	240	206	242	78	357	337	109	203	241
"KS"	2006	"SHAWNEE"	"Peck"	"000300"	93	152	97	151	56	185	176	69	135	107
"KS"	2006	"SHAWNEE"	"Ponca"	"000310"	105	163	104	160	65	196	195	71	135	130
"KS"	2006	"SHAWNEE"	"Pottawatomie"	"000320"	148	238	158	230	109	267	249	136	192	191
"KS"	2006	"SHAWNEE"	"Rochester"	"000330"	144	234	151	224	92	271	255	116	201	162
"KS"	2006	"SHAWNEE"	"SAC - SOLDIER"	"600360"	222	253	249	228	98	369	368	112	226	240
"KS"	2006	"SHAWNEE"	"SHERMAN - SOLDIER"	"600350"	206	202	212	188	76	315	300	103	188	210
"KS"	2006	"SHAWNEE"	"SUNFLOWER"	"600300"	258	212	229	242	67	388	388	76	198	270
"KS"	2006	"SHAWNEE"	"Sherwood"	"000340"	159	193	156	196	59	284	276	76	157	196
"KS"	2006	"SHAWNEE"	"Sioux"	"000350"	158	213	182	190	97	256	250	118	187	179
"KS"	2006	"SHAWNEE"	"South Mission"	"000360"	118	128	113	130	38	196	206	39	108	136
"KS"	2006	"SHAWNEE"	"South Monmouth"	"000370"	233	270	239	266	100	380	380	126	221	272
"KS"	2006	"SHAWNEE"	"South Sherwood"	"000390"	115	147	115	143	36	220	223	39	103	161
"KS"	2006	"SHAWNEE"	"South Tecumseh"	"000400"	114	211	133	193	80	232	217	104	188	137
"KS"	2006	"SHAWNEE"	"TOPEKA CITY WARD 12 PRECINCT 20"	"600270"	159	199	174	185	81	277	272	93	170	193
"KS"	2006	"SHAWNEE"	"TOPEKA CITY WARD 12 PRECINCT 31"	"600290"	123	139	130	128	42	214	212	51	107	149
"KS"	2006	"SHAWNEE"	"TOPEKA CITY WARD 14 PRECINCT 01"	"600090"	202	272	201	278	103	357	360	110	254	223
"KS"	2006	"SHAWNEE"	"TOPEKA CITY WARD 14 PRECINCT 02"	"600100"	140	197	155	184	86	247	241	92	164	170
"KS"	2006	"SHAWNEE"	"TOPEKA CITY WARD 14 PRECINCT 03"	"600110"	70	75	67	76	22	119	110	31	60	84
"KS"	2006	"SHAWNEE"	"TOPEKA CITY WARD 14 PRECINCT 04"	"600120"	145	192	149	186	48	279	275	51	139	196
"KS"	2006	"SHAWNEE"	"TOPEKA CITY WARD 14 PRECINCT 05"	"600250"	133	144	115	157	38	234	248	26	97	177
"KS"	2006	"SHAWNEE"	"TOPEKA CITY WARD 15 PRECINCT 01"	"600200"	180	258	192	247	116	311	296	138	225	205
"KS"	2006	"SHAWNEE"	"TOPEKA CITY WARD 15 PRECINCT 02"	"600210"	92	199	100	187	95	189	180	107	175	111
"KS"	2006	"SHAWNEE"	"Topeka Ward 01 Precinct 01"	"000410"	41	114	53	107	63	85	77	80	112	47
"KS"	2006	"SHAWNEE"	"Topeka Ward 01 Precinct 02"	"000420"	56	150	69	138	88	108	89	119	134	72
"KS"	2006	"SHAWNEE"	"Topeka Ward 01 Precinct 03"	"000430"	49	131	70	109	68	110	111	69	119	62
"KS"	2006	"SHAWNEE"	"Topeka Ward 01 Precinct 04"	"000440"	62	147	70	146	71	124	118	92	134	74
"KS"	2006	"SHAWNEE"	"Topeka Ward 01 Precinct 05"	"300050"	143	238	179	197	110	254	252	124	197	179
"KS"	2006	"SHAWNEE"	"Topeka Ward 01 Precinct 06"	"000460"	157	194	146	198	71	265	255	90	175	170
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 01"	"000480"	99	162	112	151	85	166	156	104	146	109
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 02"	"000490"	65	122	66	124	77	110	115	76	118	69
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 03"	"000500"	60	118	67	112	62	105	104	74	109	67
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 04"	"000510"	54	140	68	130	89	101	83	110	121	67
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 05"	"000520"	54	120	56	118	74	89	79	90	117	52
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 06"	"000530"	50	87	54	83	58	70	66	73	86	45
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 07"	"000540"	19	73	34	60	31	52	46	43	64	29
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 08"	"000550"	13	70	24	57	49	29	27	55	64	18
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 09"	"000560"	64	150	67	146	103	98	104	110	154	57
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 10"	"000570"	35	180	52	167	131	77	64	150	171	50
"KS"	2006	"SHAWNEE"	"Topeka Ward 02 Precinct 11"	"000580"	28	93	50	70	53	58	50	70	87	34
"KS"	2006	"SHAWNEE"	"Topeka Ward 03 Precinct 01"	"000590"	76	157	89	143	72	150	141	91	134	97
"KS"	2006	"SHAWNEE"	"Topeka Ward 03 Precinct 02"	"000600"	69	151	79	143	71	138	138	82	133	85
"KS"	2006	"SHAWNEE"	"Topeka Ward 03 Precinct 03"	"000610"	31	83	43	73	61	49	53	63	76	39
"KS"	2006	"SHAWNEE"	"Topeka Ward 03 Precinct 04"	"000620"	51	105	69	94	48	106	98	61	98	58
"KS"	2006	"SHAWNEE"	"Topeka Ward 03 Precinct 05"	"000630"	23	85	34	76	50	50	50	59	71	38
"KS"	2006	"SHAWNEE"	"Topeka Ward 03 Precinct 06"	"000640"	49	98	56	91	70	72	80	69	90	50
"KS"	2006	"SHAWNEE"	"Topeka Ward 03 Precinct 07"	"000650"	37	93	53	79	47	72	65	63	76	54
"KS"	2006	"SHAWNEE"	"Topeka Ward 03 Precinct 08"	"000660"	55	125	54	127	84	89	93	87	118	61
"KS"	2006	"SHAWNEE"	"Topeka Ward 03 Precinct 09"	"000670"	56	144	73	124	89	100	95	99	127	70
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 01"	"000690"	59	134	65	127	104	82	92	97	128	57
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 02"	"000700"	26	97	42	83	71	44	40	85	82	35
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 03"	"000710"	20	64	24	59	42	37	27	56	59	21
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 04"	"000720"	34	148	55	131	101	77	70	116	134	50
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 06"	"000740"	62	120	56	129	80	93	82	100	128	50
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 07"	"000750"	27	98	41	84	59	63	52	72	90	34
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 08"	"000760"	50	115	72	95	67	91	91	76	104	63
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 09"	"000770"	46	116	53	110	83	73	83	81	115	47
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 10"	"000780"	49	141	65	126	74	111	107	81	124	62
"KS"	2006	"SHAWNEE"	"Topeka Ward 04 Precinct 11"	"000790"	90	148	94	149	72	160	158	83	133	105
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 01"	"200090"	104	243	128	223	116	216	212	133	208	129
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 02"	"000820"	46	136	61	121	75	96	89	89	130	50
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 03"	"000830"	49	131	68	114	73	101	90	87	117	58
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 04"	"000840"	48	142	63	125	75	107	90	96	120	67
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 05"	"000850"	65	113	72	108	67	103	105	71	101	75
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 06"	"000860"	60	75	58	75	43	88	86	50	73	61
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 07"	"000870"	43	134	58	115	78	94	78	94	128	47
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 08"	"000880"	44	99	49	96	55	79	84	61	95	47
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 09"	"000890"	129	195	132	185	101	207	194	120	173	149
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 10"	"000900"	134	276	161	245	118	272	271	134	220	179
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 14"	"300010"	79	85	87	78	28	130	132	32	70	95
"KS"	2006	"SHAWNEE"	"Topeka Ward 05 Precinct 91"	"000930"	22	48	20	46	24	40	36	31	48	22
"KS"	2006	"SHAWNEE"	"Topeka Ward 06 Precinct 01"	"000940"	24	94	33	83	69	44	37	80	88	29
"KS"	2006	"SHAWNEE"	"Topeka Ward 06 Precinct 02"	"000950"	39	117	54	103	75	75	73	88	106	53
"KS"	2006	"SHAWNEE"	"Topeka Ward 06 Precinct 03"	"000960"	121	170	132	152	50	230	220	62	139	147
"KS"	2006	"SHAWNEE"	"Topeka Ward 06 Precinct 04"	"000970"	66	159	80	141	69	149	145	78	129	88
"KS"	2006	"SHAWNEE"	"Topeka Ward 06 Precinct 05"	"000980"	84	147	100	130	75	145	142	82	125	98
"KS"	2006	"SHAWNEE"	"Topeka Ward 06 Precinct 06"	"000990"	57	114	63	109	57	104	107	65	99	68
"KS"	2006	"SHAWNEE"	"Topeka Ward 06 Precinct 07"	"001000"	54	83	48	89	45	90	85	52	79	56
"KS"	2006	"SHAWNEE"	"Topeka Ward 06 Precinct 08"	"001010"	59	162	73	147	92	119	121	102	149	66
"KS"	2006	"SHAWNEE"	"Topeka Ward 06 Precinct 09"	"300070"	150	312	177	287	142	312	313	147	251	203
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 01"	"001040"	60	219	63	214	71	195	162	110	183	93
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 02"	"001050"	73	158	89	151	89	136	153	88	147	90
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 03"	"001060"	87	183	87	188	90	155	146	115	177	88
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 04"	"001070"	99	210	120	178	93	198	188	111	170	131
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 05"	"001080"	106	135	89	151	63	160	173	70	129	107
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 06"	"001090"	91	122	101	113	49	151	157	56	111	101
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 07"	"001100"	55	146	69	134	70	121	120	78	123	71
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 09"	"001120"	79	128	88	117	51	147	134	68	109	97
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 10"	"001130"	69	149	82	133	58	150	145	70	132	79
"KS"	2006	"SHAWNEE"	"Topeka Ward 07 Precinct 11"	"001140"	97	166	113	149	82	176	170	93	140	116
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 01"	"001150"	38	110	48	99	55	81	79	70	97	49
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 02"	"001160"	72	150	79	147	81	136	115	109	137	86
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 03"	"001170"	77	203	89	193	96	164	163	116	179	96
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 04"	"001180"	92	192	96	195	70	203	179	103	174	110
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 05"	"001190"	118	299	120	286	133	263	261	146	264	137
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 06"	"001200"	89	144	88	145	46	175	179	52	113	116
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 07"	"001210"	53	170	56	164	82	131	131	94	151	68
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 08"	"001220"	69	147	72	146	62	149	136	81	135	82
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 09"	"001230"	84	217	95	205	84	212	196	105	200	106
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 10"	"001240"	95	155	88	153	50	192	178	67	114	129
"KS"	2006	"SHAWNEE"	"Topeka Ward 08 Precinct 11"	"001250"	115	202	115	199	95	202	192	112	189	125
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 01"	"001260"	86	102	84	103	54	124	118	66	96	91
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 02"	"001270"	72	139	78	128	54	143	128	79	122	86
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 03"	"001280"	120	188	123	185	73	230	213	93	160	148
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 04"	"001290"	110	211	113	208	96	211	218	101	185	134
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 05"	"001300"	87	134	85	141	60	156	164	60	128	90
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 06"	"001310"	123	179	121	184	75	220	219	84	159	138
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 08"	"001320"	101	218	128	189	90	222	215	101	183	130
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 09"	"001330"	93	172	103	164	67	196	194	71	152	115
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 10"	"001340"	157	276	182	253	100	322	321	113	222	208
"KS"	2006	"SHAWNEE"	"Topeka Ward 09 Precinct 11"	"001350"	105	157	86	170	57	193	191	69	133	124
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 01"	"001360"	76	179	98	159	76	171	171	77	153	101
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 02"	"001370"	119	200	132	181	52	258	230	76	149	158
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 03"	"001380"	112	233	139	205	84	248	234	107	180	161
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 04"	"001390"	188	303	203	275	119	353	338	143	259	225
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 05"	"001400"	80	177	78	172	71	170	183	71	159	88
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 06"	"001410"	106	155	115	146	71	184	182	79	142	116
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 07"	"001420"	109	180	126	169	78	203	212	80	158	131
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 08"	"001430"	89	176	103	161	84	176	178	84	159	101
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 09"	"001440"	68	113	69	111	54	117	127	52	112	66
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 10"	"001450"	110	204	136	177	79	224	221	93	173	140
"KS"	2006	"SHAWNEE"	"Topeka Ward 10 Precinct 11"	"001460"	143	242	162	216	105	271	257	126	225	150
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 01"	"001470"	88	127	81	131	43	161	159	53	114	97
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 02"	"001480"	94	186	108	170	87	185	180	93	153	120
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 03"	"001490"	87	132	80	137	67	142	137	76	110	107
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 04"	"001500"	125	244	134	229	86	270	265	95	203	155
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 05"	"001510"	94	197	107	185	74	212	209	83	174	112
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 06"	"001520"	97	203	115	184	92	203	197	100	175	122
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 07"	"001530"	108	183	130	158	86	199	210	81	165	128
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 08"	"001540"	83	167	104	142	56	188	188	62	137	110
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 09"	"001550"	128	164	122	170	69	214	218	74	142	144
"KS"	2006	"SHAWNEE"	"Topeka Ward 11 Precinct 10"	"001560"	75	126	86	114	53	142	137	63	102	95
"KS"	2006	"SHAWNEE"	"Topeka Ward 12 Precinct 01"	"001570"	52	135	57	129	59	124	120	64	117	67
"KS"	2006	"SHAWNEE"	"Topeka Ward 12 Precinct 02"	"001580"	56	94	58	92	48	97	95	56	87	63
"KS"	2006	"SHAWNEE"	"Topeka Ward 12 Precinct 03"	"001590"	124	181	118	184	73	223	230	75	160	145
"KS"	2006	"SHAWNEE"	"Topeka Ward 12 Precinct 04"	"001600"	150	237	169	214	90	286	282	99	194	190
"KS"	2006	"SHAWNEE"	"Topeka Ward 12 Precinct 05"	"001610"	123	198	130	189	78	241	245	76	151	169
"KS"	2006	"SHAWNEE"	"Topeka Ward 12 Precinct 06"	"001620"	123	254	134	238	111	254	246	120	212	164
"KS"	2006	"SHAWNEE"	"Topeka Ward 12 Precinct 07"	"001630"	125	165	125	164	75	211	211	76	147	137
"KS"	2006	"SHAWNEE"	"Topeka Ward 12 Precinct 08"	"001640"	111	230	115	222	97	239	232	111	198	137
